   2637303.4000   1097734.0802         7.6878         9.3521        -4.2866        17.7949       451.6483         7.1706        -7.6693        50.2670         0.0014        -0.3639        -0.9314       -44.0203         0.0975
   2637242.6141   1097432.4753         2.0985        16.0074        -8.1134        10.0000       402.1345        27.9850         2.4920        62.3835         0.1599        -0.4539        -0.8766       -51.3386         0.1277
   2637233.7738   1097293.5906        -1.8483        11.1772        -1.3445        10.0000       343.8806        21.4116         0.6497        78.2233         0.3383        -0.0647        -0.9388       -66.2340         0.1926
   2637254.9812   1097237.1573         0.2215        10.1350        -1.2770        13.8721       364.0913        11.3937        -3.1956        66.4207         0.5700        -0.1270        -0.8118       -47.0189         0.1291
   2637173.2836   1097062.6896         3.9278        10.4862        -1.9038        13.3587       373.4942        16.0997        -6.2502        77.9046         0.2904        -0.2753        -0.9164       -64.9991         0.1740
   2637108.4956   1096844.6046         7.1151         5.8160        -2.7527        10.0000       189.0125        -2.3045         0.4694        10.7742         0.2709        -0.6650        -0.6960        -8.4350         0.0446
   2637025.4246   1096839.4137         9.0641         1.5315        -4.5696        10.0000       311.5703         2.2657         3.0373        27.5922        -0.2501        -0.6485        -0.7190       -22.3746         0.0718
   2636836.7221   1096788.3563        -1.9450        -0.7980        -0.3312        20.5217       461.7792       -22.9231         6.8274       144.6318         0.3902        -0.3491        -0.8520      -134.5532         0.2914
   2636825.3149   1096762.0315        -4.5467        -4.2753        -1.3346        27.7736       230.5586       -11.1281         0.0949        55.4617         0.5611        -0.4381        -0.7023       -45.2374         0.1962
   2636789.4548   1096749.2220        -4.5080        -4.0215        -2.1396        17.6345       289.9013       -16.2934        -0.7820        53.6078         0.6089        -0.1883        -0.7705       -51.0813         0.1762
   2636781.6964   1096709.6501        -4.7464        -8.3845        -6.5835        10.0000       191.6635         3.4972         3.3582         2.8958         0.8020        -0.0258        -0.5968         0.9900        -0.0052
   2636757.6092   1096688.1444        -9.6274        -4.4435        -2.0876        15.4035       203.5249        -4.7907         5.9350        42.3737         0.4087        -0.4754        -0.7790       -37.7905         0.1857
   2636618.8038   1096636.7363         5.0164         3.9899         0.0238        23.6033       246.5890        -9.2478         4.0001        61.9278         0.3149        -0.3391        -0.8865       -59.1661         0.2399
   2636604.8455   1096609.6025         6.0766         2.4370        -0.8949        10.0000       116.9990        -2.4029        -1.6559        -1.0964         0.2442        -0.5955        -0.7654         1.2382        -0.0106
   2636575.7495   1096611.7499        11.6904         5.4356        -2.8176        10.0000       293.7137        -3.5812         0.9665        39.3146         0.0584        -0.4850        -0.8726       -34.9832         0.1191
   2637325.5463   1097742.9444         8.2225         3.5553        -0.1283        10.0000       269.0840        -8.0928         1.0377        38.4937         0.2230        -0.5772        -0.7856       -32.6440         0.1213
   2637297.8740   1097706.6616         2.6339        13.3106        -3.8085        10.0000       360.9138        -1.7483        -9.6958        23.5977         0.4866        -0.2900        -0.8241       -17.4868         0.0485
   2637292.3480   1097679.2430         3.1086        15.5029        -0.3640        10.0000       305.8129        -4.4895       -13.4313        26.6258         0.5515        -0.1410        -0.8222       -22.4742         0.0735
   2637286.8220   1097651.8243         3.3817        16.5634         0.7753        10.0000       414.7028        -3.7929       -23.3552        48.6972         0.5177        -0.0615        -0.8534       -42.0849         0.1015
   2637281.2960   1097624.4057         3.6062        17.6640        -0.3437        10.7983       317.6161         1.2784       -16.6900        59.6914         0.4549        -0.1194        -0.8825       -50.1059         0.1578
