thick_elmer,u_bed_elmer,u_surf_elmer,tau_d_elmer,tau_b_elmer,sigma_elmer,u_def_elmer,slope,averaged_slope,gradxmean,gradymean,gradzmean,normalstress,projvector,date,sigma_plus_tau_b,velocity,altitude,thickness,obs_tau_b,obs_u_def,obs_u_bed
,,,,,,,,,,,,,,1903.0,,,2481.712369951088,118.19236995108804,0.1355288905625882,22.779000742125458,
,,,,,,,,,,,,,,1920.0,,,2471.058765366848,107.53876536684811,0.13183660292915123,18.15920750250335,
,,,,,,,,,,,,,,1921.0,,70.5356281202448,2468.1310572368275,104.61105723682749,0.13082192846500043,17.107430263222945,53.42819785702185
,,,,,,,,,,,,,,1922.0,,,2470.2455131085085,106.7255131085085,0.13155474891133137,17.85827706119698,
,,,,,,,,,,,,,,1923.0,,58.712191441316776,2468.049732010993,104.52973201099303,0.13079374306321828,17.079445164664104,41.63274627665267
,,,,,,,,,,,,,,1924.0,,72.33729466179572,2468.049732010993,104.52973201099303,0.13079374306321828,17.079445164664104,55.257849497131616
104.12367459016393,25.333723625663595,42.72500415198212,0.23348778250599642,0.12782431604978262,-0.014493257513050013,17.391280526318525,0.28726497686951596,0.2665570874783372,0.18531721311475408,-0.16359180327868852,-0.0611047475765923,0.8605430327868852,-0.04139510699326955,1925.0,0.1133310585367326,65.01802433674504,2470.733464463512,107.21346446351208,0.1317238613220232,18.0380125365946,46.98001180015044
,,,,,,,,,,,,,,1926.0,,73.12552377372425,2468.5376833659966,105.01768336599662,0.13096285547391012,17.248337942201026,55.87718583152323
,,,,,,,,,,,,,,1927.0,,83.48510638764213,2466.9925040751527,103.47250407515276,0.13042733284005287,16.721539039781277,66.76356734786086
,,,,,,,,,,,,,,1927.0,,83.48510638764213,2470.733464463512,107.21346446351208,0.1317238613220232,18.0380125365946,65.44709385104753
,,,,,,,,,,,,,,1928.0,,85.28677292919306,2465.203349106807,101.68334910680687,0.12980725400084964,16.140349226902977,69.1464237022901
,,,,,,,,,,,,,,1929.0,,76.50364853913226,,,,,
,,,,,,,,,,,,,,1930.0,,64.34239938366345,,,,,
,,,,,,,,,,,,,,1930.0,,55.33406667590878,,,,,
,,,,,,,,,,,,,,1931.0,,55.33406667590878,2461.869014847617,98.34901484761713,0.12865165252778915,15.136159300953873,40.19790737495491
,,,,,,,,,,,,,,1932.0,,,2456.664200394248,93.14420039424795,0.12684778681374356,13.760308262508318,
,,,,,,,,,,,,,,1933.0,,69.29698237292851,,,,,
,,,,,,,,,,,,,,1934.0,,58.26177480592905,2457.96540400759,94.44540400759024,0.12729875324225495,14.08343859519253,44.17833621073652
,,,,,,,,,,,,,,1936.0,,58.14917064708211,,,,,
,,,,,,,,,,,,,,1937.0,,,2459.022631943431,95.50263194343097,0.1276651634654205,14.356004654560437,
,,,,,,,,,,,,,,1942.0,,52.181150228194646,,,,,
,,,,,,,,,,,,,,1944.0,,,2450.5648084567056,87.0448084567056,0.12473388168009629,12.416448228347527,
,,,,,,,,,,,,,,1946.0,,44.97448406199091,2447.474449875018,83.95444987501787,0.12366283641238181,11.834989832482561,33.139494229508344
,,,,,,,,,,,,,,1948.0,,40.2451093904197,2434.9503650965976,71.4303650965976,0.1193222845379594,10.056017341826562,30.18909204859314
,,,,,,,,,,,,,,1949.0,,34.72750560691996,2431.778681289076,68.25868128907587,0.11822305386846291,9.730640944123593,24.99686466279637
,,,,,,,,,,,,,,1950.0,,29.209901823420225,2430.558802901567,67.03880290156712,0.11780027284173336,9.616981304849851,19.592920518570374
75.31298225108226,16.762319190868773,25.48596311499875,0.1998709219313606,0.11126431543346735,0.012818357130378202,8.723643924129977,0.3312573333860375,0.3239479244893757,0.23205411255411257,-0.15678138528138527,-0.0784295139240269,0.6188670995670996,0.002017734201676689,1952.0,0.12408267256384554,32.02500579459357,2426.492541609872,62.97254160987222,0.11639100275263517,9.28050931238245,22.74449648221112
,,,,,,,,,,,,,,1953.0,,33.26365154190983,2424.6220614156928,61.10206141569279,0.11574273851165008,9.146082544457276,24.117568997452555
,,,,,,,,,,,,,,1954.0,,34.95271392461383,2426.65519206154,63.13519206154024,0.11644737355619918,9.292779930153,25.659933994460832
,,,,,,,,,,,,,,1955.0,,,2426.004590254869,62.48459025486909,0.11622189034194348,9.244263784317994,
,,,,,,,,,,,,,,1956.0,,38.33083869002184,,,,,
,,,,,,,,,,,,,,1957.0,,40.13250523157277,2425.7606145773675,62.24061457736752,0.11613733413659763,9.22645656362048,30.90604866795229
,,,,,,,,,,,,,,1959.0,,42.9476092027461,2427.549769545713,64.02976954571295,0.11675741297580072,9.3619832800617,33.5856259226844
,,,,,,,,,,,,,,1959.0,,42.9476092027461,2424.5407361898588,61.02073618985878,0.11571455310986808,9.140510674475678,33.80709852827042
,,,,,,,,,,,,,,1959.0,,42.9476092027461,2427.549769545713,64.02976954571295,0.11675741297580072,9.3619832800617,33.5856259226844
,,,,,,,,,,,,,,1959.0,,42.9476092027461,2424.5407361898588,61.02073618985878,0.11571455310986808,9.140510674475678,33.80709852827042
,,,,,,,,,,,,,,1960.0,,,2431.616030837408,68.09603083740785,0.11816668306489891,9.71512952212274,
,,,,,,,,,,,,,,1961.0,,44.298859108909305,2429.7455506432284,66.22555064322842,0.11751841882391381,9.544576279273828,34.75428282963548
,,,,,,,,,,,,,,1962.0,,,2429.6642254173944,66.14422541739441,0.11749023342213182,9.53748087388329,
,,,,,,,,,,,,,,1963.0,,47.11396308008264,,,,,
,,,,,,,,,,,,,,1964.0,,43.285421679286905,2429.6642254173944,66.14422541739441,0.11749023342213182,9.53748087388329,33.747940805403616
,,,,,,,,,,,,,,1965.0,,,2429.826875869062,66.30687586906197,0.11754660422569566,9.551697872423116,
,,,,,,,,,,,,,,1966.0,,61.189482935949314,,,,,
60.78041928251122,19.174897905843075,27.351776095839803,0.19397757723619283,0.11626917196028996,0.03189082460887195,8.176878189996728,0.36563913639400675,0.3869703083798685,0.2610946188340807,-0.22455874439461884,-0.11859702966820164,0.48974125560538123,0.04235839840309865,1967.0,0.1481599965691619,,2423.890134383188,60.37013438318809,0.11548906989561254,9.096731145240549,
,,,,,,,,,,,,,,1970.0,,67.9457324667653,,,,,
,,,,,,,,,,,,,,1974.0,,,2429.826875869062,66.30687586906197,0.11754660422569566,9.551697872423116,
73.28646981981981,27.564253914864683,41.55584590558866,0.22620637239909103,0.13197327422839103,0.038540532204529535,13.991591990723979,0.3801249487481806,0.3821596762851929,0.2761315315315316,-0.19414954954954958,-0.11394267029624221,0.5902292792792793,0.042456780978867965,1981.0,0.17051380643292058,,,,,,
,,,,,,,,,,,,,,1983.0,,,2447.66,84.13999999999987,0.12372714370165995,11.868141636951604,
,,,,,,,,,,,,,,1984.0,,,2445.28,81.76000000000022,0.12290229193453331,11.45926644946042,
,,,,,,,,,,,,,,1985.0,,,2446.96,83.44000000000005,0.12348454024074038,11.744217059951243,
,,,,,,,,,,,,,,1986.0,,,2443.8,80.2800000000002,0.12238935890287465,11.222374710336231,
,,,,,,,,,,,,,,1988.0,,,2440.83,77.30999999999995,0.12136002707582982,10.784971553588944,
,,,,,,,,,,,,,,1990.0,,,2431.1,67.57999999999993,0.11798783896904688,9.666647960882278,
,,,,,,,,,,,,,,1991.0,,,2427.12,63.59999999999991,0.11660846500553237,9.328372252799046,
,,,,,,,,,,,,,,1992.0,,,2423.68,60.159999999999854,0.11541624228329872,9.082890044449309,
,,,,,,,,,,,,,,1993.0,,,2421.28,57.76000000000022,0.11458445898871723,8.93479559362432,
,,,,,,,,,,,,,,1994.0,,,2418.49,54.9699999999998,0.11361751090876597,8.784351919295885,
