u_bed_elmer,u_surf_elmer,tau_d_elmer,tau_b_elmer,sigma_elmer,u_def_elmer,slope,averaged_slope,gradxmean,gradymean,gradzmean,normalstress,projvector,date,sigma_plus_tau_b,velocity,altitude,thickness,obs_tau_b,obs_u_def,obs_u_bed
165.064247748162,162.51264893487252,0.08659503499029923,0.032873893621192876,0.046089617629167495,-2.5515988132894734,0.14670105240989947,0.14637961327154467,0.0043075,0.14403916666666666,-0.020765836090277778,0.5978124999999999,0.053083933069602844,1907.0,0.07896351125036037,,2733.8,94.22000000000025,0.03547631203277615,-2.4618879032826997,
,,,,,,,,,,,,,1908.0,,8.9,2731.988,92.4079999999999,0.035096610057261446,-2.398927478791446,11.298927478791446
,,,,,,,,,,,,,1909.0,,6.5,2730.609,91.029,0.03480764260459332,-2.353429957509655,8.853429957509654
,,,,,,,,,,,,,1910.0,,5.5,,,,,
,,,,,,,,,,,,,1911.0,,7.8,2730.583,91.00300000000016,0.03480219434225153,-2.3525917439361113,10.15259174393611
,,,,,,,,,,,,,1912.0,,,2737.029,97.44900000000007,0.03615294430592002,-2.5834463178626885,
,,,,,,,,,,,,,1913.0,,23.6,2733.482,93.90200000000004,0.0354096755933646,-2.4505721040651096,26.05057210406511
,,,,,,,,,,,,,1916.0,,,2736.653,97.07299999999987,0.03607415405051517,-2.568654084274092,
,,,,,,,,,,,,,1917.0,,19.1,2738.2,98.61999999999989,0.036398325659853556,-2.6306240757773907,21.730624075777392
,,,,,,,,,,,,,1918.0,,23.3,2737.241,97.66100000000006,0.036197368598861024,-2.591862460176758,25.89186246017676
,,,,,,,,,,,,,1919.0,,,2739.805,100.22499999999991,0.036734651085185234,-2.6980746211973585,
,,,,,,,,,,,,,1920.0,,26.9,,,,,
,,,,,,,,,,,,,1921.0,,,2738.712,99.13200000000006,0.036505614518277156,-2.6517869005477595,
,,,,,,,,,,,,,1922.0,,36.9,2739.274,99.69399999999996,0.036623380804281125,-2.675396978550017,39.57539697855002
,,,,,,,,,,,,,1923.0,,,2738.718,99.13799999999992,0.03650687180958678,-2.6520368547144466,
,,,,,,,,,,,,,1924.0,,,2738.698,99.11799999999994,0.03650268083855461,-2.6512038506332214,
,,,,,,,,,,,,,1925.0,,,2739.257,99.67700000000013,0.03661981847890382,-2.6746769114036715,
,,,,,,,,,,,,,1926.0,,32.2,2740.885,101.30500000000029,0.03696096352092251,-2.7453237116424347,34.94532371164244
,,,,,,,,,,,,,1927.0,,,2738.406,98.82600000000002,0.03644149266148494,-2.6390992927062644,
,,,,,,,,,,,,,1928.0,,31.1,2739.985,100.4050000000002,0.03677236982447483,-2.7058442198309693,33.80584421983097
,,,,,,,,,,,,,1929.0,,30.3,2739.237,99.65700000000015,0.036615627507871645,-2.6738302451393547,32.973830245139354
,,,,,,,,,,,,,1930.0,,,2737.437,97.85699999999997,0.036238440114976275,-2.5996923356714228,
,,,,,,,,,,,,,1931.0,,,2738.887,99.30700000000024,0.03654228551480869,-2.6590958942235403,
,,,,,,,,,,,,,1932.0,,,2739.464,99.88400000000001,0.036663195029086756,-2.683469888410664,
,,,,,,,,,,,,,1934.0,,,2735.104,95.52399999999989,0.03574956334407359,-2.509502528257303,
,,,,,,,,,,,,,1935.0,,,2734.271,94.69100000000026,0.035575009400583765,-2.478859920274793,
,,,,,,,,,,,,,1936.0,,8.1,,,,,
,,,,,,,,,,,,,1937.0,,,2733.116,93.53600000000006,0.035332980823475885,-2.4376897931603474,
,,,,,,,,,,,,,1938.0,,7.8,,,,,
,,,,,,,,,,,,,1940.0,,9.6,,,,,
,,,,,,,,,,,,,1942.0,,10.8,2729.906,90.32600000000002,0.034660329972812536,-2.3310175473313084,13.131017547331309
,,,,,,,,,,,,,1943.0,,,2727.863,88.2829999999999,0.03423222228187631,-2.268791342865853,
,,,,,,,,,,,,,1944.0,,9.9,,,,,
,,,,,,,,,,,,,1945.0,,9.8,2727.126,87.54600000000028,0.0340777849993409,-2.2473779864043806,12.047377986404381
,,,,,,,,,,,,,1946.0,,,2725.78,86.20000000000027,0.03379573264887584,-2.2096421762326686,
,,,,,,,,,,,,,1947.0,,,2723.188,83.60800000000017,0.03325258280310654,-2.1417923520881716,
,,,,,,,,,,,,,1948.0,,8.0,,,,,
,,,,,,,,,,,,,1949.0,,7.1,2719.604,80.02399999999989,0.03250156079414155,-2.0578233247717383,9.157823324771737
,,,,,,,,,,,,,1950.0,,,2717.285,77.70499999999993,0.03201561770296141,-2.0091750575257232,
,,,,,,,,,,,,,1951.0,,5.7,,,,,
234.16527575043375,231.88373281835987,0.07595928952527953,0.03695708410517853,0.02925382381553806,-2.281542932073876,0.11019723592280171,0.12407044931908202,-0.012465833333333334,0.10762666666666666,-0.011738896378472223,0.61183,0.019608045569778777,1953.0,0.06621090792071659,5.6,,,,,
,,,,,,,,,,,,,1955.0,,,2712.59,73.01000000000022,0.03103178725315947,-1.923181803593421,
,,,,,,,,,,,,,1958.0,,,2712.117,72.53700000000026,0.03093267078824865,-1.9153868485941836,
,,,,,,,,,,,,,1965.0,,,2712.277,72.69700000000012,0.03096619855650598,-1.9180066207156168,
,,,,,,,,,,,,,1983.0,,,2724.4,84.82000000000016,0.03350655564765606,-2.1727455905084962,
,,,,,,,,,,,,,1984.0,,12.8,2724.1,84.51999999999998,0.03344369108217347,-2.1649591423889882,14.964959142388988
,,,,,,,,,,,,,1985.0,,11.0,2723.6,84.01999999999998,0.033338916806369204,-2.152164713479845,13.152164713479845
235.67443355441276,233.70568668248342,0.0860095122770553,0.03703785038409291,0.032786617421689236,-1.9687468719293406,0.13259999913140172,0.13936946497758196,-0.027668333333333333,0.11125833333333333,-0.013143953405555554,0.6252783333333334,0.027279607839402694,1986.0,0.06982446780578214,10.8,2723.6,84.01999999999998,0.033338916806369204,-2.152164713479845,12.952164713479846
,,,,,,,,,,,,,1988.0,,8.4,2720.5,80.92000000000007,0.03268931629638282,-2.077788997695568,10.47778899769557
,,,,,,,,,,,,,1989.0,,7.4,2719.2,79.61999999999989,0.0324169031792917,-2.049037550134497,9.449037550134497
,,,,,,,,,,,,,1990.0,,6.7,2718.5,78.92000000000007,0.032270219193165785,-2.0341281154016078,8.734128115401608
,,,,,,,,,,,,,1991.0,,6.1,2716.4,76.82000000000016,0.03183016723478792,-1.9917211816622724,8.091721181662272
,,,,,,,,,,,,,1992.0,,5.4,2715.8,76.22000000000025,0.03170443810382283,-1.9802261305416893,7.38022613054169
,,,,,,,,,,,,,1993.0,,5.0,2711.6,72.01999999999998,0.03082433418706699,-1.9070394416089156,6.907039441608916
,,,,,,,,,,,,,1994.0,,5.5,2711.7,72.11999999999989,0.03084528904222782,-1.9086400749995285,7.4086400749995285
,,,,,,,,,,,,,1995.0,,5.5,2710.4,70.82000000000016,0.030572875925136803,-1.8883455581489699,7.38834555814897
,,,,,,,,,,,,,1996.0,,5.5,2708.6,69.01999999999998,0.03019568853224143,-1.8620321676319762,7.362032167631976
,,,,,,,,,,,,,1997.0,,5.0,2707.6,68.01999999999998,0.029986139980632914,-1.8482758154802266,6.848275815480227
115.06787972746255,113.11352189303707,0.06613223219076281,0.029154032235350784,0.02422021106971543,-1.9543578344254797,0.12934714983420018,0.14801216054009464,0.008387499999999997,0.122995,-0.01519812018125,0.46079749999999997,0.033695225301404466,1998.0,0.05337424330506621,5.2,2705.2,65.61999999999989,0.02948322345677245,-1.8176492147640655,7.017649214764066
,,,,,,,,,,,,,1999.0,,4.9,2704.2,64.61999999999989,0.02927367490516393,-1.80584065653805,6.705840656538051
,,,,,,,,,,,,,2000.0,,4.5,2702.9,63.320000000000164,0.029001261788072913,-1.791287897494589,6.291287897494589
,,,,,,,,,,,,,2001.0,,5.3,2702.0,62.42000000000007,0.028812668091625228,-1.7817242571214518,7.081724257121452
,,,,,,,,,,,,,2002.0,,5.6,2699.8,60.220000000000255,0.028351661278086526,-1.760027394035502,7.360027394035502
91.26616909795821,89.57432929089056,0.0600095493662175,0.026976646533703016,0.018111283793883815,-1.6918398070676517,0.14148232224525045,0.15336902916702144,0.019071794871794872,0.12594358974358974,-0.016225521157133466,0.3973512820512821,0.02933367617267107,2003.0,0.04508793032758683,4.9,2696.9,57.320000000000164,0.027743970478421802,-1.7348414951853366,6.634841495185337
,,,,,,,,,,,,,2004.0,,4.4,2695.4,55.820000000000164,0.027429647651009026,-1.72322823322134,6.12322823322134
