x,y
956850.0,109000.0
956843.5838825757,109051.29161616162
956837.3884813501,109102.58323232323
956831.6345125226,109153.87484848485
956826.5426922916,109205.16646464646
956822.3337368564,109256.45808080808
956819.2283624155,109307.7496969697
956817.447285168,109359.04131313131
956817.2112213129,109410.33292929293
956818.740887049,109461.62454545454
956822.256987003,109512.91616161616
956827.9059409646,109564.20777777777
956835.5834802766,109615.49939393939
956845.1325086574,109666.791010101
956856.3959298256,109718.08262626262
956869.2166474999,109769.37424242424
956883.4375653991,109820.66585858585
956898.9015872418,109871.95747474747
956915.4516167467,109923.24909090908
956932.9305576321,109974.5407070707
956951.1813136172,110025.83232323232
956970.0467884203,110077.12393939393
956989.3698857602,110128.41555555555
957008.9935093555,110179.70717171716
957028.760562925,110230.99878787878
957048.5139501872,110282.2904040404
957068.0965748607,110333.58202020203
957087.3513406644,110384.87363636364
957106.1211513169,110436.16525252526
957124.2489105368,110487.45686868687
957141.5775220428,110538.74848484849
957157.9498895534,110590.0401010101
957173.2089167874,110641.33171717172
957187.1975074635,110692.62333333334
957199.7585653004,110743.91494949495
957210.7349940165,110795.20656565657
957219.9696973307,110846.49818181818
957227.3055789617,110897.7897979798
957232.585542628,110949.08141414142
957235.6524920482,111000.37303030303
957236.3493309412,111051.66464646465
957234.5189630257,111102.95626262626
957230.0042920199,111154.24787878788
957222.648221643,111205.5394949495
957212.2936556133,111256.83111111111
957198.7834976496,111308.12272727273
957181.9606514706,111359.41434343434
957161.6680207949,111410.70595959596
957137.7485093413,111461.99757575757
957110.0450208281,111513.28919191919
957078.4004589743,111564.5808080808
957042.6577274984,111615.87242424242
957002.6597301193,111667.16404040404
956958.2493705554,111718.45565656565
956909.2695525255,111769.74727272727
956855.5696967762,111821.03888888888
956797.3431487991,111872.3305050505
956735.2908880677,111923.62212121212
956670.154716787,111974.91373737373
956602.6764371627,112026.20535353535
956533.5978513996,112077.49696969696
956463.660761703,112128.78858585858
956393.6069702781,112180.0802020202
956324.1782793301,112231.37181818181
956256.1164910641,112282.66343434343
956190.1634076855,112333.95505050504
956127.0608313992,112385.24666666666
956067.5505644107,112436.53828282827
956012.3744089251,112487.82989898989
955962.1947286796,112539.1215151515
955917.0110717588,112590.41313131312
955876.4934587745,112641.70474747474
955840.3095188611,112692.99636363635
955808.1268811523,112744.28797979797
955779.6131747821,112795.57959595959
955754.4360288846,112846.87121212122
955732.2630725936,112898.16282828283
955712.7619350434,112949.45444444445
955695.6002453677,113000.74606060606
955680.4456327007,113052.03767676768
955666.9657261762,113103.3292929293
955654.8281549282,113154.62090909091
955643.7010117812,113205.91252525253
955633.336418421,113257.20414141414
955623.6674087544,113308.49575757576
955614.6505088003,113359.78737373737
955606.242244578,113411.07898989899
955598.3991421068,113462.3706060606
955591.0777274056,113513.66222222222
955584.2345264937,113564.95383838384
955577.8260653903,113616.24545454545
955571.8088701145,113667.53707070707
955566.1394666854,113718.82868686868
955560.7743811222,113770.1203030303
955555.6701394441,113821.41191919192
955550.7832676703,113872.70353535353
955546.0702918197,113923.99515151515
955541.4877379118,113975.28676767676
955536.9921319655,114026.57838383838
955532.54,114077.87
