956232.10 112082.35
955809.57 112326.62
955525.68 112531.29
955380.43 112881.19
955367.23 113363.14
955426.65 113798.87
955466.26 114175.19
955697.33 114168.59
955842.58 113983.73
955908.60 113653.63
955935.00 113085.86
956034.04 112841.58
956707.44 112584.10
956992.08 112477.52
957179.17 112287.59
957281.22 112151.53
957414.44 111972.95
957547.67 111749.01
957675.23 111454.20
957797.12 111252.94
957950.20 111071.52
958055.08 110997.82
958239.33 110881.60
958446.26 110858.92
958556.81 110884.44
958698.55 110997.82
958811.93 111179.24
958973.51 111411.68
959154.93 111629.95
959149.26 111856.73
959081.23 111978.62
959010.36 112160.03
958837.45 112273.42
958769.41 112395.31
958667.37 112576.73
958644.69 112829.02
958687.21 113095.47
958749.57 113242.88
958854.45 113364.77
958930.99 113446.97
958979.18 113625.56
959129.42 113617.05
959239.97 113753.12
959412.88 113920.36
959588.63 114067.76
959724.70 114087.61
959843.75 114042.25
959801.23 113923.20
959714.07 113760.91
959685.01 113653.90
959694.22 113555.40
959704.85 113492.33
959756.59 113580.91
959777.14 113687.21
959820.37 113747.45
959889.11 113794.93
959947.93 113804.14
959995.41 113736.82
960033.68 113637.60
960032.26 113549.73
960028.72 113477.45
960067.69 113463.27
960145.65 113490.91
960174.70 113527.05
960171.87 113617.76
960214.39 113695.01
960276.04 113737.53
960359.66 113779.34
960409.98 113748.16
960406.43 113677.29
960389.43 113619.18
960422.73 113601.46
960480.84 113619.18
960527.62 113588.00
960558.09 113502.25
960566.59 113451.23
960553.84 113392.41
960517.69 113319.41
960504.23 113277.60
960505.65 113262.72
960501.40 113207.44
960518.40 113122.40
960562.34 113078.47
960617.62 113029.57
960665.10 113013.27
960688.48 113017.52
960704.78 113050.83
960663.68 113120.28
960640.29 113182.64
960652.34 113243.59
960701.95 113309.49
960734.55 113343.51
960782.03 113390.28
960851.48 113421.46
960959.19 113398.08
961022.27 113344.22
961063.37 113327.92
961132.11 113307.37
961210.77 113288.23
961264.63 113246.42
961326.99 113230.12
961397.15 113256.34
961464.47 113235.79
961506.99 113210.28
961543.84 113132.33
961593.45 113103.98
961657.94 113039.49
961684.16 112964.37
961762.82 112960.12
961828.73 113004.06
961920.85 112987.05
962017.23 113023.19
962064.01 112975.00
962124.95 112948.78
962189.44 113010.43
962244.01 112982.09
962326.92 112958.70
962358.10 112926.10
962375.82 112861.61
962412.67 112812.72
962528.18 112795.71
962632.36 112812.01
962714.56 112768.07
962740.78 112716.34
962798.89 112712.09
962845.66 112729.80
962878.97 112777.99
962960.47 112790.04
963056.85 112755.31
963142.60 112705.00
963184.41 112646.89
963169.52 112572.48
963146.85 112512.95
963098.66 112466.89
963059.68 112430.04
962997.60 112406.22
962916.53 112398.45
962832.13 112441.76
962769.84 112494.53
962692.59 112547.68
962572.83 112568.94
962502.67 112614.29
962461.57 112641.22
962424.01 112629.88
962341.80 112601.53
962282.98 112583.11
962247.55 112573.90
962145.50 112552.64
962076.76 112518.62
962007.31 112486.73
962010.86 112426.49
962088.81 112410.90
962167.47 112415.15
962274.48 112466.89
962385.03 112474.68
962415.50 112367.67
962434.64 112304.60
962454.48 112252.87
962550.15 112253.58
962628.10 112243.66
962712.20 112262.97
962772.67 112264.21
962831.49 112196.18
962816.59 112118.60
962781.05 112076.40
962726.61 112051.61
962647.95 112032.47
962583.38 111994.22
962467.88 111996.44
962383.48 111985.34
962287.24 111977.91
962234.09 111931.84
962163.22 111878.69
962149.05 111825.54
962139.17 111756.57
962221.33 111768.85
962297.16 111819.17
962373.69 111829.80
962423.30 111797.91
962464.40 111753.97
962545.19 111711.45
962603.30 111662.55
962618.18 111623.57
962601.88 111576.80
962565.61 111554.46
962505.64 111574.45
962354.61 111634.41
962283.54 111589.99
962272.43 111507.82
962228.01 111441.18
962132.51 111381.22
962072.54 111336.80
962030.34 111303.48
961948.16 111279.05
961912.62 111223.52
961877.09 111159.11
961839.33 111085.82
961754.93 111043.62
961670.53 111023.63
961608.34 111032.51
961517.28 111045.84
961439.54 111085.82
961381.80 111156.89
961361.81 111196.87
961308.50 111239.07
961197.45 111247.95
961099.73 111230.19
961057.53 111174.66
961064.19 111110.25
961037.54 111074.71
961015.33 111016.97
960968.68 110976.99
960915.38 110972.55
960822.10 110974.77
960744.36 111005.86
960679.95 111039.18
960657.74 111108.03
960613.32 111136.90
960542.25 111121.36
960506.71 111048.06
960477.84 110954.78
960420.09 110888.15
960331.25 110892.59
960184.66 110970.33
960040.05 111041.76
959986.90 111116.17
959873.52 111184.20
959813.28 111211.13
959728.24 111171.45
959631.15 111078.61
959558.16 111006.33
959495.09 110912.78
959466.03 110873.81
959451.15 110817.82
959423.51 110781.68
959372.49 110737.03
959375.32 110665.46
959475.25 110620.81
959598.55 110566.24
959711.23 110518.76
959815.41 110446.48
959915.33 110362.86
960047.85 110219.00
960158.40 110046.08
960312.89 109855.45
960454.62 109695.29
960608.40 109567.02
960701.95 109498.28
960761.48 109388.44
960854.30 109367.85
960968.68 109388.95
961045.31 109385.62
961149.70 109341.20
961191.90 109260.13
961245.20 109245.69
961346.26 109281.23
961404.01 109273.45
961488.41 109243.47
961576.14 109155.74
961612.78 109074.67
961599.46 108986.94
961525.05 108958.07
961431.77 108916.98
961364.03 108912.54
961335.15 108865.89
961424.00 108765.95
961489.52 108718.20
961561.70 108663.78
961566.14 108600.48
961479.52 108587.15
961388.46 108597.15
961299.62 108639.35
961236.32 108639.35
961204.11 108562.72
961259.64 108479.43
961340.71 108407.25
961478.41 108331.74
