dist,z_bed,z_surf_1932,z_surf_1956,z_surf_1967,z_surf_1982,z_surf_1991,z_surf_2004,z_surf_2008,z_surf_2012,z_surf_2017,z_surf_2020
4329.522921412713,2698.976296153296,2864.9219051304945,2857.683077004509,2860.255404158046,2868.95439793902,2855.9929663090534,2846.7804802685328,2839.059773982124,2830.4074371824486,2824.038744572301,2819.1168630000775
4371.556938217143,2703.7829069375293,2865.0443434343433,2855.6750757575883,2860.092133838386,2867.937285353545,2855.3658838383853,2844.396616161631,2839.27931818182,2829.8840909090986,2822.8189312739396,2817.848287234573
4413.904487908193,2699.7148637298096,2864.486186422878,2853.512829149594,2859.254647007657,2866.418202876201,2852.6121157087114,2844.1284154125387,2836.786142113727,2827.1845688102885,2821.7384443288893,2816.113426034224
4456.6069181381345,2684.3984091826437,2861.253836103466,2851.151114960033,2855.733045727583,2862.2030457275832,2850.002265053964,2842.40566263491,2832.637383092673,2824.174968630448,2818.9051683585635,2812.654075704759
4499.680177005194,2672.9980095606284,2857.7806614237606,2847.3243156275835,2851.663000718546,2857.886420465784,2847.584800680494,2838.5707916414212,2830.051054088411,2821.060341677401,2814.9424881543805,2808.565608122516
4543.133592879325,2672.297084198761,2853.91836746465,2844.142168863101,2849.0606801105428,2855.6791029345736,2844.5400643964604,2835.5087902507876,2827.309627236871,2819.0071557324686,2810.8299065924157,2805.1902546801375
4586.973153350382,2676.7078515538883,2849.5568066816363,2840.4209241850986,2844.396618836887,2851.0020805383133,2838.418988540269,2831.22557352058,2821.5323066731908,2813.852195968322,2807.4637628607907,2801.8068373602337
4631.201741150498,2683.28705760136,2844.330414213742,2836.860529286197,2841.9522394789665,2847.0866624435353,2834.850990193612,2826.396352302168,2819.312917792919,2811.2265785631375,2804.2315787735715,2798.246321119962
4675.819363029982,2690.5443905455472,2841.0486742948387,2833.811522267515,2837.5668853706393,2842.8276133318536,2829.8783413728393,2821.679137553762,2813.3260268730733,2805.5937083847502,2799.4918798580015,2792.9832195271597
4720.823369743218,2697.3028745683687,2830.7333383911546,2824.2593638715102,2830.922346934066,2837.0889433106013,2823.3337384333904,2817.097805559214,2807.7700230507844,2800.328562924582,2792.98019953761,2786.7630739942633
4766.208665894604,2702.0297682382084,2826.1853282827688,2819.756212121208,2819.936919191915,2826.265631313132,2816.5849494949125,2809.5776010100362,2800.4141111110735,2792.795984848436,2785.603371175722,2779.2411254527287
4811.967908910343,2703.1869881881403,2820.3054344874927,2814.1831814286647,2815.39517033952,2824.7869139371787,2813.7161934220876,2802.452638347967,2793.691268855061,2783.21297858175,2776.8782614551083,2770.7204809014656
4858.091696808117,2702.010524168612,2810.825954040426,2801.4479686869413,2809.3207575757788,2815.892020202054,2801.5299494949627,2787.719772727247,2781.343333333366,2775.1573737374006,2769.165298278828,2761.740314878579
4904.568744739145,2701.7521635859803,2801.4482818809947,2793.078566872161,2795.4744999960567,2806.605410309503,2789.66639932878,2783.682812204931,2777.438003356102,2770.378953022463,2760.7784281260238,2753.3654678305284
4951.386050537933,2699.6715162726678,2783.2022628720997,2771.84711612253,2788.3198599975617,2779.9979534770414,2773.681118285467,2762.350112876935,2764.232482556772,2753.0949898253657,2744.402378402806,2734.649334397472
4998.529049673199,2691.541914686592,2771.2942739817445,2764.457697532678,2767.903242331582,2774.606531600908,2758.8691915605655,2757.088242044992,2742.125591769148,2733.2088898886586,2726.120144931806,2716.548671808559
5045.981760130536,2683.8921473658415,2756.2444981076333,2747.2942063029604,2750.8376092918397,2745.6453878098664,2735.8122130731304,2729.373066313629,2724.4832710404776,2716.0143816750005,2706.7594917937286,2696.5123393038293
5093.726917844143,,2723.9391567365137,2734.5423760324825,2730.827694788012,2737.7832962004477,2716.4802832356345,2705.48283307535,2700.324581247687,2686.9876065618214,2680.147460801447,2678.9542858747054
5141.7461033355485,,2691.5807873721237,2694.7235740349242,2710.2856596092415,2700.5642718901177,2692.0973681408186,2649.8851217064916,2647.1653332723095,2647.8606048496295,2643.8288795925328,2642.535886775775
5190.019860264519,,2660.350051045562,2647.3863097117282,2656.0704907463614,2665.504073435249,2648.131817500621,2617.960078468531,2617.8704802838906,,2618.9240740306195,2617.8299699036024
5238.527806596781,,2635.8793181817496,2629.557781818124,2636.2356818181233,2642.280454545395,2624.83568181812,2595.446136363552,2596.182954545373,,2596.3078346245316,2595.3510184612533
5287.248739091411,,2613.480715474925,2609.8494847129405,2614.473325944925,2612.5449777738704,2607.274496234987,2573.593165588902,2575.521648106095,,2573.8356195367364,2572.9741009135882
5336.160731804158,,2587.074138888974,2578.8217424243694,2578.0170151515945,2597.3244393939576,2585.9898232324053,2552.939267676841,2551.945222222297,,2549.6171406753665,2548.6355064082577
5385.241229289764,,2565.2259534854143,2552.8494010950644,2556.7461549873965,2576.8869169963996,2559.3895655704428,2531.4057873461898,2537.501882291468,,2530.2947806554866,2529.5646978657524
5434.467135150719,,2543.525090662135,2530.0337486184885,2515.3459100870054,2555.717366582283,2532.1949673728336,2506.407218694333,2513.611196216084,,2503.804147378371,2501.7619628488565
5483.814896581821,,2505.5411950261105,2483.302410296248,2470.429427229413,2509.0532241647184,2498.5175427204713,2459.1400509848063,2460.841040928343,,2458.2313919571434,2456.643138273739
5533.260585520781,,2484.2600718019744,2459.8760603943288,2446.902036829404,2485.9552898681122,2468.029177278412,2441.954087241732,2445.501578148766,,2443.3637024047725,2442.4739338308855
5582.779977005064,,2455.9327935688143,2422.509896344431,2420.6109303094236,2456.235001667999,2444.3905357667213,2402.749375072263,2406.2462552680167,,2404.582960925413,2401.925874134427
5632.34862531513,,2423.3467464580176,2384.6692074522657,,2420.468596330405,2402.997022824189,2371.12842569416,2364.68804857912,,2365.807237462068,2364.35401200832
5681.941938467183,,2395.74,2353.69,,2390.95,2378.29,2342.2,2343.41,,2342.9198500000703,2342.0072540928704
