2589194.9391407324 1087346.651703438
2589150.5382648204 1087319.1517889726
2589097.637566917 1087312.851396107
2589038.336820658 1087308.550904074
2588991.736196066 1087302.250572025
2588934.6355041494 1087300.1500601012
2588890.135068585 1087306.4495127536
2588854.234595942 1087302.2492447365
2588816.1341525647 1087302.248876951
2588786.4340276914 1087319.1482743016
2588718.733516774 1087340.3472244432
2588621.332687662 1087363.645848628
2588530.3319042902 1087384.7445757224
2588494.531688838 1087400.1439422292
2588499.151062504 1087424.6346289385
2588499.284573297 1087425.3417170036
2588499.6078994605 1087427.0566880668
2588499.6212005354 1087427.1272868668
2588499.6339015663 1087427.194885732
2588502.717551008 1087443.5437098346
2588502.7254516524 1087443.58570913
2588502.875063757 1087444.3791957367
2588503.132384569 1087445.7431727168
2588502.8956579003 1087451.567861533
2588502.552264288 1087460.0185002263
2588502.523173309 1087460.7347865498
2588502.476987628 1087461.8720648366
2588501.75831027 1087479.5568272728
2588501.596260493 1087483.5458511277
2588501.556972652 1087484.5118326852
2588501.506388306 1087485.7553089526
2588500.5753767416 1087508.6656716266
2588500.476507396 1087511.1003251506
2588500.4076286904 1087512.791892863
2588498.133933069 1087568.7408248812
2588495.0042252643 1087570.931553706
2588494.8770249467 1087571.02055082
2588475.2278759503 1087584.7745039957
2588474.9248751947 1087584.986597109
2588471.4260664727 1087587.435717541
2588468.1338582644 1087589.7401426812
2588433.777320214 1087648.0563207436
2588433.4342238284 1087648.6387065437
2588438.2944032475 1087696.3213619746
2588443.035566035 1087742.8370380737
2588438.020418209 1087751.299031458
2588437.899119472 1087751.5038264545
2588433.181068555 1087759.464532077
2588432.966470788 1087759.8267232317
2588409.4038159186 1087799.583652474
2588409.135918708 1087800.0356414414
2588405.511823562 1087788.3249254036
2588402.4559590123 1087778.4502805194
2588402.341052826 1087778.079086355
2588401.6856175303 1087775.9610196282
2588399.635407135 1087769.3361236958
2588399.616206809 1087769.3283236562
2588394.9483275427 1087767.4187142977
2588371.03992156 1087757.638066369
2588371.0349214766 1087757.6360663604
2588371.0348665304 1087753.4297450015
2588371.0344934934 1087724.872378911
2588371.0344930277 1087724.8366795792
2588360.7151393844 1087722.267927996
2588360.346833903 1087722.1762261512
2588337.8467989084 1087716.5753136706
2588331.16279939 1087714.9114802538
2588330.643991668 1087714.782377662
2588329.266571161 1087714.4394707794
2588324.4337992044 1087713.236446614
2588335.689111509 1087673.529697633
2588335.736209886 1087673.363501195
2588336.147195732 1087671.9136322655
2588340.4346480453 1087656.788056447
2588340.7802361418 1087655.568782578
2588341.074825996 1087654.5297048436
2588342.433179206 1087649.7378075493
2588342.5759799997 1087649.6710101815
2588400.133497992 1087622.7388693157
2588424.133516037 1087602.739474903
2588452.425436085 1087594.3810042792
2588458.1029802463 1087592.7036904418
2588459.2627892634 1087592.3610080422
2588460.8137013274 1087591.902831582
2588468.1338582644 1087589.7401426812
2588468.638448128 1087588.5146704628
2588468.950941852 1087587.7557876655
2588469.2473358964 1087587.0359039856
2588483.4467506795 1087552.5516857738
2588484.007439422 1087551.190116647
2588489.13343646 1087538.741298877
2588489.6877787616 1087533.8306960373
2588491.2259186874 1087520.2059656172
2588491.2308181887 1087520.1633664556
2588492.0107370154 1087513.2543031557
2588496.1327080457 1087476.74252558
2588494.7334765326 1087475.5765338785
2588494.700875797 1087475.5493340683
2588494.1491633733 1087475.0897373368
2588478.132302637 1087461.7426322636
2588467.1320570656 1087452.7426943397
2588467.131951437 1087444.6564455251
2588467.131848065 1087436.742993474
2588446.061158004 1087425.6532974085
2588429.1311445995 1087416.7430005688
2588421.698634163 1087407.254606221
2588399.130295188 1087378.4434270242
2588358.92972548 1087370.643184801
2588331.407256266 1087366.8968891655
2588322.929242532 1087365.7429289029
2588318.729386981 1087380.5426116576
2588318.7506028544 1087381.7387895004
2588319.4299110947 1087420.041879937
2588322.2304230733 1087456.741220832
2588295.430516131 1087487.7403825603
2588279.2220080644 1087486.251353942
2588268.716073197 1087485.286170572
2588257.3300270354 1087484.2400802197
2588236.1302780067 1087522.3391632666
2588229.8306200784 1087554.1385079303
2588215.0308070653 1087581.6378509337
2588199.050269548 1087593.0023841937
2588178.33072091 1087607.737008705
2588145.8302316666 1087599.236853901
2588133.729145961 1087595.8008013263
2588127.498950353 1087594.031674259
2588113.4297344424 1087590.0367131382
2588088.029383995 1087585.8365464758
