dist,z_bed,z_surf_1934,z_surf_1971,z_surf_1985,z_surf_1997,z_surf_2003,z_surf_2008,z_surf_2013,z_surf_2017,z_surf_2020
1590.9827557362214,3025.779641819855,3153.578888888955,3155.145000000028,3146.210555555707,3148.7450000000727,3144.38611111117,3139.846666666739,3133.2927777778746,3130.760555555603,3127.0005555556068
1627.3216354068838,3020.907180596144,3147.64,3148.45,3139.43,3140.67,3137.07,3132.15,3127.2,3122.996739817798,3118.368738484667
1663.319514090906,3014.744881779223,3140.4022073721617,3139.151651816678,3131.1712258761963,3130.6284361209564,3128.741547806513,3123.188968148936,3117.201569684007,3113.2805555554833,3107.9441666665925
1698.9943904661754,3005.3042015651695,3126.731497449354,3129.0528669727473,3120.3873019530683,3119.6041954962857,3115.333929791578,3109.652294563477,3103.5363260603417,3104.875048243718,3099.333316358181
1734.3638363104358,2991.8183546333785,3118.088538149723,3117.5868538251543,3119.7035911234284,3108.9977118820952,3104.0055932393225,3099.2370445101315,3093.908930099145,3090.2757874380013,3085.3253234550352
1769.4449932842695,2975.5148694314385,3106.769343669943,3106.0004978977145,3092.7228121300045,3096.9880778746406,3091.6386334301974,3087.9981405486787,3083.4461838174566,3081.9859866340967,3077.53616707439
1804.2545717265039,2960.295830574334,3096.9983931054426,3094.233040911933,3084.409371342982,3087.000273850518,3081.6684759745044,3079.2616159466947,3074.474797353416,3070.9913309054064,3066.583389092302
1838.8088515022841,2948.332806106573,3090.874787145908,3087.534871115074,3076.0277455491796,3080.0286125693838,3074.1899716797307,3072.896822880175,3068.5124072372373,3065.159166666701,3060.787500000033
1873.1236849635438,2940.5180171840425,3082.23911148851,3076.861622071096,3070.307662811037,3072.681754239746,3066.1138734395076,3066.4832081748823,3061.433880126121,3057.5695177680386,3053.678093012724
1907.2145020262103,2935.556802098229,3076.217322786738,3073.4237159018885,3068.1116046572806,3068.9501118014996,3063.819238726778,3063.0131541099263,3057.303182408359,3053.9819855527458,3049.7966091677335
1941.0963173860325,2932.428392068877,3071.186551352732,3072.7403707806943,3065.666347092658,3066.8840443700024,3062.15848691917,3060.710342849775,3054.8810492312905,3051.9681042514785,3047.875820664774
1974.7837398431755,2929.759375106299,3068.6680533959334,3073.315950112211,3064.378945013379,3065.917881256396,3061.843659229071,3058.5675060575604,3053.296325311047,3049.7331503297437,3046.9357746075925
2008.290983717413,2927.578813919492,3066.8951557082046,3074.5852770131105,3065.168467039791,3065.3128052156176,3062.027906048136,3057.725957356284,3051.8958804788617,3048.6633333333325,3046.8141777777764
2041.631882301886,2925.7096097465374,3066.0284458042747,3071.707895395605,3064.2310515712643,3065.687791376048,3063.468028263949,3058.0673056542155,3052.8810684739087,3048.8268796625216,3046.863650221806
2074.8199032878274,2924.479362733871,3066.377412808519,3071.516455234757,3067.190120342087,3065.8380532344145,3063.8708433618403,3057.6665123407174,3052.6758148088607,3048.7390392697885,3046.492466177888
2107.868152284299,2922.849185111503,3066.448714724408,3071.6935785346686,3068.509274221259,3066.3459255336647,3064.73343251967,3059.121959107585,3052.325047034148,3048.900417306989,3045.988872358391
2140.7820748265867,2918.9808905572236,3066.65,3071.09,3067.7900000000004,3066.22,3064.59,3058.76,3053.1000000000004,3048.132421327194,3045.291489397894
2173.5478253414885,2915.5187271437353,3066.82,3074.74,3066.8299999999995,3066.24,3064.4700000000003,3057.9799999999996,3052.1899999999996,3047.1697568830114,3044.143990375628
2206.149007139763,2915.064840930011,3067.089444444442,3074.675555555623,3066.617777777765,3065.0877777777905,3063.3405555555682,3056.427222222237,3050.3327777777927,3046.3966141073142,3043.243221748176
2238.569971813142,2915.85004987562,3067.132406302023,3072.7279083560475,3062.431735715055,3063.5614201707813,3061.488323532578,3054.521439919992,3048.55349117932,3044.8289842449412,3041.678629202246
2270.795923436513,2916.9869822479777,3067.1597114664455,3068.2626199196934,3060.604132686577,3061.968419379544,3059.4528638239985,3052.8389964466764,3046.858039448483,3042.4777966136903,3039.158379941696
2302.813029746848,2918.5375821721245,3067.2815683273184,3065.56059003609,3059.9639131649155,3059.5088505413432,3056.5112106857014,3050.268664067154,3043.8366921779348,3040.715411275435,3037.286189763241
2334.6085410534397,2919.2257039794467,3065.9,3056.5,3059.04,3057.26,3053.35,3047.68,3041.7699999999995,3037.045380067351,3033.295690214596
2366.1709176153,2919.588394069413,3062.3727777777995,3059.424444444444,3055.9888888889027,3053.1205555555753,3050.002777777801,3044.203888888909,3037.2222222222445,3033.9961352256487,3030.1490835587283
2397.489966199654,2918.6665406385005,3058.2588788214925,3058.858353752011,3049.876778543566,3049.490644839664,3046.4087116916153,3040.431694978627,3033.8087116916154,3029.9696611110967,3025.817499999984
2428.5569864364134,2916.191032153378,3054.7091917950634,3055.135100930589,3045.4438887580486,3046.171969605555,3043.0054039430443,3037.3496968403615,3030.635100881507,3026.466184280832,3022.263249438081
2459.364927502492,2914.2190306366215,3048.5611111110984,3049.1994444444304,3042.672777777773,3039.512222222205,3036.656111111093,3031.0949999999884,3024.913333333321,3020.6549287171365,3016.396279418636
2489.908555473903,2914.901126425426,3044.745711907157,3045.4178550181905,3038.8414277429424,3035.6628549246525,3032.482854550497,3027.2171402113318,3020.947140024254,3015.9534704917914,3011.8088317301153
2520.1846314811614,2915.85061353644,3040.295,3040.285,3032.3599999999997,3030.395,3027.085,3022.035,3016.5,3011.89,3007.69
2550.192100461579,2915.5760089669893,3033.9484997501218,3033.3105641879483,3025.3895642593416,3024.165951314661,3020.7732254609978,3015.8798545151344,3010.612338369981,3007.081949162698,3002.6646378292826
2579.9322899140484,2914.6685864541887,3030.627574924554,3031.106343269538,3023.5055055365397,3021.7277601010665,3018.738835936747,3013.353306831264,3007.780852398616,3002.9407172021242,2998.277992337496
2609.409117518485,2913.255988907209,3023.3816666666253,3023.936666666632,3015.8333333333044,3014.549999999954,3011.7416666666268,3006.2149999999624,3000.8983333332935,2996.9769386520347,2992.071446212499
2638.629305830076,2910.999901511212,3020.06,3021.6399999999994,3013.46,3011.48,3007.9299999999994,3003.0499999999997,2997.61,2992.294793632787,2987.5834836030012
2667.6026014832837,2908.177050640461,3013.99068457124,3016.2987134790446,3007.0053879073776,3005.3299603313712,3002.023997552184,2996.837290180747,2991.2217753299624,2986.3673777777567,2982.0316666666463
2696.341995396101,2905.8645797505155,3008.66,3009.16,3000.87,2999.57,2996.73,2991.25,2985.26,2982.026179758274,2977.732211052759
2724.8639394554134,2904.1591231922507,3005.8211246942838,3004.613428721038,2997.4902998851485,2996.2788411256056,2991.8963462401243,2987.249686392817,2981.2068097898823,2974.705214698697,2970.3470977966854
2753.188554021148,2901.8229185922505,2999.0215906052426,2998.1556323740374,2989.3066905778946,2987.019258240403,2984.4581962228367,2978.801684978578,2972.159283422826,2969.2619602138284,2964.3883410137905
2781.339819487939,2897.7010549314186,2993.0199999999995,2989.8200000000006,2982.39,2981.66,2977.57,2972.2299999999996,2966.0,2961.374394973389,2955.9796757959252
2809.345744064574,2891.682751526528,2986.8605555554536,2983.1122222221384,2976.4172222221364,2975.098888888795,2970.688333333256,2965.3705555554607,2959.34055555545,2953.3039543549094,2948.064959240466
2837.2384991138792,2884.5439724305106,2978.43,2976.0,2968.0699999999997,2966.55,2961.94,2956.6499999999996,2950.44,2947.418329318809,2942.045498684518
2865.054512892464,2877.279505518133,2972.42,2971.1100000000006,2965.1900000000005,2960.5,2957.41,2951.1000000000004,2943.22,2937.5801785582144,2932.5818022845106
2892.834513563817,2870.4213291997257,2962.6138888889523,2963.1894444445006,2951.2238888890006,2950.8538888889334,2947.6900000000633,2942.3272222222863,2934.949444444499,2931.066146705376,2926.341678603192
2920.623513085476,2863.328378747392,2953.84,2948.13,2943.92,2944.7299999999996,2940.67,2934.4799999999996,2926.66,2920.0603846834397,2914.6017120419583
2948.470725049096,2855.348117940464,2946.1950000001107,2939.4816666667775,2940.0000000000705,2935.808333333494,2931.678333333435,2925.023333333445,2916.8683333334498,2912.0137112238967,2905.6992952905134
2976.4294119208384,2847.3771414064277,2934.310555555523,2927.061111111075,2924.482222222158,2923.3844444444235,2918.4944444444022,2912.4005555555195,2904.6883333333008,2898.070169071369,2891.1808941209456
3004.556660208823,2839.6989942307696,2922.7993799970113,2924.339916416891,2923.063399995731,2914.107902982367,2910.429969848854,2904.5888737282785,2897.7555202941808,2887.4480834641613,2880.085646549003
3032.913085802892,2831.834178805895,2916.3399585169964,2917.4798755509896,2903.993262218262,2901.3407037001302,2899.230309625787,2892.3270385122287,2883.0121199956866,2875.090961479257,2867.9072222206455
3061.5624756567436,2823.2112908903227,2903.42,2903.44,2897.31,2893.8,2889.63,2880.19,2872.7200000000003,2865.2285173166533,2859.0082353139073
3090.5713758305537,2813.934308725454,2896.4021466285935,2896.1680812394466,2890.2011794749737,2881.616523796257,2882.3279872003295,2874.379030672313,2866.7829105196306,2857.701388888912,2851.5947222222453
3120.0086391463165,2802.435714169891,2883.2099999998727,2881.5166666665486,2872.354999999876,2870.6699999998855,2866.9349999998954,2859.3616666665343,2851.23833333319,2844.2657780646255,2836.9699600303434
3149.9449480080752,2788.9514906738527,2873.330533414486,2870.280894759783,2869.2395792623934,2859.469252330934,2855.3135085476447,2847.479235124015,2837.9350305280614,2830.7134349859753,2819.9047077755904
3180.452329031866,2776.505713847167,2854.185555555496,2850.6938888888085,2853.815555555446,2844.3772222221123,2838.6755555554682,2831.3833333332386,2822.419444444359,2809.838105007731,2797.272668390865
3211.603675862232,2767.498255032213,2837.9995602518925,2840.7137207149667,2835.345279845642,2829.9905810724513,2825.1405243601976,2818.88302621801,2810.0957902559207,2800.7966312765216,2786.846212968693
3243.471053414785,2761.693108916679,2830.524023293582,2834.5551698329436,2827.2331685919703,2826.448450023902,2820.9902758950366,2813.518402195764,2804.7557694511547,2792.8350608910614,2778.1768505595683
3276.0866671718804,2757.858131117324,2825.846537536822,2825.156735157707,2819.849253027971,2817.453056379534,2812.952274297408,2803.9256104582596,2792.017363760805,2781.6303459091596,2765.6387591679895
3309.426961091018,2753.436644405261,2819.667647829995,2818.2322300080214,2813.72103518685,2809.124938919008,2804.423384920612,2792.8273684699316,2779.8254565124325,2765.99,
3343.4517581521927,2747.4195105232916,2811.606659227864,2811.31713035162,2805.828023808006,2800.8340965094394,2793.9060166451163,2781.911830686766,2769.5426295034968,2755.9099362444017,
3413.337762321915,,2789.953772171305,2781.98870250841,2782.84525053864,2776.334823213782,2766.4249303371053,2750.7275990727076,2728.163506699868,2715.2685304750626,2715.266694389409
3449.0684341055057,,2765.473669049369,2760.3012633170583,2760.1229783741646,2749.8447449804,2738.20317322757,2719.489620629404,2684.7865677290233,2691.5967947486743,2691.8456844272705
3485.225940649244,,2736.3356574006743,2735.9951216266863,2730.6216051799097,2717.10673608883,2703.474573000374,2681.2059227886048,2647.5778247732383,2648.1511111110376,2648.680833333259
3521.7302448459104,,2713.2216666667823,2712.273333333458,2708.9100000001276,2698.6916666667644,2687.435000000096,2663.106666666749,2642.2750000000824,2642.998091626444,2642.671145378452
3558.4976685341617,,2695.025555555518,2696.03777777775,2693.754444444421,2683.099444444409,2671.5388888888483,2643.957222222175,2625.7855555554956,2628.0944444444067,2627.5991666666278
3595.4419132178086,,2687.603112173055,2686.90464746527,2684.0085686793423,2672.4153529221567,2657.5709649983537,2630.0180707781446,2620.8922407491023,2621.7164162981985,2621.5507930722083
3632.4749847598027,,2676.395,2675.6949999999997,2672.365,2659.045,2643.87,2618.45,2616.575,2618.26,2617.59
