dist,z_bed,z_surf_1907,z_surf_1953,z_surf_1986,z_surf_1998,z_surf_2003
950.1869700132471,2805.1220287792385,2849.9975168832216,2844.2054368904323,2844.611826025251,2833.6077755711403,2831.883036232386
975.8248535775813,2802.5400738119233,2848.3939313274723,2842.0623727611683,2842.520829066845,2831.8288340487325,2828.2085561313743
1001.4006751583012,2800.4203633729758,2843.549092108627,2840.509385480566,2840.7088855651655,2830.1840773933595,2826.3785564979635
1026.9285996939047,2798.2037458994523,2840.1530226888744,2839.8851360153744,2838.9802048589027,2828.2718485989267,2824.8224329295685
1052.42057266427,2795.894070002542,2836.6122403011846,2838.518648643356,2837.599117634389,2826.4618109679272,2823.0917557936737
1077.8864820958242,2792.9261323822084,2833.0594788343296,2836.676377826523,2836.261432948371,2824.5058254834084,2820.7843921249278
1103.3343306032068,2789.9231475792017,2829.450480471838,2836.2689443730615,2834.7572619757666,2822.3515388026062,2819.5858565270682
1128.7704150064683,2786.469103611515,2825.809855726858,2836.038726655617,2832.645935215484,2820.0449571214804,2818.4188667041153
1154.199511442474,2782.7467914833674,2822.1514442957864,2831.8955096324203,2830.350214077264,2816.6904255275526,2814.404467617691
1179.6250642714535,2778.746958744327,2818.441338287624,2828.64131075559,2827.4744957512453,2813.3036842139363,2810.252784155239
1205.0493774451456,2774.099719111022,2814.7259646733414,2825.558098530248,2823.836998566042,2809.5771624919967,2806.8008959447325
1230.4738073409676,2769.02305449985,2811.0057976086687,2823.114473360065,2819.1319945730975,2805.413849305003,2801.978775252822
1255.898956360882,2763.575938969356,2807.3491412049198,2819.391658198452,2814.442370953716,2801.235201761985,2797.63081474985
1281.3248668453018,2758.49337794688,2803.7819260827964,2815.1469159589033,2810.5833390161583,2796.5689004287233,2792.7191769128613
1306.751215051341,2753.5655692829005,2800.3582288406246,2811.7216409268085,2806.2845329114007,2791.780367647302,2789.1055702941267
1332.1775050963329,2748.8917769488567,2799.9999999999995,2808.4415460873533,2801.874649266514,2787.2999732009866,2783.684876394638
1357.6032628631513,2743.891986415734,2800.0,2802.1214965703884,2797.21425186712,2783.0169013959007,2779.1283223944733
1383.0282299110966,2739.354563071897,2797.789613059671,2795.8676854550067,2792.476575265775,2778.4379399040795,2774.2514563623627
1408.4525574302131,2735.3350314038375,2795.83538791735,2793.568107709796,2788.1473643371137,2774.5992182586997,2770.527707088415
1433.877000218189,2731.3103852886925,2793.455611841029,2789.016961449939,2784.7278196715497,2771.174647349155,2766.773004874262
