year,slope,slope_avg_70m
1934,18.917014614934853,17.109985577770754
1971,16.687784607754413,16.27155074858884
1985,19.711281106031393,18.21306646146618
1997,8.85021107015124,14.005530919696936
2003,10.291285054908178,13.949333722779198
2008,13.404095809033338,14.644684006696112
2013,13.468218335526322,17.270306708385554
2017,15.016770408496136,17.26038966188934
2020,15.015556217935062,19.048410408256622
