year,slope,slope_avg_390m
1932,0.8312242643703397,6.031318706742508
1956,1.9983995051467618,6.088013011446538
1967,0.4356373809928355,5.892065387631868
1982,1.5678392589180579,5.9074466155846785
1991,3.2418501516461298,6.204165107886252
2004,3.708473175316762,6.852234837575315
2008,4.022685369122627,7.081249505217056
2012,4.441772287056994,7.576330188265664
2017,11.339981103376656,7.623916859365836
2020,7.986049941084445,7.996871944799013
