year,slope,slope_avg_80m
1905,4.77777494815147,4.91937794333233
1908,5.538027937624332,5.116324395494837
1952,5.8385585301107765,10.512918068831231
1971,9.684347654612909,9.278037950348788
1998,5.38268699302598,6.687232253959189
2008,7.941285007587004,8.079290157066133
2019,10.331382633703655,9.93511612037468
