year,slope,slope_avg_680m
1904,3.558986155739132,4.58240542137029
1949,3.1441179515833504,3.986060883459696
1952,2.196274419839502,4.364819743083051
1979,3.2284952907177025,4.094658246317633
1998,3.2659570732644503,4.357399345462646
2003,4.1987505307125765,4.977457296099152
2008,3.352231663666208,4.109522663950162
2011,3.3369000271934994,5.556146674325507
2015,4.278245584863712,4.883554051135103
2019,5.447681276031449,6.059675021537099
