year,slope,slope_avg_240m
1904,5.2760282784230395,5.133572628959679
1949,4.583048632736955,4.083993131906329
1952,5.278823187625339,4.59924386157988
1979,6.049294866580814,5.858107693732732
1998,3.8093630089820696,4.322559162478699
2003,11.32746785169489,5.372831698863417
2008,5.013247319145157,4.7393929467059355
2011,3.9269595960468453,4.27164815913415
2015,5.279549156384948,5.076450664037903
2019,6.705628007820629,5.648364953634215
