year,slope,slope_avg_20m
1904,23.474725930133715,23.474725930133715
1949,26.752735928379078,26.752735928379078
1952,26.29556127059204,26.29556127059204
1979,24.232560485850545,24.232560485850545
1998,22.631556202697233,22.631556202697233
2003,23.568098326250436,23.568098326250436
2008,24.23449564925705,24.23449564925705
2011,15.327883828488712,15.327883828488712
2015,22.217658575653036,22.217658575653036
2019,14.579917245082834,14.579917245082834
