year,slope,slope_avg_390m
1934,1.0171957785608725,4.837698555529433
1983,3.147219658096633,7.046182113689082
1998,2.2091130350869688,7.450089682380717
2003,2.97707311542894,7.861176440206872
2008,1.3927408912722932,8.433491054207483
2017,2.6826228937933694,12.467722139159171
