year,slope,slope_avg_140m
1907,7.290270712654037,8.910883290478342
1953,9.492562694486525,6.71442315074462
1986,6.770691636841473,8.657973746262607
1998,6.398978742678942,9.07043445776708
2003,4.674505106715217,9.283820083590983
