thick_elmer,u_bed_elmer,u_surf_elmer,tau_d_elmer,tau_b_elmer,sigma_elmer,u_def_elmer,slope,averaged_slope,gradxmean,gradymean,gradzmean,normalstress,projvector,date,sigma_plus_tau_b,velocity,altitude,thickness,obs_tau_b,obs_u_def,obs_u_bed
255.52619208860756,39.12560041656962,76.34816345304107,0.2032788025078035,0.11687831203916173,0.10550986769986506,37.22256303647145,0.0923520518972029,0.08977764488412705,-0.07714145569620252,0.041258227848101264,-0.007653045552095015,2.2833218354430382,0.037231977508948896,1904.0,0.2223881797390268,,,,,,
243.38042088607597,33.430034048933955,59.90199261106682,0.16093876139583274,0.0997062456450262,0.10812023946167555,26.471958562132862,0.08152623343705577,0.07437060868249933,-0.06624082278481012,0.01875379746835443,-0.004739551522692677,2.1668651898734175,0.039891466968784074,1949.0,0.20782648510670176,,2398.4,289.0799999999999,0.10410335171744238,26.807407243294932,
242.54382911392406,35.563728911816945,63.69428694053924,0.18022755518450978,0.10607987417303794,0.08872737897543351,28.130558028722298,0.08442458275439785,0.08413782020497752,-0.0698379746835443,0.03480221518987342,-0.006088536890021631,2.1652848101265825,0.03156113634834546,1952.0,0.19480725314847144,,,,,,
,,,,,,,,,,,,,,1959.0,,,2398.3,288.98,0.10406666630386922,26.7688781444361,
,,,,,,,,,,,,,,1969.0,,,2405.1,295.77999999999975,0.10656127442684576,29.481384048724397,
,,,,,,,,,,,,,,1970.0,,,2405.2,295.87999999999965,0.10659795984041892,29.522697047762996,
,,,,,,,,,,,,,,1971.0,,,2403.2,293.87999999999965,0.1058642515689552,28.70436225981102,
,,,,,,,,,,,,,,1972.0,,,2403.3,293.98,0.10590093698252852,28.744884348847286,
,,,,,,,,,,,,,,1975.0,,,2401.5,292.17999999999984,0.1052405995382111,28.021789581102965,
,,,,,,,,,,,,,,1976.0,,101.05760112497204,2398.9,289.5799999999999,0.1042867787853083,27.00065337073517,74.05694775423687
,,,,,,,,,,,,,,1977.0,,108.68668246607106,2400.3,290.98,0.10480037457533294,27.54709273113343,81.13958973493763
,,,,,,,,,,,,,,1978.0,,104.86667952035798,2401.5,292.17999999999984,0.1052405995382111,28.021789581102965,76.84488993925501
246.0708873417722,36.64243228784064,65.14843204260272,0.20810440127131255,0.10937727462494092,0.12153307857694955,28.50599975476208,0.10457450560078708,0.09650371202403465,-0.08382341772151898,0.039098101265822784,-0.008555026881108796,2.192057594936709,0.04609218238400185,1979.0,0.23091035320189046,114.36803232723076,2402.2,292.87999999999965,0.10549739743322334,28.301410697373985,86.06662162985678
,,,,,,,,,,,,,,1980.0,,119.23178018555244,2403.6,294.27999999999975,0.10601099322324797,28.86669896650914,90.3650812190433
,,,,,,,,,,,,,,1981.0,,132.98611121072213,2403.2,293.87999999999965,0.1058642515689552,28.70436225981102,104.28174895091111
,,,,,,,,,,,,,,1982.0,,135.7745631348783,2405.2,295.87999999999965,0.10659795984041892,29.522697047762996,106.2518660871153
