xcoord,ycoord,xvelbed,yvelbed,zvelbed,thickbed,nodearea,load1,load2,load3,normalbed1,normalbed2,normalbed3,normalload,normalstress,xvelsurf,yvelsurf,zvelsurf,thicksurf,projstress,normalstressbis,normalbed1bis,normalbed2bis,normalbed3bis,xgrad,ygrad,zgrad,vel_h_bed,vel_h_surf
900548.6799,325585.1604,0.0024,0.0071,-0.0056,10.0,721.6792,61.4803,16.1302,71.2188,-0.8105,-0.2585,-0.5256,-91.4331,0.1267,0.0071,-0.0223,-0.0213,10.0,-0.0474,0.1267,-0.8105,-0.2585,-0.5256,-0.7018,-0.0517,0.4952,0.007494664769020693,0.02340299126180241
900501.1556,325604.1701,0.3847,0.1142,-0.199,10.0,390.6728,-4.0683,32.5599,42.8871,-0.0057,-0.8654,-0.5011,-49.6431,0.1271,0.4295,0.1227,-0.2415,10.0,-0.0317,0.1271,-0.0057,-0.8654,-0.5011,-0.4512,-0.4511,0.4071,0.40129257406535696,0.4466828181159423
900420.3641,325499.6165,0.3867,0.2645,-0.229,10.0,329.9473,-2.2866,2.1999,27.1419,0.0443,-0.6846,-0.7276,-21.355,0.0647,0.4115,0.2778,-0.2487,10.0,-0.0092,0.0647,0.0443,-0.6846,-0.7276,-0.2993,-0.3673,0.2245,0.4685052187542845,0.4964927894743286
900254.0289,325447.3397,0.0685,-0.044,-0.0152,10.0,142.7108,2.4181,2.6742,14.9582,-0.573,-0.6182,-0.5381,-11.0871,0.0777,0.0762,-0.0583,-0.1427,10.0,-0.0409,0.0777,-0.573,-0.6182,-0.538,-0.3546,-0.154,0.1494,0.08141406512390842,0.09594441098886376
900258.7813,325623.1799,3.0533,1.4673,-2.1199,53.1033,302.0365,49.1776,-27.431,90.7634,-0.6951,0.4335,-0.5735,-98.1263,0.3249,1.3088,1.0102,-5.7882,53.1033,-0.0397,0.3249,-0.6951,0.4335,-0.5735,-0.974,0.5275,1.227,3.387567000075423,1.6533183238566007
900406.1068,325594.6652,0.5819,0.1779,-0.326,10.0,448.2477,0.0691,-0.2867,40.5746,-0.5541,0.2162,-0.8039,-32.7177,0.073,0.844,0.2436,-0.2804,10.0,0.0083,0.073,-0.5541,0.2162,-0.8039,-0.6798,-0.2537,0.5265,0.6084866637815491,0.8784514556877915
900472.6409,325670.7042,0.3471,0.2556,-0.1702,10.0,619.5833,14.93,-25.181,54.6429,-0.6419,0.4846,-0.5942,-54.2561,0.0876,0.3465,0.2671,-0.2339,10.0,-0.0265,0.0876,-0.6419,0.4846,-0.5942,-0.5299,0.0176,0.2811,0.431056574013203,0.4374981828533691
900586.6994,325727.7335,0.1241,0.2013,-0.0054,10.0,687.2659,78.0712,-69.4424,86.4587,-0.7737,0.4369,-0.4588,-130.4121,0.1898,0.1098,0.1921,-0.0367,10.0,-0.1135,0.1898,-0.7737,0.4369,-0.4588,-0.3479,0.0163,0.1213,0.23647938599379018,0.22126556442429082
900586.6994,325784.7627,0.0558,0.0673,-0.0361,10.0,273.0754,9.7599,-6.4781,18.1858,-0.7792,0.375,-0.5022,-19.1667,0.0702,0.0485,0.0628,-0.0563,10.0,-0.0308,0.0702,-0.7792,0.375,-0.5021,-0.542,-0.0122,0.2939,0.08742385258040279,0.07934790482426111
900667.4908,325803.7724,0.2858,0.2515,0.0289,10.0,775.4621,30.9532,-86.6988,76.6813,-0.5097,0.6501,-0.5635,-115.3515,0.1488,0.2909,0.2363,0.0696,10.0,-0.0572,0.1488,-0.5097,0.6501,-0.5635,-0.162,-0.0071,0.0263,0.38070183871371044,0.37478060248630796
900734.025,325951.098,0.0901,0.1765,-0.0477,10.0,321.1816,7.8131,-10.1778,17.3846,-0.7764,0.2511,-0.5781,-18.6711,0.0581,0.1067,0.2034,-0.0272,10.0,-0.0242,0.0581,-0.7764,0.2511,-0.5781,-0.3422,-0.1185,0.1312,0.19816725259234935,0.2296877227890076
900805.3115,326069.9089,0.0273,0.0342,-0.0059,10.0,318.3084,8.162,-9.4866,23.6805,-0.6625,0.4055,-0.6298,-24.1682,0.0759,0.0264,0.0348,-0.0153,10.0,-0.0361,0.0759,-0.6625,0.4055,-0.6298,-0.3678,0.1122,0.1479,0.043759913162619506,0.04368065933568311
900976.3992,326250.5015,0.0,0.0,0.0,10.0,167.6666,0.0074,-1.2532,15.0255,-0.144,0.6238,-0.7682,-12.3255,0.0735,0.0001,0.0,0.0,10.0,-0.0075,0.0735,-0.144,0.6238,-0.7682,0.0688,0.036,0.006,0.0,0.0001
901128.4772,326193.4722,-0.0002,0.0001,-0.0,14.6862,230.4724,-0.7503,-2.2846,29.2602,0.2955,0.459,-0.8378,-25.7859,0.1119,-0.0002,0.0001,-0.0003,14.6862,-0.0387,0.1119,0.2955,0.459,-0.8378,0.0717,0.0203,0.0056,0.00022360679774997898,0.00022360679774997898
901199.7637,326122.1857,0.0023,-0.0008,-0.0,10.6243,419.0139,-1.9853,0.6387,41.0514,0.0982,0.3659,-0.9255,-37.9526,0.0906,0.0026,-0.001,-0.0005,10.6243,0.0035,0.0906,0.0982,0.3659,-0.9255,-0.1187,0.3703,0.1512,0.002435159132377184,0.002785677655436824
901356.5941,326150.7003,0.0114,-0.0067,-0.0035,10.0,163.3006,1.136,-1.7334,13.4098,0.1451,0.6121,-0.7774,-11.3203,0.0693,0.0119,-0.007,-0.0049,10.0,-0.0182,0.0693,0.1451,0.6121,-0.7774,-0.0339,0.0301,0.0021,0.013223085872821064,0.013806158046321215
901375.6039,326079.4138,0.0059,-0.0044,-0.0016,10.0,396.7632,2.3959,-3.2724,33.9677,0.0539,0.4221,-0.9049,-31.9911,0.0806,0.0069,-0.0051,-0.0012,10.0,-0.012,0.0806,0.0539,0.4221,-0.9049,-0.1036,0.1717,0.0402,0.00736002717386288,0.008580209787645055
901446.8904,326084.1662,0.0003,-0.0002,-0.0,10.0,196.5326,-0.8193,-0.7745,17.8732,0.3302,0.5234,-0.7855,-14.7158,0.0749,0.0003,-0.0003,0.0001,10.0,0.0028,0.0749,0.3302,0.5234,-0.7855,-0.0512,0.0336,0.0037,0.0003605551275463989,0.0004242640687119285
901508.6721,325889.3163,-0.0005,0.0086,-0.0009,10.0,382.6097,-2.7585,-0.3496,34.2141,0.5809,-0.0548,-0.8122,-29.3705,0.0768,-0.0005,0.0092,-0.0002,10.0,0.0186,0.0768,0.5808,-0.0548,-0.8122,-0.0476,-0.1807,0.0349,0.008614522621712709,0.009213576938409969
901470.6526,325684.9615,-0.0018,0.008,-0.0008,10.0,605.533,0.3681,-0.5849,54.6807,0.3955,0.0028,-0.9185,-50.0779,0.0827,-0.0021,0.009,-0.0005,10.0,0.0184,0.0827,0.3955,0.0028,-0.9185,-0.0186,-0.0354,0.0016,0.0082,0.009241753080449618
901541.9392,325589.9128,-0.0009,0.0072,-0.0008,10.0,192.6026,-1.206,-0.0296,17.0801,0.6559,-0.0067,-0.7548,-13.6834,0.071,-0.001,0.0077,-0.0003,10.0,-0.0412,0.071,0.6559,-0.0067,-0.7548,0.0835,-0.0151,0.0072,0.007256031973468695,0.0077646635471216655
901437.3856,325357.0434,0.0185,0.1071,-0.0304,10.0,242.8934,-7.1804,-1.1849,12.2441,0.7436,-0.2837,-0.6054,-12.4162,0.0511,0.019,0.1119,-0.0433,10.0,-0.0176,0.0511,0.7436,-0.2837,-0.6054,0.4685,-0.3649,0.3527,0.10868606166385826,0.11350158589200417
901446.8904,325285.7569,-0.0756,0.0646,-0.0271,10.0,387.3185,-2.507,-0.5124,37.7494,0.4583,0.1028,-0.8828,-34.5274,0.0891,-0.0934,0.0777,-0.0252,10.0,0.0048,0.0891,0.4583,0.1028,-0.8828,0.3227,-0.2482,0.1657,0.09944103780633025,0.12149423854652533
901565.7013,325271.4996,-0.0502,0.0152,-0.0117,10.0,314.6751,-0.589,0.2308,28.6873,0.326,0.4277,-0.8431,-24.2787,0.0772,-0.0651,0.0192,0.0016,10.0,0.0317,0.0772,0.326,0.4277,-0.8431,0.3048,-0.3139,0.1914,0.052450738793652855,0.06787230657639388
901641.7403,325233.4801,-0.0254,-0.0058,-0.0026,10.0,380.202,0.0133,2.9161,37.8063,0.0497,0.1762,-0.9831,-36.6526,0.0964,-0.0435,-0.0083,0.0206,10.0,0.0437,0.0964,0.0497,0.1762,-0.9831,0.0325,-0.3081,0.096,0.026053790511171307,0.04428476035838965
901698.7696,325314.2715,0.0089,0.1408,-0.042,10.0,389.9417,2.4646,-0.1318,34.4068,-0.4318,-0.2078,-0.8777,-31.2361,0.0801,0.0116,0.1549,-0.0352,10.0,0.0092,0.0801,-0.4318,-0.2078,-0.8777,0.0371,-0.311,0.0981,0.14108100509990706,0.15533373748159154
901655.9976,325423.5775,0.0153,0.0524,-0.0156,10.0,230.5148,-1.3508,2.5423,21.358,-0.5449,-0.0516,-0.8369,-17.2699,0.0749,0.0228,0.0795,0.0105,10.0,0.0131,0.0749,-0.5449,-0.0516,-0.8369,-0.0044,-0.2892,0.0837,0.05458800234483765,0.08270483661793909
901789.0659,325499.6165,-0.0015,0.0027,0.0003,10.0,165.7189,0.8785,-2.7596,19.101,-0.1988,0.6687,-0.7165,-15.7057,0.0948,-0.0016,-0.0005,0.037,10.0,0.0811,0.0948,-0.1988,0.6687,-0.7165,0.1616,-0.2636,0.0956,0.0030886890422961,0.001676305461424021
901869.8573,325504.3689,-0.0247,0.0043,-0.0094,10.0,282.8907,-1.1063,17.1978,21.6976,0.4378,0.2955,-0.8491,-13.8266,0.0489,-0.0433,0.0098,0.0039,10.0,0.0057,0.0489,0.4378,0.2955,-0.8491,0.2378,-0.2016,0.0972,0.02507149776140229,0.04439515739357166
901936.3914,325466.3495,-0.003,0.0829,-0.0023,31.0111,109.164,-4.8778,-1.4421,23.8248,0.7583,0.0855,-0.6463,-19.2204,0.1761,0.011,0.1206,-0.0952,31.0111,0.0128,0.1761,0.7583,0.0855,-0.6463,0.5861,-0.6228,0.7314,0.0829542645076189,0.12110061932129
901817.5805,325357.0434,0.0229,0.0448,-0.0085,10.0,342.4939,-6.4473,1.4685,28.6408,0.4552,-0.349,-0.8192,-26.9084,0.0786,0.0337,0.0627,0.0011,10.0,0.0004,0.0786,0.4552,-0.349,-0.8192,0.4202,-0.5402,0.4683,0.05031351707046527,0.07118272262283876
901774.8085,325109.9167,0.348,0.3943,-0.3013,10.0,240.965,1.3082,0.6106,20.7333,0.2109,-0.715,-0.6665,-13.9803,0.058,0.3498,0.4084,-0.4886,10.0,0.012,0.058,0.2109,-0.715,-0.6665,-0.2918,-0.0796,0.0915,0.5259054002384839,0.537727254284177
901694.0171,325090.907,-0.0227,-0.0028,-0.0161,10.0,480.4207,-24.5535,23.2485,43.9122,0.59,-0.6422,-0.4893,-50.9045,0.106,0.0072,0.0055,-0.1089,10.0,-0.0387,0.106,0.59,-0.6422,-0.4893,0.5549,-0.6011,0.6693,0.022872035327010144,0.009060353193998566
900523.3336,325534.4677,0.0337,0.0448,-0.027,13.8036,546.235,50.3642,-22.2048,52.8801,-0.8665,0.3028,-0.3969,-71.351,0.1306,0.019,0.0379,-0.095,13.8036,-0.0423,0.1306,-0.8665,0.3028,-0.3969,-1.0612,0.1437,1.1469,0.05606005708166912,0.04239587244060441
900536.0068,325559.814,0.043,0.0724,-0.0352,10.0,551.1624,42.2313,-19.2362,44.0501,-0.8799,0.2718,-0.3898,-59.5578,0.1081,0.0347,0.0694,-0.049,10.0,-0.0357,0.1081,-0.8799,0.2718,-0.3898,-0.9691,-0.1134,0.9521,0.08420665056870509,0.0775915588192427
900524.9178,325594.6652,0.2676,-0.0967,-0.179,10.0,657.6185,22.1868,35.8576,53.8197,-0.5258,-0.7488,-0.4036,-60.2346,0.0916,0.3234,-0.1294,-0.2251,10.0,-0.0313,0.0916,-0.5258,-0.7488,-0.4036,-0.7539,-0.3069,0.6625,0.28453585011383015,0.3483273173324194
900484.9973,325583.2594,0.2539,0.3202,-0.3612,10.0,495.3365,-6.0386,10.5438,33.9686,0.1854,-0.7907,-0.5835,-29.2765,0.0591,0.2876,0.3722,-0.3901,10.0,-0.0128,0.0591,0.1854,-0.7907,-0.5835,-0.2852,-0.5479,0.3815,0.4086480759773622,0.470368578882561
