xcoord,ycoord,xvelbed,yvelbed,zvelbed,thickbed,nodearea,load1,load2,load3,normalbed1,normalbed2,normalbed3,normalload,normalstress,xvelsurf,yvelsurf,zvelsurf,thicksurf,projstress,normalstressbis,normalbed1bis,normalbed2bis,normalbed3bis,xgrad,ygrad,zgrad,vel_h_bed,vel_h_surf
2597202.6813,1093514.6773,-2.3675,1.7331,-2.0706,23.6186,362.0864,-3.4325,-2.5781,36.6068,0.7169,0.1895,-0.671,-27.5115,0.076,-2.6617,2.0269,-2.6147,23.6186,-0.0307,0.076,0.7169,0.1895,-0.671,0.4046,0.1673,0.1917,2.934057235297226,3.3455897088555258
2597530.5445,1093298.7071,-1.4025,2.1802,-1.4685,27.6797,235.66,-2.1629,1.5042,27.7877,0.7322,0.1468,-0.665,-19.8424,0.0842,-1.1466,1.7949,-2.6706,27.6797,-0.0047,0.0842,0.7323,0.1468,-0.665,0.9622,-0.073,0.9312,2.592349955156518,2.1298726652079463
2597676.1675,1092476.1426,1.505,3.4693,-1.4424,11.1473,313.0166,-16.8131,18.7661,55.56,0.6227,-0.5959,-0.5071,-49.8262,0.1592,2.3703,4.357,-6.0463,11.1473,-0.0701,0.1592,0.6227,-0.5959,-0.5071,0.5398,-0.2404,0.3491,3.781675222702235,4.960017246945821
2597010.0093,1092417.9473,-3.7854,-1.236,-3.5981,25.0452,586.8177,-75.1731,31.3268,123.0816,0.6771,-0.4909,-0.5482,-133.7511,0.2279,-3.4263,-1.5293,-7.358,25.0452,-0.0431,0.2279,0.6771,-0.4909,-0.5482,0.7658,-0.6805,1.0495,3.9820784974683763,3.7521047666609735
2597067.7809,1093627.541,-2.4518,2.0428,0.3512,13.5357,589.6183,-14.3497,-84.5804,104.8601,0.4559,0.6226,-0.636,-125.8978,0.2135,-2.5295,2.1163,0.3699,13.5357,0.0506,0.2135,0.4558,0.6226,-0.636,0.0521,-0.0624,0.0066,3.191293637382809,3.298044259860683
2597090.2643,1093608.7304,-2.5885,2.1544,-0.0817,19.3441,495.3544,-33.8232,-79.3106,88.4254,0.5602,0.6623,-0.4976,-115.4712,0.2331,-2.5132,2.1027,0.0065,19.3441,0.016,0.2331,0.5602,0.6623,-0.4976,0.0906,-0.0784,0.0144,3.3677546837618677,3.276815760765319
2597112.7477,1093589.9197,-2.5721,2.1809,-0.7309,18.7268,491.4986,-27.0048,-53.3908,62.6079,0.6447,0.599,-0.4749,-79.1236,0.161,-2.6138,2.1868,-0.6406,18.7268,-0.0082,0.161,0.6447,0.5991,-0.4749,0.1133,-0.0924,0.0214,3.372243054704094,3.4079384794916705
2597135.2311,1093571.1091,-2.7146,2.2622,-0.5995,14.5634,467.0815,-52.1326,-77.3602,98.0784,0.626,0.6178,-0.4759,-127.1003,0.2721,-2.7347,2.2879,-0.5913,14.5634,-0.0684,0.2721,0.626,0.6178,-0.4759,0.1594,-0.0671,0.0299,3.5336386346088076,3.5655393000218076
2597157.7145,1093552.2985,-2.6563,2.2073,-0.5676,20.9677,378.2946,-38.336,-52.3082,104.4907,0.5648,0.5304,-0.6322,-115.4537,0.3052,-2.6482,2.2156,-0.8598,20.9677,-0.0947,0.3052,0.5648,0.5304,-0.6322,0.2964,-0.0282,0.0886,3.4537085835374124,3.452802716634705
2597180.1979,1093533.4879,-2.6093,2.2538,-1.1051,34.3006,301.9279,-13.2836,-0.7775,84.577,0.5102,0.2737,-0.8153,-75.9496,0.2515,-2.4299,2.033,-1.8213,34.3006,-0.028,0.2515,0.5102,0.2737,-0.8153,0.505,0.0614,0.2588,3.447906746128729,3.1682018575210766
2597226.1001,1093499.2509,-2.9511,1.8891,-1.1837,10.0,696.2862,-19.9767,-48.6482,95.2045,0.6027,0.5119,-0.6121,-95.2207,0.1368,-3.1743,2.091,-1.4359,10.0,-0.0574,0.1368,0.6027,0.5119,-0.6121,0.4033,0.1006,0.1728,3.503953484280292,3.8011131908955305
2597249.5189,1093483.8244,-3.2572,2.0433,-0.7054,10.1149,384.8047,-14.0124,-41.4523,66.6528,0.5352,0.6366,-0.5553,-70.8977,0.1842,-3.477,2.2904,-1.1063,10.1149,-0.0374,0.1842,0.5352,0.6366,-0.5553,0.5174,-0.0154,0.2679,3.84505224021729,4.163587534806972
2597272.9377,1093468.398,-3.878,2.3608,-1.2026,17.6555,414.8917,-23.0661,-43.3496,86.6387,0.557,0.5917,-0.5828,-88.9888,0.2145,-4.044,2.6638,-1.9729,17.6555,-0.0615,0.2145,0.557,0.5917,-0.5828,0.4927,0.0445,0.2447,4.540072757126256,4.842495889518132
2597296.3565,1093452.9715,-4.1249,2.5179,-1.4111,21.9237,492.5243,-28.378,-44.7345,111.6766,0.5615,0.5493,-0.6189,-109.6189,0.2226,-4.3957,2.8955,-2.522,21.9237,-0.0785,0.2226,0.5615,0.5493,-0.6189,0.4521,0.1121,0.217,4.832661835882996,5.263658303879537
2597319.7753,1093437.5451,-4.343,2.6314,-1.5676,22.2027,360.8762,-23.923,-32.6463,88.7922,0.568,0.5208,-0.6373,-87.1771,0.2416,-4.6207,3.0438,-2.761,22.2027,-0.1063,0.2416,0.568,0.5208,-0.6373,0.3624,0.1459,0.1526,5.0779833556245535,5.5331353616191254
2597343.1941,1093422.1187,-4.8201,3.0126,-2.2015,17.7685,348.2552,-18.3005,-23.3446,71.4451,0.6018,0.4876,-0.6325,-67.5869,0.1941,-4.9865,3.2847,-3.0329,17.7685,-0.0669,0.1941,0.6018,0.4876,-0.6325,0.3981,0.0177,0.1588,5.684111431877458,5.971133589193932
2597366.6129,1093406.6922,-5.0183,3.1953,-2.7087,18.229,375.6465,-18.2163,-20.2141,70.8706,0.6354,0.4514,-0.6265,-65.0985,0.1733,-5.1272,3.3774,-3.5515,18.229,-0.038,0.1733,0.6354,0.4514,-0.6265,0.5094,-0.0694,0.2643,5.949224905817564,6.139626258983522
2597390.0317,1093391.2658,-5.1405,3.2978,-3.1727,18.8852,393.3007,-18.1787,-16.836,70.3158,0.6588,0.4182,-0.6254,-62.9908,0.1602,-5.1758,3.4094,-3.8788,18.8852,-0.0387,0.1602,0.6588,0.4182,-0.6254,0.5469,-0.0487,0.3015,6.107391021541032,6.197815260234852
2597413.4505,1093375.8393,-4.9966,3.2208,-3.3203,18.1791,398.3137,-17.1428,-14.1031,67.8903,0.6749,0.3925,-0.6249,-59.5272,0.1494,-4.9386,3.2532,-4.0667,18.1791,-0.0254,0.1494,0.6749,0.3925,-0.6249,0.5352,-0.1521,0.3095,5.944708924749806,5.9138042071073
2597436.8693,1093360.4129,-4.5519,2.9499,-3.2566,12.8179,414.9326,-9.1082,-10.7335,56.6773,0.6883,0.366,-0.6263,-45.6963,0.1101,-4.5261,2.9814,-3.916,12.8179,-0.0202,0.1101,0.6883,0.366,-0.6263,0.3525,-0.1811,0.1571,5.424177690673491,5.419808776146995
2597460.2881,1093344.9864,-3.7205,2.4158,-2.7562,10.0,447.6153,-1.724,-10.4507,46.7892,0.6988,0.358,-0.6193,-33.9233,0.0758,-3.536,2.3293,-3.3076,10.0,-0.015,0.0758,0.6988,0.358,-0.6193,0.4292,-0.1795,0.2165,4.436012836996755,4.234257253639651
2597483.7069,1093329.56,-2.9068,1.8598,-2.1915,10.0,396.793,-2.9255,-9.956,38.2,0.7052,0.3926,-0.5904,-28.5262,0.0719,-2.7527,1.8133,-2.6795,10.0,-0.0277,0.0719,0.7052,0.3926,-0.5904,0.4962,0.0242,0.2468,3.4508466033714105,3.296272770873187
2597507.1257,1093314.1335,-2.2802,1.4378,-1.0841,10.0,340.3315,-7.3068,-12.1757,46.9236,0.5794,0.4609,-0.6722,-41.388,0.1216,-2.1992,1.4487,-1.5804,10.0,0.0067,0.1216,0.5794,0.4609,-0.6722,0.952,-0.0297,0.9073,2.6956596372687707,2.63347913035209
2597535.7453,1093269.3298,-0.4366,1.5967,-0.7964,10.0,462.7872,-39.3992,0.079,65.9676,0.8738,-0.0512,-0.4836,-66.3328,0.1433,-0.3066,1.7321,-1.6719,10.0,-0.0559,0.1433,0.8738,-0.0512,-0.4836,0.7834,-0.0391,0.6153,1.6553158157886367,1.7590264267486149
2597540.9462,1093239.9525,-0.1772,0.3446,-0.1205,10.0,604.2708,-30.0886,-13.4609,74.0415,0.8098,0.0977,-0.5785,-68.5134,0.1134,-0.0994,0.5616,-1.1624,10.0,-0.0412,0.1134,0.8098,0.0977,-0.5785,0.6153,-0.0892,0.3866,0.3874906450483676,0.5703287823703096
