xcoord,ycoord,xvelbed,yvelbed,zvelbed,thickbed,nodearea,load1,load2,load3,normalbed1,normalbed2,normalbed3,normalload,normalstress,xvelsurf,yvelsurf,zvelsurf,thicksurf,projstress,normalstressbis,normalbed1bis,normalbed2bis,normalbed3bis,xgrad,ygrad,zgrad,vel_h_bed,vel_h_surf
957349.51,108700.43,-0.0483,0.1066,-0.0453,10.0,415.2759,-24.7301,-4.5466,40.7053,0.8705,0.1331,-0.4739,-41.4221,0.0997,-0.0464,0.1619,-0.1637,10.0,-0.0338,0.0997,0.8705,0.1331,-0.4739,0.873,-0.0356,0.7633,0.11703183327625011,0.16841784347271518
957406.14,108593.82,-0.1711,0.3674,-0.2059,10.0,337.9989,-20.8664,-5.2322,34.6351,0.8675,0.108,-0.4856,-35.4852,0.105,-0.1499,0.3823,-0.3818,10.0,-0.0273,0.105,0.8675,0.108,-0.4856,0.7952,-0.3274,0.7396,0.40528751522838696,0.41063767484243335
957640.7,107795.0,-2.6507,-0.4168,-1.5785,63.0758,143.2422,-44.5337,17.8134,88.4806,0.7238,-0.3888,-0.57,-89.5953,0.6255,-1.4777,-1.9015,-13.4896,63.0758,-0.3544,0.6255,0.7238,-0.3888,-0.57,0.0558,-0.1251,0.0188,2.6832690379460646,2.4081734862754387
956973.6,107795.0,-0.5029,0.0723,-0.1334,10.0,461.6825,5.1434,28.2893,59.2166,0.0801,-0.8123,-0.5777,-56.776,0.123,-0.6659,0.0,-0.7526,10.0,-0.0546,0.123,0.0801,-0.8123,-0.5777,-0.1111,-0.4699,0.2331,0.5080705659650046,0.6659
956000.0,107795.0,19.1705,8.5478,-18.0135,98.3662,136.8649,81.9465,26.3551,129.1234,-0.7354,-0.3114,-0.6018,-146.1817,1.0681,13.7242,-19.8353,-177.3572,98.3662,-0.5631,1.0681,-0.7354,-0.3114,-0.6018,-0.1674,-0.2062,0.0705,20.98982980135856,24.120381251754708
956360.59,108597.15,0.3065,0.3688,-0.1146,12.3152,366.239,15.6826,-15.9011,45.5161,-0.7321,0.3726,-0.5702,-43.3613,0.1184,0.3531,0.5323,-0.7013,12.3152,-0.0245,0.1184,-0.7321,0.3726,-0.5702,-0.7644,0.5313,0.8666,0.47953695373766553,0.6387667023256612
956446.1,108688.21,9.8943,10.8597,-15.3038,13.5171,606.7163,97.3028,-66.8911,133.4918,-0.8809,0.3787,-0.2839,-148.9465,0.2455,8.4096,10.0016,-17.5218,13.5171,-0.0945,0.2455,-0.8809,0.3787,-0.2839,-1.1299,0.0708,1.2817,14.691162533305524,13.067263474806039
956521.62,108787.05,20.7697,45.8342,-27.9904,24.2747,1521.1043,-285.3849,-151.2003,78.1469,-0.9077,0.3905,-0.1535,188.0091,-0.1236,22.5902,46.9244,-27.4887,24.2747,0.0363,-0.1236,-0.9077,0.3905,-0.1535,-1.2453,-0.4997,1.8006,50.32051597241428,52.07894441518568
957360.836,108679.108,-0.1417,0.2313,-0.1331,10.0,353.1426,-17.5235,-5.5968,33.6276,0.8438,0.1995,-0.4982,-32.656,0.0925,-0.1407,0.265,-0.256,10.0,-0.029,0.0925,0.8438,0.1995,-0.4982,0.8228,-0.0857,0.6843,0.2712537188685162,0.3000358145288659
957372.162,108657.786,-0.1811,0.3043,-0.1938,10.0,302.9919,-14.5995,-4.1977,28.7511,0.8468,0.1562,-0.5084,-27.636,0.0912,-0.1741,0.3277,-0.3339,10.0,-0.0258,0.0912,0.8468,0.1562,-0.5084,0.7709,-0.2221,0.6435,0.35411255272864867,0.37107694619849396
