xcoord,ycoord,xvelbed,yvelbed,zvelbed,thickbed,nodearea,load1,load2,load3,normalbed1,normalbed2,normalbed3,normalload,normalstress,xvelsurf,yvelsurf,zvelsurf,thicksurf,projstress,normalstressbis,normalbed1bis,normalbed2bis,normalbed3bis,xgrad,ygrad,zgrad,vel_h_bed,vel_h_surf
921213.08,301555.82,0.0836,-0.1335,-0.0241,10.0,255.1324,-12.7827,-5.434,25.8038,0.6074,0.5234,-0.5977,-26.0294,0.102,0.1125,-0.1575,-0.0792,10.0,-0.039,0.102,0.6074,0.5234,-0.5977,0.4059,0.4306,0.3502,0.15751574524472148,0.1935523185084591
921243.08,301525.82,0.0449,-0.0591,-0.0102,10.0,284.9689,-11.1554,-6.5393,27.949,0.5383,0.5885,-0.6033,-26.7139,0.0937,0.0731,-0.0731,-0.1127,10.0,-0.0376,0.0937,0.5383,0.5885,-0.6033,0.3523,0.4327,0.3114,0.07422142547809224,0.10337901140947324
921273.08,301495.82,0.0876,-0.1446,-0.0493,10.0,151.025,-5.134,-4.4366,16.7817,0.5888,0.5959,-0.5462,-14.8318,0.0982,0.1014,-0.142,-0.1662,10.0,-0.0453,0.0982,0.5888,0.5959,-0.5462,0.1879,0.4468,0.235,0.1690648396326096,0.17448770730340862
921303.08,301435.82,0.0979,-0.2276,-0.085,10.0,202.4924,-5.9411,-3.7791,20.4032,0.5633,0.5128,-0.6479,-18.5042,0.0914,0.1161,-0.2322,-0.2166,10.0,-0.0305,0.0914,0.5633,0.5128,-0.6479,0.2028,0.4566,0.2496,0.24776232562679903,0.25960749218772555
921333.08,301375.82,0.0807,-0.4156,-0.222,10.0,229.6379,-0.9119,-1.0141,18.3439,0.4575,0.5045,-0.7322,-14.3603,0.0625,0.0871,-0.4355,-0.2721,10.0,-0.0026,0.0625,0.4575,0.5045,-0.7322,-0.0786,0.5185,0.275,0.4233625514851308,0.4441245996339315
921333.08,301345.82,-0.0009,-0.4236,-0.2848,10.0,480.6451,-7.1229,-3.2912,34.878,0.5776,0.4468,-0.6831,-29.4115,0.0612,0.0,-0.445,-0.3089,10.0,-0.0065,0.0612,0.5776,0.4468,-0.6831,0.2469,0.6717,0.5121,0.42360095608957254,0.445
921333.08,301315.82,-0.0009,-0.4,-0.2954,10.0,448.9273,-11.3535,-3.5382,30.9949,0.7442,0.3845,-0.5463,-26.7408,0.0596,0.0,-0.4158,-0.3168,10.0,-0.011,0.0596,0.7442,0.3845,-0.5463,0.464,0.7374,0.7591,0.4000010124987186,0.4158
921333.08,301285.82,0.0733,-0.3647,-0.2745,10.0,439.2456,-11.0152,-5.6774,29.7822,0.6604,0.5329,-0.5291,-26.0566,0.0593,0.078,-0.3898,-0.2946,10.0,-0.0121,0.0593,0.6604,0.5329,-0.5291,0.3913,0.8314,0.8444,0.3719932526269798,0.39752740786013735
921363.08,301225.82,0.1349,-0.283,-0.2274,10.0,308.1846,-11.0679,-8.722,20.9122,0.6259,0.646,-0.4369,-21.6992,0.0704,0.1495,-0.299,-0.2772,10.0,-0.0161,0.0704,0.6259,0.646,-0.4369,0.5012,1.0409,1.3348,0.313507591614621,0.3342921626362186
921393.08,301165.82,0.0725,-0.1741,-0.0538,10.0,312.6227,-18.2929,-7.8823,29.2825,0.7109,0.4891,-0.5053,-31.6579,0.1013,0.0985,-0.1971,-0.1469,10.0,-0.0331,0.1013,0.7109,0.4891,-0.5053,0.6271,0.5664,0.714,0.1885923116142331,0.2203421430412258
921423.08,301105.82,0.0364,-0.2195,-0.1114,10.0,419.8427,-28.0377,-6.9678,29.878,0.8369,0.3902,-0.3839,-37.6539,0.0897,0.043,-0.2148,-0.1586,10.0,-0.0216,0.0897,0.8369,0.3902,-0.3839,1.1452,0.6954,1.7951,0.22249766290907416,0.2190617264608311
921423.08,301075.82,-0.006,-0.2071,-0.1103,10.0,642.4976,-39.1914,-2.4903,43.7468,0.8991,0.1887,-0.395,-52.9858,0.0825,0.0,-0.2091,-0.1473,10.0,-0.0204,0.0825,0.8991,0.1887,-0.395,1.17,0.4972,1.6161,0.20718689630379622,0.2091
921423.08,301045.82,0.0282,-0.1715,-0.0876,10.0,579.1652,-33.8035,-9.98,40.8009,0.8163,0.3682,-0.4451,-49.4278,0.0853,0.0364,-0.1822,-0.1149,10.0,-0.0175,0.0853,0.8163,0.3682,-0.4451,1.0504,0.6818,1.5681,0.17380302068721362,0.18580043057000703
921453.08,300985.82,-0.0034,-0.072,-0.0198,10.0,211.6752,-17.7059,-1.3555,23.7144,0.875,0.219,-0.4318,-26.0294,0.123,0.0191,-0.0956,-0.1353,10.0,-0.0517,0.123,0.875,0.219,-0.4318,0.7975,0.2163,0.6829,0.07208023307398499,0.09748933274979371
921453.08,300955.82,-0.0137,-0.1803,-0.0806,10.0,483.4257,-29.6543,-3.1512,41.4518,0.8337,0.2031,-0.5135,-46.6485,0.0965,-0.0,-0.1737,-0.165,10.0,-0.0237,0.0965,0.8337,0.2031,-0.5135,0.9086,0.3742,0.9657,0.18081974449710958,0.1737
921453.08,300925.82,0.0195,-0.1578,-0.075,10.0,426.4794,-29.172,-9.6465,36.9462,0.8035,0.3544,-0.4783,-44.531,0.1044,0.033,-0.1649,-0.1457,10.0,-0.0229,0.1044,0.8035,0.3544,-0.4783,0.9617,0.5902,1.2733,0.15900028301861602,0.1681695870245271
921483.08,300865.82,0.0244,-0.1763,-0.0798,10.0,331.5589,-15.6492,-5.933,27.6568,0.7709,0.373,-0.5163,-28.5568,0.0861,0.0344,-0.172,-0.1473,10.0,-0.0259,0.0861,0.7709,0.373,-0.5163,0.6554,0.5396,0.7207,0.17798047645739126,0.17540627126759178
921483.08,300835.82,-0.0092,-0.1309,-0.0453,10.0,348.0204,-17.7342,-2.0098,33.2822,0.8112,0.1683,-0.5601,-33.3641,0.0959,0.0,-0.142,-0.1114,10.0,-0.0331,0.0959,0.8112,0.1683,-0.5601,0.6193,0.2983,0.4726,0.131222901964558,0.142
921483.08,300805.82,-0.0058,-0.0949,-0.0241,10.0,434.5647,-16.5384,-0.4353,39.8677,0.7822,0.1313,-0.609,-37.2723,0.0858,0.0,-0.1093,-0.0793,10.0,-0.0318,0.0858,0.7822,0.1313,-0.609,0.5224,0.2201,0.3213,0.09507707399788869,0.1093
921483.08,300775.82,0.0011,-0.0164,-0.0011,10.0,511.9824,-13.165,0.8815,48.5583,0.6713,0.1535,-0.7251,-43.9119,0.0858,0.0064,-0.0322,-0.0653,10.0,-0.0298,0.0858,0.6713,0.1535,-0.7251,0.4178,0.0923,0.1831,0.016436848846418224,0.032829864452964166
