xcoord,ycoord,xvelbed,yvelbed,zvelbed,thickbed,nodearea,load1,load2,load3,normalbed1,normalbed2,normalbed3,normalload,normalstress,xvelsurf,yvelsurf,zvelsurf,thicksurf,projstress,normalstressbis,normalbed1bis,normalbed2bis,normalbed3bis,xgrad,ygrad,zgrad,vel_h_bed,vel_h_surf
921213.08,301555.82,0.0875,-0.1306,-0.021,10.0,255.1324,-13.7122,-5.8861,25.6806,0.6074,0.5234,-0.5977,-26.7569,0.1049,0.1051,-0.1471,-0.0086,10.0,0.0541,0.1049,0.6074,0.5234,-0.5977,-0.2609,0.1052,0.0791,0.157202449090337,0.18078832926934196
921243.08,301525.82,0.0618,-0.0717,-0.0096,10.0,284.9689,-12.2767,-6.3375,26.4241,0.5383,0.5885,-0.6033,-26.2788,0.0922,0.0853,-0.0853,-0.0766,10.0,-0.019,0.0922,0.5383,0.5885,-0.6033,-0.0913,0.2798,0.0867,0.09465796321493507,0.120632416870425
921273.08,301495.82,0.0978,-0.1534,-0.051,10.0,151.025,-5.4829,-4.445,16.6414,0.5888,0.5959,-0.5462,-14.9656,0.0991,0.114,-0.1595,-0.1299,10.0,-0.0337,0.0991,0.5888,0.5959,-0.5462,-0.0408,0.1673,0.0296,0.18192416002279632,0.19605165135749306
921303.08,301435.82,0.1156,-0.2615,-0.0969,10.0,202.4924,-6.2337,-3.4151,20.0494,0.5633,0.5128,-0.6479,-18.253,0.0901,0.1346,-0.2693,-0.2201,10.0,0.0017,0.0901,0.5633,0.5128,-0.6479,-0.156,0.3115,0.1213,0.2859118920226999,0.3010641958121224
921333.08,301375.82,0.1093,-0.5602,-0.2993,10.0,229.6379,-1.1037,-0.4248,19.0169,0.4575,0.5045,-0.7322,-14.6436,0.0638,0.1165,-0.5823,-0.3675,10.0,0.0097,0.0638,0.4575,0.5045,-0.7322,-0.2592,0.4495,0.2692,0.5707631119825457,0.5938396584937722
921333.08,301345.82,-0.002,-0.6394,-0.43,10.0,480.6451,-7.5532,-0.5846,35.7851,0.5776,0.4468,-0.6831,-29.0703,0.0605,0.0,-0.6592,-0.4713,10.0,-0.0172,0.0605,0.5776,0.4468,-0.6831,0.0235,0.2867,0.0828,0.6394031279247858,0.6592
921333.08,301315.82,-0.0011,-0.7658,-0.5653,10.0,448.9273,-12.3169,0.5799,32.8837,0.7442,0.3845,-0.5463,-26.9062,0.0599,0.0,-0.7425,-0.6383,10.0,-0.0304,0.0599,0.7441,0.3845,-0.5463,0.0431,0.1362,0.0204,0.7658007900230974,0.7425
921333.08,301285.82,0.2542,-1.2698,-0.9562,10.0,439.2456,-12.653,1.5304,32.1298,0.6604,0.5329,-0.5291,-24.5394,0.0559,0.2393,-1.1966,-1.0707,10.0,-0.0298,0.0559,0.6604,0.5329,-0.5291,0.0561,0.2308,0.0564,1.2949940849285762,1.220293427827914
921363.08,301225.82,1.0769,-2.2659,-1.8223,10.0,308.1846,-20.293,-12.004,36.6174,0.6259,0.646,-0.4369,-36.4555,0.1183,1.0964,-2.1928,-2.1113,10.0,-0.0557,0.1183,0.6259,0.646,-0.4369,0.0754,0.4789,0.235,2.5087878387779226,2.4516249305307696
921393.08,301165.82,1.2059,-2.6305,-0.7388,10.0,312.6227,-33.9647,-6.4393,48.0342,0.7109,0.4891,-0.5053,-51.57,0.165,1.4003,-2.8007,-1.2272,10.0,-0.0268,0.165,0.7109,0.4891,-0.5053,-0.0498,0.4523,0.207,2.8937389412315686,3.1312554319314163
