xcoord,ycoord,xvelbed,yvelbed,zvelbed,thickbed,nodearea,load1,load2,load3,normalbed1,normalbed2,normalbed3,normalload,normalstress,xvelsurf,yvelsurf,zvelsurf,thicksurf,projstress,normalstressbis,normalbed1bis,normalbed2bis,normalbed3bis,xgrad,ygrad,zgrad,vel_h_bed,vel_h_surf
936051.32,341734.11,-0.0006,0.0026,-0.0006,10.2484,274.5893,8.3252,4.8077,25.2679,-0.6491,-0.4084,-0.6418,-23.5838,0.0859,-0.002,0.004,-0.0086,10.2484,-0.0384,0.0859,-0.6491,-0.4084,-0.6418,-0.3177,-0.2798,0.1792,0.0026683328128252666,0.004472135954999579
936084.21,341668.34,-0.0007,0.0025,-0.0006,10.0,257.2267,8.4758,4.7561,22.3814,-0.6524,-0.4431,-0.6149,-21.3986,0.0832,-0.0023,0.0038,-0.0081,10.0,-0.0421,0.0832,-0.6524,-0.4431,-0.6149,-0.3234,-0.2301,0.1576,0.002596150997149434,0.004441846462902562
936124.4,341609.88,-0.0007,0.0016,-0.0002,10.0,316.9194,9.7471,3.2922,28.3478,-0.605,-0.4283,-0.6712,-26.3344,0.0831,-0.0022,0.0032,-0.003,10.0,-0.0428,0.0831,-0.605,-0.4283,-0.6712,-0.2219,-0.1976,0.0883,0.0017464249196572981,0.00388329756778952
936157.29,341562.37,-0.0082,0.0139,-0.0027,12.8237,382.6784,13.2658,6.7274,41.4268,-0.5523,-0.4831,-0.6794,-38.7223,0.1012,-0.0124,0.019,-0.0066,12.8237,-0.0393,0.1012,-0.5523,-0.4831,-0.6794,-0.1396,-0.3339,0.131,0.016138463371709214,0.0226883229878279
936234.02,341438.14,-0.0066,0.0131,-0.0018,15.7869,685.7974,29.8851,12.7999,100.1531,-0.5313,-0.4164,-0.7378,-95.0994,0.1387,-0.0156,0.0234,-0.0238,15.7869,-0.057,0.1387,-0.5313,-0.4164,-0.7378,-0.1905,-0.2402,0.094,0.014668674105044396,0.028123299948619115
936318.06,341321.21,-0.0047,0.0088,-0.0015,18.3775,366.6296,18.9829,12.0647,56.9452,-0.5298,-0.5166,-0.6726,-54.5917,0.1489,-0.0157,0.0174,-0.026,18.3775,-0.058,0.1489,-0.5298,-0.5166,-0.6726,-0.2968,-0.349,0.2098,0.009976472322419383,0.02343608329051593
936800.17,341564.35,-0.0605,0.0972,-0.0246,28.3054,316.5226,-1.8272,3.8737,80.1565,0.4865,0.0858,-0.8695,-70.249,0.2219,-0.1213,0.1906,-0.0141,28.3054,0.0602,0.2219,0.4865,0.0858,-0.8695,-0.0078,-0.1973,0.039,0.11449056729704854,0.22592487689495372
936691.88,341691.5,-0.0543,0.0943,-0.0255,29.782,389.8254,-4.0623,6.9541,101.6079,0.5126,0.0689,-0.8559,-88.565,0.2272,-0.1024,0.1741,-0.0188,29.782,0.0578,0.2272,0.5126,0.0689,-0.8559,-0.0115,-0.1845,0.0342,0.10881626716626518,0.20198160807360654
936626.11,341866.89,-0.038,0.1049,-0.0181,31.9804,308.3288,-5.1669,-0.2311,85.8302,0.5125,0.0341,-0.858,-76.2971,0.2475,-0.0665,0.1881,-0.049,31.9804,0.0303,0.2475,0.5125,0.0341,-0.858,0.0135,-0.1558,0.0245,0.11157065026251303,0.1995090474138955
936556.69,342075.17,-0.0293,0.129,-0.0299,37.8215,319.6978,-7.3362,7.9833,102.4631,0.5032,-0.0844,-0.86,-92.4862,0.2893,-0.0519,0.2297,-0.0537,37.8215,-0.0185,0.2893,0.5032,-0.0844,-0.86,0.0422,-0.1619,0.028,0.1322856379203729,0.23549033950461745
936522.84,342333.77,-0.0082,0.087,-0.0108,47.1015,301.9521,-18.9658,2.5623,124.6405,0.506,-0.0701,-0.8597,-116.9292,0.3872,-0.0126,0.1889,-0.01,47.1015,0.0222,0.3872,0.506,-0.0701,-0.8597,-0.0082,-0.0993,0.0099,0.08738558233484514,0.18931975596857292
936522.84,342551.97,-0.0063,0.0876,0.0095,34.4667,314.8334,-54.3737,-26.6876,108.0301,0.7193,0.0975,-0.6878,-116.0177,0.3685,0.0,0.1572,-0.0079,34.4667,0.265,0.3685,0.7193,0.0975,-0.6878,-0.1307,-0.1108,0.0293,0.08782624892365608,0.1572
936522.84,342762.64,-0.0002,0.0104,-0.0017,10.0,356.9122,-5.4052,-1.5562,33.0879,0.6184,-0.1063,-0.7786,-28.9402,0.0811,-0.0007,0.0174,0.0038,10.0,0.0055,0.0811,0.6184,-0.1063,-0.7786,-0.002,-0.2177,0.0474,0.010401922899156675,0.017414074767267997
