xcoord,ycoord,xvelbed,yvelbed,zvelbed,thickbed,nodearea,load1,load2,load3,normalbed1,normalbed2,normalbed3,normalload,normalstress,xvelsurf,yvelsurf,zvelsurf,thicksurf,projstress,normalstressbis,normalbed1bis,normalbed2bis,normalbed3bis,xgrad,ygrad,zgrad,vel_h_bed,vel_h_surf
900548.6799,325585.1604,0.0163,-0.0467,-0.0024,10.0,721.6792,39.6315,21.117,55.6194,-0.8105,-0.2585,-0.5256,-66.8141,0.0926,0.0265,-0.0833,0.0152,10.0,-0.0209,0.0926,-0.8105,-0.2585,-0.5256,-0.9689,-0.0558,0.942,0.049462915401338806,0.08741361450025963
900501.1556,325604.1701,0.6364,0.1865,-0.3268,10.0,390.6728,-5.1606,38.8542,50.3914,-0.0057,-0.8654,-0.5011,-58.8441,0.1506,0.641,0.1831,-0.3852,10.0,0.0023,0.1506,-0.0057,-0.8654,-0.5011,-0.4528,-0.114,0.218,0.6631645421763742,0.6666382902294167
900420.3641,325499.6165,0.3557,0.2439,-0.2109,10.0,329.9473,-1.7365,2.1491,27.1624,0.0443,-0.6846,-0.7276,-21.3108,0.0646,0.3733,0.252,-0.2588,10.0,-0.0002,0.0646,0.0443,-0.6846,-0.7276,-0.4367,-0.5083,0.449,0.43128841857856565,0.4503963698787991
900254.0289,325447.3397,0.0671,-0.0434,-0.0149,10.0,142.7108,2.3535,2.8424,14.5954,-0.573,-0.6182,-0.5381,-10.9588,0.0768,0.0806,-0.0616,-0.1267,10.0,-0.0356,0.0768,-0.573,-0.6182,-0.538,-0.4499,-0.3164,0.3025,0.07991226439039255,0.10144417183850436
900258.7813,325623.1799,0.4703,0.2972,-0.2958,14.9978,302.0365,14.2332,-8.9341,37.1501,-0.6951,0.4335,-0.5735,-35.0713,0.1161,0.4221,0.3008,-0.5038,14.9978,-0.0414,0.1161,-0.6951,0.4335,-0.5735,-0.6046,0.1409,0.3854,0.5563361663598728,0.5183136598624427
900406.1068,325594.6652,0.4832,0.1466,-0.2706,10.0,448.2477,2.2125,-0.9577,40.4757,-0.5541,0.2162,-0.8039,-33.9709,0.0758,0.5688,0.1642,-0.2812,10.0,-0.0048,0.0758,-0.5541,0.2162,-0.8039,-0.5678,-0.0531,0.3252,0.5049493043860939,0.5920262494180473
900472.6409,325670.7042,0.8261,0.5848,-0.4149,20.286,619.5833,41.8862,-43.7196,99.7655,-0.6419,0.4846,-0.5942,-107.3563,0.1733,0.8217,0.6422,-0.7339,20.286,-0.0452,0.1733,-0.6419,0.4846,-0.5942,-0.7006,0.2401,0.5485,1.0121424059884063,1.0428862497894964
900586.6994,325727.7335,0.03,0.0435,-0.0047,10.0,687.2659,39.842,-36.2991,54.1127,-0.7737,0.4369,-0.4588,-71.5128,0.1041,0.0335,0.0585,-0.016,10.0,-0.0435,0.1041,-0.7737,0.4369,-0.4588,-0.7167,0.2647,0.5837,0.05284174486142561,0.06741290677607664
900586.6994,325784.7627,0.0439,0.0508,-0.0287,10.0,273.0754,11.2924,-4.768,20.998,-0.7792,0.375,-0.5022,-21.1317,0.0774,0.0372,0.0481,-0.0625,10.0,-0.0245,0.0774,-0.7792,0.375,-0.5021,-0.8311,0.2015,0.7312,0.06714052427558188,0.06080666081935432
900667.4908,325803.7724,0.0107,0.0078,-0.0002,10.0,775.4621,20.8788,-51.0354,53.9468,-0.5097,0.6501,-0.5635,-74.2199,0.0957,0.0004,0.0003,-0.018,10.0,-0.0413,0.0957,-0.5097,0.6501,-0.5635,-0.4013,0.4101,0.3292,0.013241223508422474,0.0005
