xcoord,ycoord,xvelbed,yvelbed,zvelbed,thickbed,nodearea,load1,load2,load3,normalbed1,normalbed2,normalbed3,normalload,normalstress,xvelsurf,yvelsurf,zvelsurf,thicksurf,projstress,normalstressbis,normalbed1bis,normalbed2bis,normalbed3bis,xgrad,ygrad,zgrad,vel_h_bed,vel_h_surf
900548.6799,325585.1604,0.0008,0.0088,-0.0043,27.7146,721.6792,124.7607,20.2583,134.3516,-0.8105,-0.2585,-0.5256,-176.9729,0.2452,-0.0127,0.0455,-0.0497,27.7146,-0.1226,0.2452,-0.8105,-0.2585,-0.5256,-0.521,-0.109,0.2833,0.008836288813749808,0.047239178655010504
900501.1556,325604.1701,0.0416,0.0119,-0.021,11.0904,390.6728,-8.5317,33.0312,48.5496,-0.0057,-0.8654,-0.5011,-52.863,0.1353,0.0908,0.0259,-0.0495,11.0904,-0.0324,0.1353,-0.0057,-0.8654,-0.5011,-0.3873,-0.2719,0.2239,0.0432685798241634,0.09442166065050965
900420.3641,325499.6165,0.0033,0.0022,-0.0019,10.0,329.9473,-1.7772,0.979,26.8894,0.0443,-0.6846,-0.7276,-20.3129,0.0616,0.0179,0.0121,-0.0136,10.0,-0.0065,0.0616,0.0443,-0.6846,-0.7276,-0.3294,-0.3407,0.2246,0.003966106403010389,0.02160601768026676
900254.0289,325447.3397,0.0002,-0.0003,-0.0,10.0,142.7108,0.7365,1.5601,12.1995,-0.573,-0.6182,-0.5381,-7.9505,0.0557,0.0056,-0.0043,-0.0065,10.0,-0.0313,0.0557,-0.573,-0.6182,-0.5381,-0.2107,-0.046,0.0465,0.0003605551275463989,0.007060453243241541
900258.7813,325623.1799,0.0551,0.0263,-0.0361,18.4708,302.0365,8.2028,-8.7795,37.9921,-0.6951,0.4335,-0.5735,-31.2954,0.1036,0.132,0.0809,-0.1502,18.4708,-0.041,0.1036,-0.6951,0.4335,-0.5735,-0.5016,0.358,0.3797,0.061054893333786116,0.15481863582915334
900406.1068,325594.6652,0.0778,0.0214,-0.0431,19.5218,448.2477,3.5669,-0.6177,62.6623,-0.5541,0.2162,-0.8039,-52.4833,0.1171,0.195,0.0486,-0.0893,19.5218,0.0024,0.1171,-0.5541,0.2162,-0.8039,-0.6307,-0.1379,0.4168,0.08068952844080823,0.2009650715920555
900472.6409,325670.7042,0.0345,0.0226,-0.018,14.5038,619.5833,21.3306,-33.6238,79.3845,-0.6419,0.4846,-0.5942,-77.1579,0.1245,0.0793,0.063,-0.0805,14.5038,-0.0388,0.1245,-0.6419,0.4846,-0.5942,-0.537,0.0374,0.2897,0.04124330248658563,0.10127926737491735
900586.6994,325727.7335,0.0093,0.0145,-0.0008,21.37,687.2659,116.1986,-101.1131,122.7158,-0.7737,0.4369,-0.4588,-190.3837,0.277,0.0356,0.0609,-0.0147,21.37,-0.1982,0.277,-0.7737,0.4369,-0.4588,-0.1492,0.0065,0.0223,0.01722614292289484,0.07054197332085345
900586.6994,325784.7627,0.0083,0.0077,-0.0057,23.6835,273.0754,30.2638,-15.2099,47.4189,-0.7792,0.375,-0.5022,-53.0981,0.1944,0.0429,0.0462,-0.0421,23.6835,-0.14,0.1944,-0.7792,0.375,-0.5022,-0.2014,0.1261,0.0565,0.011321660655575223,0.06304641147599123
900667.4908,325803.7724,0.0706,0.049,-0.0034,34.4595,775.4621,101.8228,-209.5219,219.5034,-0.5097,0.6501,-0.5635,-311.8034,0.4021,0.2087,0.161,-0.0643,34.4595,-0.0875,0.4021,-0.5097,0.6501,-0.5635,-0.1205,-0.038,0.016,0.08593811727051041,0.26358431288678774
