xcoord,ycoord,xvelbed,yvelbed,zvelbed,thickbed,nodearea,load1,load2,load3,normalbed1,normalbed2,normalbed3,normalload,normalstress,xvelsurf,yvelsurf,zvelsurf,thicksurf,projstress,normalstressbis,normalbed1bis,normalbed2bis,normalbed3bis,xgrad,ygrad,zgrad,vel_h_bed,vel_h_surf
957349.51,108700.43,0.0002,0.0013,0.0003,10.0,415.2759,-9.8411,-3.7466,31.1185,0.8705,0.1331,-0.4739,-23.8121,0.0573,-0.002,0.0072,-0.0128,10.0,-0.0183,0.0573,0.8705,0.1331,-0.4739,0.9229,0.01,0.8518,0.0013152946437965905,0.007472616676907762
957406.14,108593.82,-0.0066,0.0129,-0.0078,10.0,337.9989,-11.2565,-6.4307,29.9013,0.8675,0.108,-0.4856,-24.9794,0.0739,-0.0136,0.0349,-0.039,10.0,-0.0208,0.0739,0.8675,0.108,-0.4856,0.7395,-0.3215,0.6502,0.014490341610879986,0.037456241135490356
957640.7,107795.0,-0.2209,-0.0992,-0.1132,56.2518,143.2422,-28.8357,12.6219,68.0328,0.7238,-0.3888,-0.57,-64.5588,0.4507,-0.3746,-0.5014,-2.8741,56.2518,-0.2796,0.4507,0.7238,-0.3888,-0.57,0.2609,-0.064,0.0722,0.24215170864563396,0.6258810749655241
956973.6,107795.0,-0.0003,-0.0004,0.0003,10.0,461.6825,0.813,10.8196,35.2556,0.0801,-0.8123,-0.5777,-29.09,0.063,-0.0032,0.0,-0.0088,10.0,-0.0379,0.063,0.0801,-0.8123,-0.5777,0.0972,-0.2693,0.082,0.0005,0.0032
956000.0,107795.0,13.2389,4.7694,-10.8344,82.4122,136.8649,61.8396,17.9868,116.3611,-0.7354,-0.3114,-0.6018,-121.1082,0.8849,15.9902,-22.5734,-146.9516,82.4122,0.2274,0.8849,-0.7354,-0.3114,-0.6018,0.0864,-0.1224,0.0224,14.071803351738538,27.66305991028469
956360.59,108597.15,0.002,0.0049,-0.0001,12.6398,366.239,6.1855,-10.357,36.2654,-0.7321,0.3726,-0.5702,-29.0675,0.0794,0.034,0.0512,-0.0732,12.6398,-0.0162,0.0794,-0.7321,0.3726,-0.5703,-0.716,0.5801,0.8491,0.005292447448959696,0.06146088186806304
956446.1,108688.21,11.6318,12.3469,-18.1672,14.407,606.7163,109.0838,-67.9835,156.3959,-0.8809,0.3787,-0.2839,-166.2412,0.274,9.5322,11.3834,-24.4863,14.407,-0.1065,0.274,-0.8809,0.3787,-0.2839,-1.1377,0.1169,1.3081,16.963039552214692,14.847377963802227
956521.62,108787.05,18.1203,36.23,-29.2132,25.174,1521.1043,521.5001,-368.6111,303.0205,-0.9077,0.3905,-0.1535,-663.8278,0.4364,17.2839,35.8198,-33.0695,25.174,-0.122,0.4364,-0.9077,0.3905,-0.1535,-1.2709,-0.5309,1.897,40.508741921837064,39.77173960552895
957360.836,108679.108,-0.0014,0.0029,-0.0013,10.0,353.1426,-7.5815,-4.9367,26.5457,0.8438,0.1995,-0.4982,-20.6072,0.0584,-0.0072,0.0136,-0.0159,10.0,-0.0178,0.0584,0.8438,0.1995,-0.4982,0.8432,-0.0782,0.7171,0.0032202484376209236,0.015388307249337076
957372.162,108657.786,-0.003,0.005,-0.0032,10.0,302.9919,-6.5703,-4.456,23.02,0.8468,0.1562,-0.5084,-17.9631,0.0593,-0.0102,0.0192,-0.0211,10.0,-0.015,0.0593,0.8468,0.1562,-0.5084,0.788,-0.2655,0.6914,0.0058309518948453,0.021741205118392126
957383.488,108636.464,-0.0036,0.0064,-0.0041,10.0,340.4403,-6.9562,-5.1522,26.0928,0.8476,0.143,-0.511,-19.9656,0.0586,-0.0124,0.0233,-0.024,10.0,-0.0125,0.0586,0.8476,0.143,-0.511,0.7124,-0.3726,0.6464,0.007343023900274328,0.02639412813487121
957394.814,108615.142,-0.0057,0.0091,-0.0068,10.0,321.0554,-7.638,-5.0173,25.4204,0.8595,0.1327,-0.4937,-19.7799,0.0616,-0.0144,0.0272,-0.0318,10.0,-0.0133,0.0616,0.8595,0.1327,-0.4937,0.7047,-0.4049,0.6605,0.010737783756436893,0.03077661449867415
957414.5171,108565.2907,-0.0038,0.0084,-0.0044,13.1461,396.7215,-17.5539,-6.0589,40.0071,0.8695,0.0728,-0.4886,-35.2518,0.0889,-0.0099,0.0337,-0.0512,13.1461,-0.0353,0.0889,0.8694,0.0728,-0.4886,0.7225,-0.1095,0.5341,0.009219544457292887,0.035124065823876366
957422.8943,108536.7614,-0.0007,0.0027,-0.0008,10.0,490.7723,-12.2782,-6.0629,41.3788,0.8154,0.0566,-0.5761,-34.1922,0.0697,-0.0053,0.0182,-0.0218,10.0,-0.0279,0.0697,0.8154,0.0566,-0.5761,0.5833,0.1242,0.3556,0.002789265136196271,0.01895600168811978
957431.2714,108508.2321,-0.0004,0.0015,-0.0003,10.0,341.2111,-6.95,-4.5809,28.5766,0.804,0.082,-0.5889,-22.7923,0.0668,-0.0034,0.0114,-0.0133,10.0,-0.0282,0.0668,0.804,0.082,-0.5889,0.5292,-0.0563,0.2832,0.0015524174696260025,0.011896217886370441
957439.6486,108479.7029,0.0002,0.0006,0.0001,10.0,360.8892,-6.3063,-5.1963,30.5975,0.7732,0.0971,-0.6267,-24.5566,0.068,-0.0028,0.0097,-0.0089,10.0,-0.0282,0.068,0.7732,0.0971,-0.6267,0.4827,-0.0365,0.2344,0.0006324555320336758,0.010096038827183658
957448.0257,108451.1736,-0.0007,0.0025,-0.0014,10.0,644.2278,-8.3667,-2.6103,47.5652,0.74,-0.1296,-0.66,-37.2472,0.0578,-0.0045,0.0152,-0.0104,10.0,-0.0086,0.0578,0.74,-0.1296,-0.66,0.6058,-0.4323,0.5539,0.002596150997149434,0.015852129194527782
957456.4029,108422.6443,-0.0022,0.0068,-0.0048,10.0,423.716,-4.9846,-1.4036,31.2088,0.7757,-0.1897,-0.6019,-22.3856,0.0528,-0.007,0.0238,-0.0195,10.0,-0.0071,0.0528,0.7757,-0.1897,-0.6019,0.7135,-0.5586,0.8211,0.007147027354082255,0.024808063205337093
957464.78,108394.115,-0.0023,0.0069,-0.0045,10.0,440.2557,-4.862,-2.1832,33.1935,0.765,-0.1719,-0.6206,-23.9448,0.0544,-0.0073,0.0247,-0.0207,10.0,-0.0126,0.0544,0.765,-0.1719,-0.6206,0.5862,-0.4061,0.5086,0.007273238618387272,0.02575616431070434
957473.1571,108365.5857,-0.0023,0.0067,-0.0043,10.0,439.4725,-5.321,-2.4595,33.4958,0.7705,-0.1494,-0.6197,-24.4902,0.0557,-0.0068,0.0233,-0.0202,10.0,-0.0127,0.0557,0.7705,-0.1494,-0.6197,0.4887,-0.4313,0.4249,0.007083784299369935,0.02427200032959789
957481.5343,108337.0564,-0.0017,0.0048,-0.0027,10.0,381.4881,-5.2711,-2.6695,30.2759,0.7676,-0.0993,-0.6332,-22.9528,0.0602,-0.0059,0.02,-0.0181,10.0,-0.015,0.0602,0.7676,-0.0993,-0.6332,0.4766,-0.3633,0.3591,0.005092150822589606,0.02085209821576716
957489.9114,108308.5271,-0.0004,0.0019,-0.0006,10.0,576.8403,-5.9527,-4.0634,46.8492,0.7029,-0.0545,-0.7092,-37.1879,0.0645,-0.004,0.0137,-0.0117,10.0,-0.017,0.0645,0.7029,-0.0545,-0.7092,0.4621,-0.2194,0.2617,0.00194164878389476,0.014272000560538107
957498.2886,108279.9979,-0.0002,0.001,-0.0002,10.0,282.1601,-4.123,-2.1706,23.8061,0.8276,0.075,-0.5562,-16.8165,0.0596,-0.003,0.0101,-0.0106,10.0,-0.0236,0.0596,0.8276,0.075,-0.5562,0.4846,-0.1975,0.2738,0.001019803902718557,0.01053612832116238
957506.6657,108251.4686,0.0004,0.0005,0.0002,10.0,587.0853,-5.8801,-2.7978,47.3952,0.7231,0.0731,-0.6868,-37.0098,0.063,-0.0016,0.0056,-0.0088,10.0,-0.0185,0.063,0.7231,0.0731,-0.6869,0.4861,-0.138,0.2553,0.0006403124237432849,0.005824087911424415
957515.0429,108222.9393,0.0003,0.0006,0.0002,10.0,368.1958,-6.0229,-2.1013,29.9768,0.7931,0.142,-0.5923,-22.8296,0.062,-0.0013,0.0044,-0.0109,10.0,-0.0306,0.062,0.7931,0.142,-0.5923,0.4298,-0.003,0.1847,0.0006708203932499369,0.004588027898781785
957523.42,108194.41,0.0005,0.0006,0.0004,10.0,507.2802,-7.8824,-3.1227,40.3116,0.8056,0.1742,-0.5663,-29.724,0.0586,-0.001,0.0034,-0.01,10.0,-0.0275,0.0586,0.8056,0.1742,-0.5663,0.488,-0.0179,0.2384,0.0007810249675906653,0.0035440090293338703
957531.7971,108165.8807,0.0005,0.0004,0.0004,10.0,439.7075,-7.9693,-2.2946,35.3055,0.8095,0.1772,-0.5597,-26.6195,0.0605,-0.0006,0.002,-0.0098,10.0,-0.0303,0.0605,0.8095,0.1772,-0.5597,0.4673,0.0124,0.2185,0.0006403124237432849,0.00208806130178211
957540.1743,108137.3514,0.0004,0.0004,0.0004,10.0,502.556,-10.0026,-3.7104,38.5918,0.815,0.2209,-0.5358,-29.6478,0.059,-0.0005,0.0018,-0.0093,10.0,-0.0208,0.059,0.815,0.2209,-0.5358,0.706,0.2485,0.5602,0.000565685424949238,0.0018681541692269405
957548.5514,108108.8221,0.0004,-0.0002,0.0003,10.0,506.9904,-10.5845,-3.2324,38.0929,0.8071,0.2724,-0.5238,-29.376,0.0579,0.0004,-0.0013,-0.0091,10.0,-0.0177,0.0579,0.8071,0.2724,-0.5238,0.8075,0.2886,0.7353,0.00044721359549995795,0.0013601470508735442
957556.9286,108080.2929,0.0003,0.0001,0.0002,10.0,429.3471,-6.9256,-3.2119,34.0007,0.7609,0.2778,-0.5863,-26.0977,0.0608,0.0002,-0.0007,-0.0085,10.0,-0.0224,0.0608,0.7609,0.2778,-0.5863,0.5261,0.3211,0.3799,0.0003162277660168379,0.0007280109889280518
957565.3057,108051.7636,0.0006,-0.0001,0.0003,10.0,384.8662,-4.4412,-0.7983,32.783,0.7343,0.1885,-0.6521,-24.7886,0.0644,0.0013,-0.0044,-0.0013,10.0,-0.031,0.0644,0.7343,0.1885,-0.6521,0.3569,0.019,0.1277,0.000608276253029822,0.004588027898781785
957573.6829,108023.2343,0.0018,-0.003,0.0006,10.0,529.0011,-2.2197,-10.8709,54.6114,0.705,0.1724,-0.6879,-41.0083,0.0775,0.007,-0.0238,-0.031,10.0,-0.0108,0.0775,0.705,0.1724,-0.6879,0.2639,-0.2474,0.1309,0.0034985711369071803,0.024808063205337093
957582.06,107994.705,-0.0175,0.0356,-0.0034,12.117,241.5692,-7.6523,-14.5288,33.7019,0.8138,0.2486,-0.5253,-27.5414,0.114,-0.0416,0.1416,-0.0944,12.117,-0.0311,0.114,0.8138,0.2486,-0.5253,0.2166,-0.1955,0.0851,0.03966875344651001,0.1475842810058036
957590.4371,107966.1757,-0.0397,0.0949,-0.0059,18.7068,581.2984,-23.0368,-41.2238,111.7796,0.682,0.2015,-0.703,-102.6024,0.1765,-0.1035,0.3526,-0.2094,18.7068,-0.0356,0.1765,0.682,0.2015,-0.703,0.2162,-0.1743,0.0771,0.10286933459491221,0.36747654346910363
957598.8143,107937.6464,-0.1381,0.261,-0.0341,28.7211,404.4894,-36.0188,-38.1179,113.1122,0.7234,0.2075,-0.6585,-108.4487,0.2681,-0.2016,0.6865,-0.5946,28.7211,-0.0642,0.2681,0.7234,0.2075,-0.6585,0.3327,-0.2005,0.1509,0.2952839480906472,0.7154892102610633
957607.1914,107909.1171,-0.1855,0.2752,-0.0637,36.4224,378.578,-45.1555,-37.3458,125.6763,0.7167,0.1934,-0.67,-123.7912,0.327,-0.2379,0.8102,-1.1753,36.4224,-0.0833,0.327,0.7167,0.1934,-0.67,0.3187,-0.1877,0.1368,0.33188143967386907,0.8444053825029777
957615.5686,107880.5879,-0.2132,0.291,-0.0753,42.9534,460.3645,-61.0187,-43.9892,178.0247,0.6459,0.1641,-0.7455,-179.3576,0.3896,-0.2412,0.8215,-1.633,42.9534,-0.1149,0.3896,0.6459,0.1641,-0.7456,0.2923,-0.1134,0.0983,0.3607426229321952,0.856177370642322
