xcoord,ycoord,xvelbed,yvelbed,zvelbed,thickbed,nodearea,load1,load2,load3,normalbed1,normalbed2,normalbed3,normalload,normalstress,xvelsurf,yvelsurf,zvelsurf,thicksurf,projstress,normalstressbis,normalbed1bis,normalbed2bis,normalbed3bis,xgrad,ygrad,zgrad,vel_h_bed,vel_h_surf
921213.08,301555.82,0.0002,0.0003,0.0002,10.0,255.1324,-6.9688,-5.9776,23.303,0.6074,0.5234,-0.5977,-21.2883,0.0834,0.0002,-0.0003,0.0238,10.0,0.0329,0.0834,0.6074,0.5234,-0.5977,-0.2457,0.1538,0.084,0.0003605551275463989,0.0003605551275463989
921243.08,301525.82,-0.0001,-0.0001,-0.0001,10.0,284.9689,-5.2288,-4.0641,23.0972,0.5383,0.5885,-0.6033,-19.1401,0.0672,0.0002,-0.0002,-0.0043,10.0,-0.0055,0.0672,0.5383,0.5885,-0.6033,-0.1467,0.5221,0.2941,0.0001414213562373095,0.000282842712474619
921273.08,301495.82,0.0008,-0.001,-0.0003,10.0,151.025,-3.0599,-1.6947,13.0239,0.5888,0.5959,-0.5462,-9.9244,0.0657,0.0043,-0.006,-0.0115,10.0,-0.0172,0.0657,0.5888,0.5959,-0.5462,-0.0718,0.2945,0.0919,0.0012806248474865698,0.007381734213584231
921303.08,301435.82,0.0012,-0.0031,-0.0012,10.0,202.4924,-3.8995,-1.5966,17.906,0.5633,0.5128,-0.6479,-14.6171,0.0722,0.0063,-0.0125,-0.0114,10.0,-0.0021,0.0722,0.5633,0.5128,-0.6479,-0.1331,0.3123,0.1153,0.0033241540277189324,0.013997856978837868
921333.08,301375.82,0.0017,-0.0078,-0.0042,10.0,229.6379,-0.6861,0.7807,17.5185,0.4575,0.5045,-0.7322,-12.7471,0.0555,0.005,-0.0251,-0.0208,10.0,-0.0089,0.0555,0.4575,0.5045,-0.7322,0.0716,0.5156,0.271,0.007983107164506812,0.02559316314956008
921333.08,301345.82,-0.001,-0.0135,-0.0094,10.0,480.6451,-6.3745,-0.4967,36.153,0.5776,0.4468,-0.6831,-28.6015,0.0595,0.0,-0.0366,-0.017,10.0,0.0165,0.0595,0.5776,0.4468,-0.6831,-0.2944,0.4339,0.275,0.013536986370680883,0.0366
921333.08,301315.82,-0.0001,-0.0158,-0.0117,10.0,448.9273,-10.2919,-0.3255,31.8403,0.7442,0.3845,-0.5463,-25.1775,0.0561,0.0,-0.0317,-0.0249,10.0,0.0201,0.0561,0.7442,0.3845,-0.5463,-0.3131,0.45,0.3005,0.015800316452527146,0.0317
921333.08,301285.82,0.0035,-0.0146,-0.0107,10.0,439.2456,-8.7389,1.0743,26.9134,0.6604,0.5329,-0.5291,-19.4378,0.0443,0.0041,-0.0207,-0.0359,10.0,0.0033,0.0443,0.6604,0.5329,-0.5291,-0.2248,0.4503,0.2532,0.015013660446406799,0.02110213259365034
921363.08,301225.82,0.0027,-0.0068,-0.0057,10.0,308.1846,-7.5985,-4.4418,19.9827,0.6259,0.646,-0.4369,-16.3564,0.0531,0.0077,-0.0153,-0.0205,10.0,-0.0172,0.0531,0.6259,0.646,-0.4369,-0.0051,0.602,0.3624,0.0073164198895361385,0.017128339090524802
921393.08,301165.82,0.0012,-0.0028,-0.0009,10.0,312.6227,-9.0319,-2.2143,25.3919,0.7109,0.4891,-0.5053,-20.3356,0.065,0.0058,-0.0116,-0.0219,10.0,0.021,0.065,0.7109,0.4891,-0.5053,-0.2418,0.2339,0.1132,0.0030463092423455634,0.012969194269498779
921423.08,301105.82,0.0,-0.0036,-0.0025,10.0,419.8427,-12.0963,0.9563,27.5301,0.8369,0.3902,-0.3839,-20.3198,0.0484,-0.0005,0.0025,-0.0214,10.0,-0.0218,0.0484,0.8369,0.3902,-0.3839,0.1544,0.4104,0.1923,0.0036,0.0025495097567963926
921423.08,301075.82,-0.0037,-0.0214,-0.0151,10.0,642.4976,-35.7759,3.2311,58.4958,0.8991,0.1887,-0.395,-54.6607,0.0851,0.0,-0.0268,-0.0681,10.0,-0.006,0.0851,0.8991,0.1887,-0.395,0.0005,0.2965,0.0879,0.021717504460687924,0.0268
921423.08,301045.82,0.0027,-0.0382,-0.0234,10.0,579.1652,-33.0385,-2.7669,55.3768,0.8163,0.3682,-0.4451,-52.6349,0.0909,0.0085,-0.0426,-0.0723,10.0,0.0113,0.0909,0.8163,0.3682,-0.4451,-0.1302,0.302,0.1081,0.038295299972712055,0.04343972836010833
921453.08,300985.82,-0.0008,-0.0013,-0.001,10.0,211.6752,-8.3119,0.147,19.9011,0.875,0.219,-0.4318,-15.8342,0.0748,0.0026,-0.013,-0.0275,10.0,0.0015,0.0748,0.875,0.219,-0.4318,0.0033,-0.0141,0.0002,0.0015264337522473746,0.01325745073534124
921453.08,300955.82,-0.0046,-0.0208,-0.0122,10.0,483.4257,-17.8843,4.2858,43.1676,0.8337,0.2031,-0.5135,-36.2065,0.0749,-0.0,-0.0296,-0.067,10.0,-0.023,0.0749,0.8337,0.2031,-0.5135,0.098,0.2762,0.0859,0.021302582003128165,0.0296
921453.08,300925.82,-0.0007,-0.0143,-0.0092,10.0,426.4794,-17.9821,-0.4418,38.5577,0.8035,0.3544,-0.4783,-33.0485,0.0775,0.002,-0.01,-0.043,10.0,-0.0209,0.0775,0.8035,0.3544,-0.4784,0.1041,0.4587,0.2212,0.014317122615944868,0.01019803902718557
921483.08,300865.82,0.0,-0.0016,-0.0009,10.0,331.5589,-6.6081,-1.2707,24.3259,0.7709,0.373,-0.5163,-18.1282,0.0547,0.0003,-0.0017,-0.0162,10.0,-0.0077,0.0547,0.7709,0.373,-0.5163,-0.0298,0.2744,0.0762,0.0016,0.0017262676501632068
921483.08,300835.82,-0.0005,-0.002,-0.0009,10.0,348.0204,-9.126,1.3551,27.8896,0.8112,0.1683,-0.5601,-22.7949,0.0655,0.0,-0.0096,-0.0135,10.0,-0.0196,0.0655,0.8112,0.1683,-0.5601,0.1416,0.2979,0.1088,0.00206155281280883,0.0096
921483.08,300805.82,0.0002,0.0003,0.0002,10.0,434.5647,-6.3326,0.17,32.6034,0.7822,0.1313,-0.609,-24.7856,0.057,0.0,0.0035,-0.0146,10.0,-0.013,0.057,0.7822,0.1313,-0.609,0.0598,0.1942,0.0413,0.0003605551275463989,0.0035
921483.08,300775.82,0.0003,0.0001,0.0002,10.0,511.9824,-7.7014,0.6654,47.726,0.6713,0.1535,-0.7251,-39.6737,0.0775,0.0002,-0.001,-0.0007,10.0,-0.0037,0.0775,0.6713,0.1535,-0.7251,0.0353,0.2623,0.0701,0.0003162277660168379,0.001019803902718557
921513.08,300715.82,0.0,0.0009,0.0002,10.0,338.2021,-9.569,-1.2862,21.7697,0.8868,0.1815,-0.425,-17.9713,0.0531,-0.0021,0.0104,-0.0274,10.0,-0.0152,0.0531,0.8868,0.1815,-0.425,0.0677,0.251,0.0676,0.0009,0.010609901036296238
921513.08,300685.82,0.0,-0.0006,-0.0002,10.0,335.0069,-11.5454,-3.5438,22.4304,0.885,0.2667,-0.3817,-19.7243,0.0589,-0.0003,0.0016,-0.0121,10.0,-0.0232,0.0589,0.885,0.2667,-0.3817,0.2608,0.4798,0.2982,0.0006,0.0016278820596099706
921543.08,300625.82,0.0011,-0.0023,-0.0005,10.0,341.4602,-4.3791,-1.3362,22.1286,0.7247,0.4709,-0.5031,-14.9346,0.0437,0.0041,-0.0082,-0.0474,10.0,-0.0105,0.0437,0.7247,0.4709,-0.503,0.0771,0.5679,0.3284,0.0025495097567963926,0.009167878707749138
921573.08,300565.82,0.0007,-0.0001,0.0005,10.0,314.0296,-6.2784,-4.236,23.5579,0.7442,0.437,-0.5051,-18.4229,0.0587,0.0003,-0.0005,-0.0219,10.0,-0.027,0.0587,0.7442,0.437,-0.5051,0.0051,0.0648,0.0042,0.0007071067811865475,0.00058309518948453
