xcoord,ycoord,xvelbed,yvelbed,zvelbed,thickbed,nodearea,load1,load2,load3,normalbed1,normalbed2,normalbed3,normalload,normalstress,xvelsurf,yvelsurf,zvelsurf,thicksurf,projstress,normalstressbis,normalbed1bis,normalbed2bis,normalbed3bis,xgrad,ygrad,zgrad,vel_h_bed,vel_h_surf
2597202.6813,1093514.6773,-0.9897,0.7079,-0.8614,26.0516,362.0864,-10.8259,-1.2197,58.2088,0.7169,0.1895,-0.671,-47.0487,0.1299,-1.7074,1.3009,-1.3268,26.0516,-0.0476,0.1299,0.7169,0.1895,-0.671,0.2556,-0.1189,0.0795,1.2168107905504455,2.146521737602487
2597530.5445,1093298.7071,-1.2969,2.1181,-1.4042,31.1528,235.66,-0.1857,-1.5881,36.3468,0.7322,0.1468,-0.665,-24.5406,0.1041,-1.3659,2.1861,-3.5139,31.1528,-0.0064,0.1041,0.7322,0.1468,-0.665,0.7294,-0.3236,0.6367,2.4836056893154357,2.5777346682697972
2597676.1675,1092476.1426,1.1061,3.1813,-1.4993,21.2073,313.0166,-23.0441,31.698,82.6461,0.6227,-0.5959,-0.5071,-75.1477,0.2401,3.9995,7.463,-12.0575,21.2073,-0.0848,0.2401,0.6227,-0.5959,-0.5071,0.6514,-0.2083,0.4677,3.368104348146001,8.46713465406096
2597010.0093,1092417.9473,-3.6651,-0.7537,-3.6678,39.793,586.8177,-122.5685,53.5918,187.7687,0.6771,-0.4909,-0.5482,-212.2341,0.3617,-5.038,-2.1322,-10.1566,39.793,-0.0859,0.3617,0.6771,-0.4909,-0.5482,0.7568,-0.5456,0.8704,3.7417939146885146,5.470623441619794
2597067.7809,1093627.541,-0.7453,0.6144,0.1026,24.9787,589.6183,-27.2058,-120.2297,147.7861,0.4559,0.6226,-0.636,-181.2568,0.3074,-0.919,0.7689,0.131,24.9787,0.1568,0.3074,0.4558,0.6226,-0.6361,0.0239,-0.0774,0.0066,0.9658982606879464,1.198235456828081
2597090.2643,1093608.7304,-0.708,0.5736,-0.0342,29.5286,495.3544,-56.0154,-114.4919,127.1736,0.5602,0.6623,-0.4976,-170.4829,0.3442,-0.9877,0.8263,0.0547,29.5286,0.1534,0.3442,0.5602,0.6623,-0.4976,0.0384,-0.0928,0.0101,0.9111975416999324,1.2877588982414372
2597112.7477,1093589.9197,-0.7749,0.6668,-0.2135,27.7654,491.4986,-59.1175,-87.4115,106.4528,0.6447,0.599,-0.4749,-141.027,0.2869,-1.0806,0.904,-0.1839,27.7654,0.0799,0.2869,0.6447,0.5991,-0.4748,0.0578,-0.1076,0.0149,1.0222975349671934,1.4088691777450453
2597135.2311,1093571.1091,-1.0456,0.8561,-0.2415,23.5063,467.0815,-58.5528,-93.0106,111.9937,0.626,0.6178,-0.4759,-147.4098,0.3156,-1.1781,0.9856,-0.2241,23.5063,0.0219,0.3156,0.626,0.6178,-0.4759,0.0987,-0.1007,0.0199,1.3513647065096823,1.5360100813471245
2597157.7145,1093552.2985,-0.9675,0.7716,-0.2204,27.1488,378.2946,-37.662,-59.6653,110.0767,0.5648,0.5304,-0.6322,-122.5064,0.3238,-1.2496,1.0455,-0.4144,27.1488,0.0249,0.3238,0.5648,0.5304,-0.6322,0.1316,-0.1272,0.0335,1.2375066908910028,1.6292852451305144
2597180.1979,1093533.4879,-0.8616,0.7452,-0.3646,37.1996,301.9279,-12.0022,-4.1053,91.3154,0.5102,0.2737,-0.8153,-81.7008,0.2706,-1.3544,1.1332,-0.8948,37.1996,-0.0168,0.2706,0.5102,0.2737,-0.8153,0.258,-0.1475,0.0883,1.1391565300695072,1.765939296804961
2597226.1001,1093499.2509,-1.965,1.2669,-0.7848,10.0,696.2862,-13.2585,-59.2072,110.8022,0.6027,0.5119,-0.6121,-106.1246,0.1524,-2.2969,1.513,-0.8886,10.0,-0.0433,0.1524,0.6027,0.5119,-0.6121,0.3629,-0.05,0.1342,2.338003552178653,2.750439712118773
2597249.5189,1093483.8244,-2.4065,1.4394,-0.5624,19.224,384.8047,-19.7531,-59.3471,91.9417,0.5352,0.6366,-0.5553,-99.4038,0.2583,-3.1308,2.0623,-1.0253,19.224,-0.0366,0.2583,0.5352,0.6366,-0.5553,0.5206,-0.0657,0.2754,2.8041245710560005,3.748998523606004
2597272.9377,1093468.398,-3.0637,1.7628,-1.0017,28.0182,414.8917,-30.1579,-60.7574,114.2492,0.557,0.5917,-0.5828,-119.3297,0.2876,-3.7463,2.4677,-1.9416,28.0182,-0.0848,0.2876,0.557,0.5917,-0.5828,0.4839,0.0465,0.2363,3.534645884667939,4.48601236957724
2597296.3565,1093452.9715,-3.4064,2.0086,-1.1937,30.4745,492.5243,-34.9012,-61.5602,143.9481,0.5615,0.5493,-0.6189,-142.4955,0.2893,-4.2584,2.8051,-2.3816,30.4745,-0.1136,0.2893,0.5615,0.5493,-0.6189,0.3958,0.0969,0.166,3.9544955329346374,5.099270199744272
2597319.7753,1093437.5451,-3.8303,2.2397,-1.415,29.6427,360.8762,-29.0536,-45.4966,112.3408,0.568,0.5208,-0.6373,-111.7912,0.3098,-4.7344,3.1187,-2.6678,29.6427,-0.1243,0.3098,0.568,0.5208,-0.6373,0.3732,0.0901,0.1474,4.437054673992647,5.669288584117058
2597343.1941,1093422.1187,-4.5819,2.7435,-2.1313,29.9385,348.2552,-28.891,-36.7913,101.1302,0.6018,0.4876,-0.6325,-99.2935,0.2851,-5.2527,3.4601,-3.346,29.9385,-0.0718,0.2851,0.6018,0.4876,-0.6325,0.4778,-0.0192,0.2287,5.340468131166031,6.2899244272089625
2597366.6129,1093406.6922,-4.9569,3.0463,-2.7022,29.984,375.6465,-32.2942,-32.9835,105.61,0.6354,0.4514,-0.6265,-101.5715,0.2704,-5.4719,3.6045,-4.1242,29.984,-0.0356,0.2704,0.6354,0.4514,-0.6265,0.463,-0.1597,0.2399,5.818144145687695,6.55241252211733
2597390.0317,1093391.2658,-5.1426,3.1914,-3.1905,29.246,393.3007,-34.7323,-27.3471,108.5902,0.6588,0.4182,-0.6254,-102.2279,0.2599,-5.5041,3.6257,-4.5575,29.246,-0.0216,0.2599,0.6588,0.4182,-0.6254,0.3461,-0.2119,0.1647,6.052385374379262,6.590964823149947
2597413.4505,1093375.8393,-4.848,3.076,-3.2262,23.832,398.3137,-25.3123,-21.278,94.5848,0.6749,0.3925,-0.6249,-84.5373,0.2122,-5.2738,3.474,-4.6219,23.832,-0.0356,0.2122,0.6749,0.3925,-0.6249,0.2813,-0.1665,0.1069,5.741505029171359,6.315191401691639
2597436.8693,1093360.4129,-4.3892,2.8365,-3.1409,18.0979,414.9326,-8.6891,-16.4245,72.3553,0.6883,0.366,-0.6263,-57.3101,0.1381,-4.5655,3.0074,-4.1509,18.0979,-0.0222,0.1381,0.6883,0.366,-0.6263,0.3509,-0.1945,0.161,5.22597444406304,5.467014268318677
2597460.2881,1093344.9864,-3.5255,2.2821,-2.6116,12.507,447.6153,3.6965,-16.2848,57.6621,0.6988,0.358,-0.6193,-38.9582,0.087,-3.6177,2.3831,-3.4774,12.507,-0.023,0.087,0.6988,0.358,-0.6193,0.3788,-0.1379,0.1625,4.1996583980128666,4.332080204705356
2597483.7069,1093329.56,-2.8342,1.8285,-2.1366,10.0,396.793,7.0894,-15.5307,42.1056,0.7052,0.3926,-0.5904,-25.9585,0.0654,-2.8814,1.898,-2.5373,10.0,-0.0094,0.0654,0.7052,0.3926,-0.5904,0.6008,-0.2018,0.4016,3.372847741894081,3.450343455367886
2597507.1257,1093314.1335,-2.5106,1.5903,-1.193,10.0,340.3315,-5.1498,-18.6259,62.8696,0.5794,0.4609,-0.6722,-53.8304,0.1582,-2.6478,1.7442,-1.747,10.0,0.0216,0.1582,0.5794,0.4609,-0.6722,0.6513,-0.3176,0.525,2.9718961035002556,3.1706589977479447
2597535.7453,1093269.3298,-0.7256,2.203,-1.2206,13.4419,462.7872,-58.6418,-3.675,103.7865,0.8738,-0.0512,-0.4836,-101.2439,0.2188,-0.4041,2.2827,-2.9228,13.4419,-0.0848,0.2188,0.8738,-0.0512,-0.4836,0.7422,-0.1904,0.5871,2.319418970345806,2.3181924208313687
2597540.9462,1093239.9525,-0.4704,0.8151,-0.3387,22.1173,604.2708,-76.2119,-30.9736,154.9046,0.8098,0.0977,-0.5785,-154.354,0.2554,-0.2806,1.5849,-3.2908,22.1173,-0.0835,0.2554,0.8098,0.0977,-0.5785,0.6399,-0.1412,0.4295,0.941097322278626,1.6095478775109489
2597546.147,1093210.5752,-0.9818,1.4635,-0.7712,25.1464,357.6939,-61.3791,-14.5749,117.8187,0.8178,0.0624,-0.5721,-118.5098,0.3313,-0.3501,1.9778,-5.0698,25.1464,-0.1313,0.3313,0.8178,0.0624,-0.5721,0.5322,-0.1517,0.3062,1.7623176473042537,2.0085474477840948
2597551.3478,1093181.1979,-0.7818,1.3441,-0.5526,30.0993,552.8351,-75.8703,-17.3032,184.2853,0.7511,0.0424,-0.6588,-179.1277,0.324,-0.4514,2.5499,-5.6463,30.0993,-0.0998,0.324,0.7511,0.0424,-0.6588,0.5739,-0.0811,0.3359,1.5549328120533055,2.5895466726823058
2597556.5486,1093151.8206,-0.9664,1.5184,-0.7966,31.0541,406.5069,-62.5489,-8.4901,136.5498,0.7977,0.0252,-0.6026,-132.39,0.3257,-0.5554,3.1375,-5.8069,31.0541,-0.1222,0.3257,0.7977,0.0252,-0.6026,0.5982,0.0144,0.3581,1.7998520828112514,3.186279242313831
2597561.7494,1093122.4433,-0.7408,2.0765,-1.0219,21.9506,491.8109,-56.9491,-2.6693,126.1611,0.8266,-0.0506,-0.5606,-117.6583,0.2392,-0.672,3.7961,-4.0283,21.9506,-0.1144,0.2392,0.8266,-0.0506,-0.5606,0.4975,0.0563,0.2507,2.204685213358134,3.855121166707993
2597566.9503,1093093.066,-0.8393,3.7886,-1.2703,10.0,505.0698,-31.4134,-20.2372,92.293,0.8225,-0.0149,-0.5686,-78.0128,0.1545,-0.7716,4.3582,-2.5647,10.0,-0.0377,0.1545,0.8225,-0.0149,-0.5686,0.7646,-0.2793,0.6627,3.8804528666123494,4.425977157645529
2597572.1511,1093063.6887,-1.9153,2.6404,-0.266,43.2999,496.6213,-117.2385,-111.837,233.8861,0.7574,0.2851,-0.5875,-258.0783,0.5197,-0.618,3.4907,-9.9135,43.2999,0.0984,0.5197,0.7574,0.2851,-0.5875,1.3219,-0.6961,2.2321,3.2619145068502333,3.544983849046424
2597577.3519,1093034.3114,-4.7289,1.8406,-3.6961,76.2225,400.5141,-149.3723,-87.4436,211.2819,0.7816,0.2507,-0.5712,-259.3561,0.6476,-0.3743,2.1143,-20.7022,76.2225,0.0315,0.6476,0.7816,0.2507,-0.5712,1.4236,-0.2094,2.0705,5.07447569409885,2.147176047742709
2597582.5527,1093004.9341,-5.7034,3.2286,-6.1665,92.1958,480.7188,-221.861,-14.3846,266.1126,0.832,0.0655,-0.5509,-332.1283,0.6909,-0.7944,4.4871,-27.0014,92.1958,0.0142,0.6909,0.832,0.0655,-0.5509,1.5516,-0.1573,2.4323,6.553825563745193,4.556878072759902
2597587.7535,1092975.5568,-4.4358,2.3442,-4.7368,85.1596,471.0408,-189.578,45.6019,265.7259,0.7786,-0.0701,-0.6236,-316.5107,0.6719,-1.0959,6.1903,-26.395,85.1596,-0.0204,0.6719,0.7786,-0.0701,-0.6236,1.1499,0.1181,1.3362,5.017130183680707,6.286557953284134
2597592.9543,1092946.1795,-0.1906,-0.5471,-0.1085,79.9196,343.3796,-44.0881,-9.9125,197.2051,0.5462,0.0967,-0.8321,-189.1243,0.5508,-1.3145,7.4254,-23.7205,79.9196,0.1505,0.5508,0.5462,0.0967,-0.8321,1.0215,0.502,1.2954,0.5793502999049884,7.540853758693375
2597598.1552,1092916.8021,0.2284,-0.1874,0.056,71.621,385.8758,-28.4737,-0.7607,196.2253,0.5462,0.0967,-0.8321,-178.8954,0.4636,-1.4473,8.1754,-17.2467,71.621,0.12,0.4636,0.5462,0.0967,-0.8321,0.8639,0.6077,1.1157,0.2954408908732845,8.302520246888893
2597603.356,1092887.4249,-0.1682,-0.175,-0.0519,40.1264,291.2203,-12.2419,1.5844,122.9662,0.5236,0.129,-0.8421,-109.7581,0.3769,-0.4749,2.6828,-5.4198,40.1264,0.0872,0.3769,0.5236,0.129,-0.8421,0.3536,0.6822,0.5905,0.24272667756140856,2.7245083684951306
2597608.5568,1092858.0475,-0.0803,-0.0083,-0.0234,45.0663,336.3409,-12.7839,9.1071,106.9641,0.5839,0.092,-0.8066,-92.9009,0.2762,-0.1462,0.8257,-2.9871,45.0663,0.0332,0.2762,0.5839,0.092,-0.8066,0.9313,0.0833,0.8743,0.08072781428974773,0.8385433381763878
2597613.7576,1092828.6702,-0.096,0.3247,-0.1467,40.1335,381.1867,-15.3937,25.4866,104.0179,0.6569,-0.1773,-0.7328,-90.8569,0.2384,-0.2258,1.2754,-2.6559,40.1335,0.03,0.2384,0.6569,-0.1773,-0.7328,1.1154,0.1241,1.2596,0.3385942852441547,1.2952338784945368
