   2637008.8437   1100026.0911         0.0149        -0.2716        -1.7616        37.3212         0.0369         0.3323        -0.7120         0.0387        -0.7011        -0.7626         0.6791         1.0428
   2636999.4579   1100053.2733         0.0228         0.0597        -2.8590        47.9557        -0.0961         0.4443        -0.8214         0.1491        -0.5505        -0.7498         0.4688         0.7820
   2637093.3606   1100118.2599        -0.3902        -0.2154        -0.6782        10.0000        -0.1858         0.2662        -0.1962         0.9336        -0.2997        -0.1661         0.5019         0.2795
   2637120.9207   1100125.4045         0.0304        -0.0091        -0.6184        10.0000        -0.1067         0.1712         0.2728         0.9248        -0.2652        -0.0461         0.6262         0.3943
   2637199.6540   1100040.4194         2.5949        -1.0228        -0.9763        32.4394         0.0244         0.2040        -0.0289         0.4460        -0.8946         0.0684         0.6481         0.4247
   2637327.5441   1100052.6887         5.6554        -1.0897        -0.6835        30.8924        -0.0616         0.2395         0.1555         0.6753        -0.7209         0.0048         0.5343         0.2855
   2637388.5357   1100017.5009         8.7613        -2.7809        -3.2845        37.8657        -0.0345         0.2078        -0.0368         0.5875        -0.8084        -0.0107         0.4981         0.2482
   2637495.2875   1100003.9485        15.8058         0.8272        -2.7360        22.3539        -0.0665         0.2258        -0.1806         0.5613        -0.8077         0.0592         0.2373         0.0598
   2637563.8457   1100019.9796        10.8687         5.4667         0.1154        22.3069         0.0114         0.1564        -0.3408         0.3579        -0.8693        -0.5108         0.4273         0.4435
   2637620.3011   1100070.2078         1.7432         0.9148        -0.0092        27.4596        -0.0168         0.1504        -0.3368         0.6013        -0.7246        -0.4415         0.6087         0.5655
   2637653.5741   1100073.9453         0.6100         0.7264        -0.0661        23.8191        -0.0037         0.1808        -0.3494         0.2021        -0.9149        -0.2910         0.2806         0.1634
   2637671.6268   1100140.7800         0.2681         0.4367        -0.3957        36.9459         0.0178         0.2409        -0.6080         0.3072        -0.7321        -0.8995        -0.1145         0.8222
   2637733.4323   1100194.1631         0.3125         0.1112         0.0660        10.0000         0.0492         0.0721        -0.2643         0.6329        -0.7277        -0.2306        -0.3989         0.2123
   2637809.9862   1100188.8961         0.0585        -0.0121         0.0377        10.0000         0.0522         0.0835         0.1122         0.5396        -0.8344         0.0073        -0.1168         0.0137
   2637953.0696   1100138.0683         0.1781        -0.0872         0.0031        10.4638         0.0549         0.0892         0.2299         0.5074        -0.8305        -0.0661        -0.0770         0.0103
   2638050.5030   1100077.2141         0.9833        -0.3891        -0.5840        33.6340        -0.1371         0.2949         0.0708         0.6080        -0.7908        -0.0041         0.1702         0.0290
   2638299.8021   1099047.0567         0.8402         5.2715        -1.3553        54.5842         0.1932         0.4795         0.2935        -0.0681        -0.9535         0.1778        -0.6331         0.4324
   2638315.0635   1098993.3666        -1.3083         3.3499        -4.2824        82.4276         0.3201         0.7866         0.4139         0.2020        -0.8876         0.1287        -0.4027         0.1788
   2638409.5037   1098803.5555        -0.0052         1.5559        -0.1149        17.8240         0.0111         0.1175         0.6777        -0.0311        -0.7346         0.0581        -0.3317         0.1134
   2638371.9518   1098704.3161         0.7130         1.1734        -2.2335        10.0000        -0.0242         0.0609         0.3369        -0.7811        -0.5257         0.3598        -0.5805         0.4664
   2638338.1026   1098686.9626         0.3825         0.5075        -0.6515        10.0000        -0.0012         0.1337         0.4160        -0.2912        -0.8615         0.0449        -0.3786         0.1453
   2638333.9733   1098653.9187        -0.0793         0.3033         0.0173        10.0000        -0.0097         0.0877         0.5170         0.1161        -0.8481         0.1699        -0.1527         0.0522
   2638357.3289   1098613.4554        -0.0235         0.2381         0.0118        10.0000        -0.0460         0.0724         0.6721         0.0815        -0.7360         0.0416        -0.0023         0.0017
   2638313.9745   1098463.9661         0.5584         1.1280        -0.3746        29.1479         0.0520         0.2838         0.4622        -0.2872        -0.8390        -0.1091        -0.4144         0.1836
   2638272.8370   1098406.4147         1.1110         1.4862        -0.3525        10.0000         0.0449         0.1571         0.5071        -0.5279        -0.6813        -0.4007        -0.5075         0.4181
   2638229.4024   1098350.8353         1.6637         0.8112        -0.6390        19.6309         0.0154         0.1825         0.3814        -0.6287        -0.6777        -0.3331        -0.6158         0.4901
   2638147.0663   1098335.6365         1.3776        -0.0686        -3.0468        32.0346        -0.0495         0.2368        -0.1484        -0.6771        -0.7208        -0.2790        -0.5174         0.3456
   2638080.2796   1098357.0963        -0.1680         0.1353        -3.0038        26.8296        -0.0655         0.2174        -0.3555        -0.6541        -0.6677        -0.2408        -0.5370         0.3464
   2638036.1672   1098424.2588        -0.4650         2.0956        -1.7963        28.6394        -0.0313         0.1218        -0.5773        -0.4126        -0.7047        -0.1936        -0.4271         0.2199
   2638039.2835   1098454.1378         1.2546         2.3934        -0.8865        28.6371         0.0272         0.1414        -0.5202         0.1494        -0.8409        -0.2985        -0.3890         0.2404
   2638102.0418   1098489.1399         1.7875         1.8101        -1.6229        13.4569         0.0125         0.0871        -0.6474        -0.0281        -0.7616        -0.3098        -0.5803         0.4328
   2638150.4995   1098563.4882        -1.4009         1.0699        -1.1015        31.1532         0.0333         0.2300        -0.1017        -0.3209        -0.9416        -0.0751        -0.5213         0.2774
   2638042.3112   1098526.1477        -0.5901        -0.1344        -2.8298        18.2073        -0.0359         0.2084         0.1027        -0.7603        -0.6414         0.2762        -0.7747         0.6765
   2637963.2352   1098519.6587         1.7014         0.5419        -4.2158        19.7546        -0.0907         0.3286         0.2416        -0.7984        -0.5516         0.2135        -0.8258         0.7276
   2636999.0436   1100013.0318         0.0376         0.0501        -0.5318        17.4430        -0.0080         0.2330        -0.7011         0.3790        -0.6041        -0.4361         0.8925         0.9867
   2637022.9336   1100069.5199        -0.0746        -0.0517        -2.6367        56.5008         0.0038         0.3844        -0.5357         0.4408        -0.7202        -0.7420         0.6437         0.9649
   2637046.4092   1100085.7666        -0.0717        -0.0496        -1.8855        55.3143         0.0099         0.4063        -0.4017         0.4509        -0.7970        -0.4994         0.6199         0.6337
   2637069.8849   1100102.0132        -0.2264        -0.1567        -1.6246        53.6322        -0.0630         0.3060        -0.2816         0.6935        -0.6632        -0.4548         0.5169         0.4741
   2637140.6040   1100104.1582         0.3855        -0.4161        -0.6099        10.0000        -0.0897         0.1787         0.5334         0.7967        -0.2843        -0.0469         0.5914         0.3520
   2637160.2873   1100082.9119         0.5662        -0.6111        -0.7810        41.8246        -0.0163         0.0814         0.2798         0.6399        -0.7157         0.2454         0.5933         0.4122
   2637179.9707   1100061.6657         0.9565        -1.0325        -0.6247        36.4845        -0.0177         0.2685         0.3756         0.3779        -0.8462         0.3059         0.4355         0.2833
   2637225.2320   1100042.8732         3.1775         0.3048        -1.5627        44.1755         0.0038         0.2113        -0.1453         0.5972        -0.7888        -0.0149         0.7893         0.6233
   2637250.8100   1100045.3271         3.8813         0.3724        -0.7681        39.7272         0.0088         0.3331         0.0008         0.6131        -0.7900        -0.1752         0.7806         0.6400
   2637276.3881   1100047.7810         4.5451         0.4360        -0.9020        38.2249         0.0121         0.1514        -0.1574         0.5544        -0.8172        -0.2654         0.7885         0.6921
   2637301.9661   1100050.2348         5.0056         0.4802        -0.9609        34.9212         0.0006         0.1977        -0.0848         0.5548        -0.8277        -0.1972         0.6456         0.4557
   2637347.8746   1100040.9594         5.6392        -3.2534        -1.2025        29.6019        -0.0148         0.1821         0.1967         0.5935        -0.7804         0.1327         0.6564         0.4484
   2637368.2052   1100029.2301         6.2546        -3.6085        -2.4551        29.0397        -0.0203         0.1222         0.0711         0.6661        -0.7425         0.1327         0.6185         0.4001
   2637415.2237   1100014.1128        11.4087        -1.4484        -4.1139        33.0306        -0.0419         0.1748        -0.1810         0.6725        -0.7176        -0.2464         0.5135         0.3244
   2637441.9116   1100010.7247        12.0451        -1.5292        -3.8780        38.7768        -0.0230         0.1887        -0.1874         0.6027        -0.7757        -0.3749         0.4131         0.3112
