date,u_bed_elmer,u_surf_elmer,tau_d_elmer,tau_b_elmer,sigma_elmer,u_def_elmer,slope_x,averaged_slope,slopesmooth,gradxmean,gradymean,gradzmean,normalstress,projvector,sigma_plus_tau_b,u_surf_local,altitude,velocity,thickness,slope_y,obs_tau_b,obs_u_def,obs_u_def_2,obs_u_bed,obs_u_bed_2
1997,,,,,,,,,,,,,,,,,1821.5,,247.3499999999999,0.13627835076393596,0.11681786493188262,16.592532902115863,8.686610624267892,,
1998,,,,,,,,,,,,,,,,,1817.5,,243.3499999999999,0.13637297730744743,0.11599781627272157,16.032995507486575,8.367417475135175,,
1999,,,,,,,,,,,,,,,,,1813.5,,239.3499999999999,0.1364676038509589,0.11517776761356055,15.500380004699469,8.056567477231159,,
2000,,,,,,,,,,,,,,,,,1810.0,,235.8499999999999,0.13656223039447038,0.11446022503679464,15.055735434969177,7.791306937832302,,
2001,,,,,,,,,,,,,,,,,1805.6,53.5,231.44999999999982,0.13665685693798185,0.11355817151171749,14.524153009036594,7.4666020452190205,38.975846990963404,46.03339795478098
2002,,,,,,,,,,,,,,,,,1802.0,48.5,227.8499999999999,0.1367514834814933,0.11282012771847257,14.111190514636814,7.2080773901817174,34.38880948536318,41.291922609818286
2003,12.988719240284693,27.653011510371037,0.27631717589021465,0.1127115468995089,0.14349009548882136,14.664292270086344,0.14056348205859828,0.17875323877714216,0.14233164798618086,-0.04532728613569321,0.11188008849557524,-0.01457171707020475,1.539127286135693,0.0792646977065797,0.25620164238833026,29.045760379249835,1795.8,,221.64999999999986,0.13684611002500477,0.11154905229677295,13.444452084957225,6.777601610135383,,
2004,,,,,,,,,,,,,,,,,1793.2,45.0,219.04999999999995,0.13687367993313287,0.11101602066831828,13.180995105010997,6.602537442523218,31.819004894989003,38.397462557476786
2005,,,,,,,,,,,,,,,,,1789.5,43.9,215.3499999999999,0.13690124984126098,0.11025747565859433,12.82191216416115,6.358865780266374,31.07808783583885,37.54113421973362
2006,,,,,,,,,,,,,,,,,1784.9,,210.75,0.13692881974938906,0.10931441970055915,12.40056978845083,6.064717712692151,,
2007,,,,,,,,,,,,,,,,,1780.0,43.0,205.8499999999999,0.13695638965751716,0.10830986009308685,11.981094822543483,5.761897161087194,31.018905177456517,37.23810283891281
2008,11.511417502336206,23.494586613913633,0.2533993647607103,0.10844474564322668,0.1478530951607998,11.983169111577427,0.13994879208888808,0.1697038627562599,0.1381982813822872,-0.01729369676320273,0.12008773424190801,-0.014720135863092735,1.4672533219761499,0.08805170232553254,0.2562978408040265,25.288629320293275,1776.7,,202.54999999999995,0.13698395956564527,0.10763331994927902,11.714966198516294,5.563948521976181,,
2009,,,,,,,,,,,,,,,,,1771.5,,197.3499999999999,0.14442303061493755,0.10656725669236966,11.32121392363845,5.261615834501887,,
2010,,,,,,,,,,,,,,,,,1767.6,,193.44999999999982,0.15186210166422984,0.10576770924968762,11.045623821703028,5.042416044214193,,
2011,,,,,,,,,,,,,,,,,1762.2,,188.04999999999995,0.15930117271352212,0.10466064355982026,10.690600825975531,4.749350125464699,,
2012,,,,,,,,,,,,,,,,,1757.2,,183.04999999999995,0.1667402437628144,0.10363558273586895,10.388039236470554,4.488560272739217,,
2013,,,,,,,,,,,,,,,,,1750.1,24.0,175.94999999999982,0.1741793148121067,0.10217999636585809,9.998990845892731,4.135209974211622,14.001009154107269,19.864790025788377
2014,,,,,,,,,,,,,,,,,1749.6,27.0,175.44999999999982,0.18161838586139895,0.10207749028346297,9.973306515451592,4.1110614714151685,17.02669348454841,22.88893852858483
2015,,,,,,,,,,,,,,,,,1741.8,24.0,167.64999999999986,0.18905745691069123,0.10047839539809894,9.600165276734636,3.7465564223958934,14.399834723265364,20.253443577604106
2016,,,,,,,,,,,,,,,,,1736.7,20.0,162.54999999999995,0.1964965279599835,0.09943283335766864,9.382746490608614,3.5203598998728034,10.617253509391386,16.479640100127195
2017,,,,,,,,,,,,,,,,,1730.4,,156.25,0.2039355990092758,0.09814125671949002,9.141001686036411,3.253760012779253,,
2018,,,,,,,,,,,,,,,,,1725.1,18.0,150.94999999999982,0.21137467005856808,0.09705469224610161,8.959048004679815,3.0401385373753955,9.040951995320185,14.959861462624605
2019,7.78870379878791,15.604874395600563,0.2454452986755802,0.09485286469768868,0.15786175443770042,7.816170596812652,0.1645582100744176,0.1851658835088552,0.13420773541461384,-0.059049212598425195,0.12351535433070865,-0.018742852263934528,1.3187496062992126,0.1203571682643539,0.2527146191353891,11.940593005722405,1718.8,,144.64999999999986,0.21881374110786037,0.09576311560792299,8.766320740993361,2.7984908185412145,,
2020,,,,,,,,,,,,,,,,,1712.3,,138.14999999999986,0.22625281215715265,0.0944305365367863,8.59219096709531,2.5627067210294503,,
2021,,,,,,,,,,,,,,,,,1707.1,,132.94999999999982,0.23369188320644493,0.09336447327987694,8.469491198377206,2.3836579921732004,,
2022,,,,,,,,,,,,,,,,,1699.5,12.3,125.34999999999991,0.24113095425573722,0.091806380827471,8.314304419089323,2.1367493784032794,3.9856955809106775,10.16325062159672
