date,u_bed_elmer,u_surf_elmer,tau_d_elmer,tau_b_elmer,sigma_elmer,u_def_elmer,slope,averaged_slope,slopesmooth,gradxmean,gradymean,gradzmean,normalstress,projvector,sigma_plus_tau_b,u_surf_local,altitude,velocity,thickness,obs_tau_b,obs_u_def,obs_u_bed
1934.0,49.71107478495539,61.28889277945946,0.21912534371996334,0.13208670313353887,0.08350959902025697,11.577817994504066,0.3255904541065609,0.33567691546156947,0.3686902996106644,-0.3042636363636364,-0.16129545454545455,-0.11859258407024793,0.7043772727272727,0.12325869768553588,0.21559630215379583,61.465905977508136,,,,,,
1966.0,,,,,,,,,,,,,,,,,2832.405,85.31,68.38500000000022,0.1254293722292037,8.723077048390394,76.58692295160961
1967.0,,,,,,,,,,,,,,,,,2832.145,83.64,68.125,0.12506300666047615,8.630779119067029,75.00922088093297
1968.0,,,,,,,,,,,,,,,,,2832.145,88.8,68.125,0.12506300666047615,8.630779119067029,80.16922088093297
1969.0,,,,,,,,,,,,,,,,,2833.4550000000004,93.46,69.4350000000004,0.1269089254875255,9.106673761808114,84.35332623819188
1970.0,,,,,,,,,,,,,,,,,2834.5150000000003,94.45,70.49500000000035,0.12840256972925956,9.511983392193017,84.93801660780699
1971.0,47.4901141749775,57.733856253091545,0.22079173892218626,0.1301241785623944,0.08861951424526877,10.243742078114046,0.3214776456171196,0.3440586054489667,0.3690266359685131,-0.3150545454545454,-0.16252727272727274,-0.1256744809917355,0.6949363636363636,0.13202760775693964,0.21874369280766315,57.54999875019525,2831.355,89.13,67.33500000000004,0.12394981897088189,8.356748740575549,80.77325125942444
1972.0,,,,,,,,,,,,,,,,,2830.9550000000004,88.3,66.9350000000004,0.12338617963437896,8.221627243963455,80.07837275603654
1973.0,,,,,,,,,,,,,,,,,2833.985,81.81,69.96500000000015,0.1276557476083922,9.307025956058213,72.50297404394179
1974.0,,,,,,,,,,,,,,,,,2832.405,84.31,68.38500000000022,0.1254293722292037,8.723077048390394,75.58692295160961
1975.0,,,,,,,,,,,,,,,,,2834.2450000000003,85.31,70.22500000000036,0.12802211317711976,9.406991327377064,75.90300867262295
1976.0,,,,,,,,,,,,,,,,,2831.215,84.14,67.19500000000016,0.12375254520310587,8.309181323792071,75.83081867620793
1977.0,,,,,,,,,,,,,,,,,2835.0350000000003,89.96,71.01500000000033,0.129135300866714,9.717617066325491,80.2423829336745
1978.0,,,,,,,,,,,,,,,,,2836.7450000000003,100.28,72.72500000000036,0.1315448590302663,10.426401426797693,89.8535985732023
1979.0,,,,,,,,,,,,,,,,,2834.645,107.26,70.625,0.1285857525136227,9.562967292786825,97.69703270721318
1980.0,,,,,,,,,,,,,,,,,2837.675,111.92,73.6550000000002,0.13285532048763657,10.833471655654861,101.08652834434514
1981.0,,,,,,,,,,,,,,,,,2837.405,117.07,73.38500000000022,0.1324748639354968,10.713688611748363,106.35631138825163
1982.0,,,,,,,,,,,,,,,,,2837.405,106.26,73.38500000000022,0.1324748639354968,10.713688611748363,95.54631138825164
1983.0,,,,,,,,,,,,,,,,,2835.3050000000003,97.45,71.28500000000031,0.1295157574188538,9.826185522533855,87.62381447746614
1984.0,,,,,,,,,,,,,,,,,2833.3250000000003,94.62,69.30500000000029,0.12672574270316173,9.058226142757771,85.56177385724223
1985.0,36.830326623371704,44.41613524321263,0.2126334359811279,0.11955112228253399,0.08416244461297748,7.585808619840925,0.34271353088216583,0.3443440246294904,0.36055329884338655,-0.3131363636363636,-0.17584545454545455,-0.12897600611570248,0.6433454545454544,0.13653270740247467,0.20371356689551146,44.67493594291457,2833.855,88.97,69.83500000000004,0.1274725648240284,9.257459384946694,79.7125406150533
1986.0,,,,,,,,,,,,,,,,,2831.6150000000002,86.64,67.59500000000025,0.12431618453960944,8.445878791794273,78.19412120820573
1987.0,,,,,,,,,,,,,,,,,2831.6150000000002,84.81,67.59500000000025,0.12431618453960944,8.445878791794273,76.36412120820573
1988.0,,,,,,,,,,,,,,,,,2833.585,,69.56500000000005,0.12709210827188863,9.155394265261538,
1989.0,,,,,,,,,,,,,,,,,2831.875,85.64,67.85500000000002,0.12468255010833634,8.536043298452805,77.10395670154719
1990.0,,,,,,,,,,,,,,,,,2829.7650000000003,76.16,65.74500000000035,0.12170935260828113,7.833725333511297,68.3262746664887
1991.0,,,,,,,,,,,,,,,,,2829.505,68.01,65.48500000000013,0.12134298703955358,7.75172831266034,60.258271687339665
1992.0,,,,,,,,,,,,,,,,,2828.4550000000004,56.87,64.4350000000004,0.11986343378123243,7.430384949141088,49.43961505085891
1993.0,,,,,,,,,,,,,,,,,2828.3250000000003,56.7,64.30500000000029,0.11968025099686865,7.391676306374032,49.30832369362597
1994.0,,,,,,,,,,,,,,,,,2828.0550000000003,56.87,64.03500000000031,0.11929979444472885,7.3120282053718615,49.55797179462814
1995.0,,,,,,,,,,,,,,,,,2827.395,56.87,63.375,0.11836978953949773,7.121530490366053,49.74846950963394
1996.0,,,,,,,,,,,,,,,,,2827.005,60.19,62.98500000000013,0.11782024118640705,7.0117257143785805,53.17827428562142
1997.0,33.551740562607726,40.40674600447599,0.17656628888831574,0.11585975510584721,0.057969259942735635,6.855005441868265,0.2895990178349853,0.3155098682839099,0.3637782619587455,-0.2914909090909091,-0.13859545454545458,-0.10417565010330578,0.5879272727272729,0.10373736222104292,0.17382901504858284,40.34900054196825,2826.4750000000004,60.03,62.45500000000038,0.11707341906554035,6.865738307999258,53.16426169200074
