919031.5315 300407.0871
919036.8725 300408.7632
919026.8183 300433.2372
919010.6787 300449.5091
918969.9116 300430.3533
918953.1899 300403.2599
918957.7408 300385.1412
918966.1016 300368.737
918978.59 300356.1639
918974.0392 300325.4722
918959.54 300302.8238
918942.8622 300307.8601
918919.0269 300306.7291
918907.8085 300317.1008
918898.7068 300331.6
918872.259 300351.4861
918835.7465 300365.0328
918805.7003 300401.4184
918811.2037 300421.2092
918787.7086 300429.3584
918759.9273 300442.5876
918743.0998 300457.9335
918737.7446 300437.9309
918743.1421 300410.4248
918734.0404 300385.6386
918719.0121 300363.53
918705.5712 300335.8122
918686.8175 300303.1943
918679.3033 300289.6476
918671.6833 300282.8742
918650.9399 300262.7658
918647.9554 300238.3077
918636.4741 300229.6915
918625.2012 300222.4327
918616.2054 300225.6077
918599.8858 300217.1833
918580.4125 300201.4141
918556.2824 300194.9992
918542.6405 300198.8212
918522.3786 300177.5011
918514.9703 300161.7319
918502.1644 300155.4348
918487.7658 300139.0676
918460.937 300108.1219
918452.6688 300091.4734
918452.4505 300067.9326
918442.9188 300044.2672
918420.1908 300028.6705
918394.6975 300010.8441
918379.3393 299995.3033
918374.471 299980.4866
918342.5621 299961.807
918348.2772 299933.3907
918358.1197 299909.5464
918369.3909 299886.6863
918356.5322 299870.4938
918328.7509 299883.0351
918304.4621 299868.8269
918280.967 299865.6519
918260.4882 299896.5289
918247.6688 299928.9734
918260.9688 299938.7734
918291.4688 299935.3734
918310.3688 299943.2734
918323.7472 299971.9445
918309.0152 299991.7565
918272.6688 300021.7734
918255.6688 300069.9734
918264.6688 300094.0734
918280.4688 300110.1734
918289.3688 300133.0734
918302.7158 300158.414
918334.8892 300172.384
918358.5959 300184.0257
918363.8876 300214.2941
918310.4178 300196.1434
918294.3867 300182.6499
918259.6839 300177.2841
918229.1578 300169.7722
918206.9082 300162.9084
918191.2978 300158.9396
918166.6121 300151.055
918133.936 300141.53
918108.7458 300136.6037
918071.0973 300123.5515
918033.5264 300118.789
917975.7678 300105.1762
917953.8073 300101.7366
917942.2979 300088.2428
917947.9732 300051.7964
917959.4826 300036.3182
917983.0306 300020.8401
918001.1546 300006.4202
918015.7896 299985.6963
918040.6437 299966.3622
918062.1676 299946.1084
918070.3697 299948.8865
918100.9345 299926.4295
918137.7645 299906.3317
918133.5576 299888.5517
918128.0014 299864.882
918126.7314 299850.6024
918133.3195 299824.8452
918117.6032 299823.4164
918100.4661 299817.2569
918092.7668 299785.491
918086.4314 299740.5625
918079.0454 299725.5151
918075.7911 299707.8144
918066.901 299687.9786
918042.1439 299676.6359
918006.5688 299656.7734
917981.8347 299637.5357
917971.6747 299607.0556
917948.0367 299565.4789
917934.543 299537.8563
917900.0941 299521.0288
917888.8229 299495.6287
