xcoord,ycoord,xvelbed,yvelbed,zvelbed,thickbed,nodearea,load1,load2,load3,normalbed1,normalbed2,normalbed3,normalload,normalstress,xvelsurf,yvelsurf,zvelsurf,thicksurf,projstress,normalstressbis,normalbed1bis,normalbed2bis,normalbed3bis,xgrad,ygrad,zgrad,vel_h_bed,vel_h_surf
936051.32,341734.11,-0.8876,1.8246,-0.2413,10.2484,274.5893,13.3754,6.6974,30.1209,-0.6491,-0.4084,-0.6418,-30.7481,0.112,-0.93,1.8249,-0.4358,10.2484,-0.0501,0.112,-0.6491,-0.4084,-0.6418,-0.3177,-0.2798,0.1792,2.0290389153488406,2.048208976154533
936084.21,341668.34,-1.151,2.0143,-0.2086,10.0,257.2267,13.4171,6.2886,26.3893,-0.6524,-0.4431,-0.6149,-27.7657,0.1079,-1.1912,2.0249,-0.3616,10.0,-0.0546,0.1079,-0.6524,-0.4431,-0.6149,-0.3234,-0.2301,0.1576,2.319958079362642,2.349292968107639
936124.4,341609.88,-1.5237,2.2355,-0.0433,10.0,316.9194,14.2224,4.01,32.6294,-0.605,-0.4283,-0.6712,-32.2232,0.1017,-1.5494,2.2451,-0.1201,10.0,-0.0524,0.1017,-0.605,-0.4283,-0.6712,-0.2219,-0.1976,0.0883,2.705387576669931,2.7278406056806177
936157.29,341562.37,-1.8042,2.7844,-0.4935,12.8237,382.6784,16.0672,9.4933,47.16,-0.5523,-0.4831,-0.6794,-45.5009,0.1189,-1.7918,2.7442,-0.5482,12.8237,-0.0462,0.1189,-0.5523,-0.4831,-0.6794,-0.1396,-0.3339,0.131,3.3178337812494467,3.2773740830121914
936234.02,341438.14,-2.0865,3.1928,-0.2917,15.7869,685.7974,41.8657,18.6332,114.0472,-0.5313,-0.4164,-0.7378,-114.1446,0.1664,-2.1479,3.2182,-0.5809,15.7869,-0.0685,0.1664,-0.5313,-0.4164,-0.7378,-0.1905,-0.2402,0.094,3.8141124904753396,3.8691453384436203
936318.06,341321.21,-2.6743,3.0765,-0.1966,18.3775,366.6296,27.8077,16.7476,69.4862,-0.5298,-0.5166,-0.6726,-70.1216,0.1913,-2.7557,3.0391,-0.6971,18.3775,-0.0745,0.1913,-0.5298,-0.5166,-0.6726,-0.2968,-0.349,0.2098,4.076362685041653,4.102439676582704
936800.17,341564.35,-3.2696,5.1377,-1.3067,28.3054,316.5226,-2.0758,5.2274,81.2423,0.4865,0.0858,-0.8695,-71.1979,0.2249,-3.4723,5.454,-1.1381,28.3054,0.061,0.2249,0.4865,0.0858,-0.8695,-0.0078,-0.1973,0.039,6.089847736191767,6.465522661780716
936691.88,341691.5,-2.7414,4.6993,-1.276,29.782,389.8254,-4.5117,8.3563,98.6636,0.5126,0.0689,-0.8559,-86.179,0.2211,-2.9998,5.1023,-0.9875,29.782,0.0562,0.2211,0.5126,0.0689,-0.8559,-0.0115,-0.1845,0.0342,5.440468219739915,5.918806073018442
936626.11,341866.89,-1.8331,5.1515,-0.8825,31.9804,308.3288,-5.9421,1.4901,85.6334,0.5125,0.0341,-0.858,-76.4667,0.248,-1.8902,5.3463,-0.9245,31.9804,0.0303,0.248,0.5125,0.0341,-0.858,0.0135,-0.1558,0.0245,5.467925370741631,5.6706066456773385
936556.69,342075.17,-1.1891,5.3912,-1.247,37.8215,319.6978,-8.3147,10.9331,104.9898,0.5032,-0.0844,-0.86,-95.4005,0.2984,-1.2639,5.5944,-1.2337,37.8215,-0.0191,0.2984,0.5032,-0.0844,-0.86,0.0422,-0.1619,0.028,5.520778590923567,5.735394892245869
