xcoord,ycoord,xvelbed,yvelbed,zvelbed,thickbed,nodearea,load1,load2,load3,normalbed1,normalbed2,normalbed3,normalload,normalstress,xvelsurf,yvelsurf,zvelsurf,thicksurf,projstress,normalstressbis,normalbed1bis,normalbed2bis,normalbed3bis,xgrad,ygrad,zgrad,vel_h_bed,vel_h_surf
957349.51,108700.43,-7.9991,21.5805,-11.0763,469.2675,415.2759,-3700.1643,-783.2596,1240.2563,0.8705,0.1331,-0.4739,-3912.8546,9.4223,-30.5659,107.0454,-91.9749,469.2675,4.3923,9.4223,0.8705,0.1331,-0.4739,-0.0,-0.0,0.0,23.01529015806666,111.323815529158
957406.14,108593.82,-8.7023,18.9323,-13.1762,408.3051,337.9989,-2804.5221,-715.5871,884.2862,0.8675,0.108,-0.4856,-2939.55,8.6969,-28.2379,71.2335,-54.7545,408.3051,7.1679,8.6969,0.8675,0.108,-0.4856,-0.0,-0.0,0.0,20.836554623545613,76.6263043520957
957640.7,107795.0,-1.7611,1.3229,-4.3247,250.1503,143.2422,-497.4747,287.7068,293.1035,0.7238,-0.3888,-0.57,-639.0167,4.4611,0.2474,0.3374,-11.8218,250.1503,,4.4611,0.7238,-0.3888,-0.57,0.0,0.0,0.0,2.202620625527692,0.41838441653579783
956973.6,107795.0,0.8677,2.681,-6.1217,343.4174,461.6825,-153.6776,2424.9701,1051.8209,0.0801,-0.8123,-0.5777,-2589.7938,5.6095,0.7114,0.0,-15.7075,343.4174,0.782,5.6095,0.0801,-0.8123,-0.5777,-0.0,0.0,0.0,2.817918432105514,0.7114
956000.0,107795.0,2.0576,0.9556,-4.1758,243.4797,136.8649,455.3678,226.0299,278.4779,-0.7354,-0.3114,-0.6018,-572.8646,4.1856,-0.0218,0.0327,-10.516,243.4797,-3.0782,4.1856,-0.7354,-0.3114,-0.6018,-0.0,0.0,0.0,2.2686756312879988,0.039300508902557485
956360.59,108597.15,9.6743,10.3125,-8.2177,355.5034,366.239,1994.0332,-1141.4322,959.1212,-0.7321,0.3726,-0.5702,-2432.081,6.6407,26.3761,40.6368,-35.1778,355.5034,-2.474,6.6407,-0.7321,0.3726,-0.5702,0.0,0.0,0.0,14.14000483521841,48.44634315869465
956446.1,108688.21,9.9951,12.2616,-14.3396,415.4244,606.7163,3636.5445,-1803.0626,1064.9314,-0.8809,0.3787,-0.2839,-4188.5824,6.9037,46.9103,55.4063,-52.2546,415.4244,6.2522,6.9037,-0.8809,0.3787,-0.2839,0.0,-0.0,0.0,15.819255942363409,72.59775702995238
956521.62,108787.05,8.0552,16.8345,-12.5534,540.2904,1521.1043,9871.6039,-3627.2802,1669.5258,-0.9077,0.3905,-0.1535,-10633.3295,6.9905,54.3418,116.9438,-111.0367,540.2904,-2.7299,6.9905,-0.9077,0.3905,-0.1535,0.0,0.0,0.0,18.66243921061767,128.95302860220073
957360.836,108679.108,-10.7063,19.2673,-11.0098,460.1789,353.1426,-3247.493,-1213.7269,1109.9045,0.8438,0.1995,-0.4982,-3535.3458,10.0111,-45.7153,86.0624,-74.0262,460.1789,1.9976,10.0111,0.8438,0.1995,-0.4982,0.0,-0.0,0.0,22.042089487614373,97.45063031017295
957372.162,108657.786,-10.2895,18.4798,-12.1989,448.6638,302.9919,-2912.8402,-1051.9565,921.2602,0.8468,0.1562,-0.5084,-3099.3641,10.2292,-42.5825,80.1646,-65.2752,448.6638,1.5974,10.2292,0.8468,0.1562,-0.5084,0.0,-0.0,0.0,21.151284081350713,90.77242091852568
957383.488,108636.464,-10.2233,18.0968,-12.7337,436.4835,340.4403,-2856.3721,-951.1331,1003.5561,0.8476,0.143,-0.511,-3069.9363,9.0175,-40.2668,75.805,-59.6721,436.4835,-6.8559,9.0175,0.8476,0.143,-0.511,0.0,0.0,0.0,20.784851049021256,85.83596686261536
957394.814,108615.142,-9.9993,18.5015,-12.6802,422.2458,321.0554,-2681.5608,-878.7711,891.8747,0.8595,0.1327,-0.4937,-2861.6259,8.9132,-37.9074,71.3634,-55.6976,422.2458,-2.0304,8.9131,0.8595,0.1327,-0.4937,0.0,0.0,0.0,21.030727584655743,80.80659524024014
957414.5171,108565.2907,-7.4692,19.0948,-12.8321,397.4943,396.7215,-3053.1102,-557.6436,1016.933,0.8695,0.0728,-0.4886,-3192.0255,8.046,-20.0308,68.217,-53.0686,397.4943,4.2462,8.046,0.8695,0.0728,-0.4886,-0.0,-0.0,0.0,20.503666396037563,71.09706068214072
