xcoord,ycoord,xvelbed,yvelbed,zvelbed,thickbed,nodearea,load1,load2,load3,normalbed1,normalbed2,normalbed3,normalload,normalstress,xvelsurf,yvelsurf,zvelsurf,thicksurf,projstress,normalstressbis,normalbed1bis,normalbed2bis,normalbed3bis,xgrad,ygrad,zgrad,vel_h_bed,vel_h_surf
936051.32,341734.11,-1.8483,4.1415,-0.6337,22.9368,274.5893,35.4234,18.0749,69.6456,-0.6491,-0.4084,-0.6418,-75.0721,0.2734,-2.1612,4.2382,-1.3847,22.9368,0.1123,0.2734,-0.6491,-0.4084,-0.6418,0.0037,-0.0018,0.0,4.5352216197226785,4.7574283683519605
936084.21,341668.34,-2.265,4.1342,-0.4789,17.4564,257.2267,28.9415,13.7312,53.1685,-0.6524,-0.4431,-0.6149,-57.6571,0.2241,-2.4928,4.2335,-1.1048,17.4564,-0.1001,0.2241,-0.6524,-0.4431,-0.6149,-0.003,-0.0525,0.0028,4.714004098428426,4.912898746157914
936124.4,341609.88,-2.6173,4.1896,-0.1834,26.3917,316.9194,41.6339,18.7089,88.9352,-0.605,-0.4283,-0.6712,-92.896,0.2931,-2.9286,4.243,-1.1533,26.3917,-0.1308,0.2931,-0.605,-0.4283,-0.6712,-0.1112,-0.2429,0.0714,4.939940024939575,5.155554961398433
936157.29,341562.37,-2.7446,4.5916,-0.8911,29.4515,382.6784,42.6771,33.0569,114.983,-0.5523,-0.4831,-0.6794,-117.6606,0.3075,-2.966,4.5325,-1.7214,29.4515,-0.1454,0.3075,-0.5523,-0.4831,-0.6794,-0.0708,-0.2095,0.0489,5.349356944530809,5.416706771646403
936234.02,341438.14,-3.1711,5.0639,-0.51,28.9231,685.7974,75.6761,38.3097,199.8581,-0.5313,-0.4164,-0.7378,-203.6116,0.2969,-3.4234,5.1125,-1.5311,28.9231,-0.0656,0.2969,-0.5313,-0.4164,-0.7378,-0.0491,-0.3411,0.1187,5.974860535610852,6.152830552680611
936318.06,341321.21,-3.1616,3.8477,-0.3113,25.0634,366.6296,43.8956,30.682,108.6263,-0.5298,-0.5166,-0.6726,-112.1697,0.3059,-3.544,3.9296,-1.5287,25.0634,-0.1581,0.3059,-0.5298,-0.5166,-0.6726,0.0,-0.0,0.0,4.980011029104253,5.2916625138041455
936800.17,341564.35,-2.2894,3.582,-0.9109,23.1096,316.5226,-1.1243,6.6333,67.6371,0.4865,0.0858,-0.8695,-58.7853,0.1857,-2.3851,3.73,-0.794,23.1096,0.0653,0.1857,0.4865,0.0858,-0.8695,-0.0426,-0.1859,0.0364,4.25112648129881,4.427369649125765
936691.88,341691.5,-2.5481,4.3913,-1.1895,31.9333,389.8254,-8.0985,11.7182,114.4966,0.5126,0.0689,-0.8559,-101.3368,0.26,-2.7738,4.7007,-0.7518,31.9333,0.0787,0.26,0.5126,0.0689,-0.8559,-0.0184,-0.236,0.056,5.077039422734474,5.458071722687419
936626.11,341866.89,-1.9538,5.5341,-0.9463,34.3082,308.3288,-7.6612,1.3991,93.4058,0.5125,0.0341,-0.858,-84.0195,0.2725,-2.0718,5.8604,-0.8057,34.3082,0.0308,0.2725,0.5125,0.0341,-0.858,0.0132,-0.1463,0.0216,5.868866777325926,6.2158381092174535
936556.69,342075.17,-1.3512,6.2893,-1.4499,46.3736,319.6978,-16.1296,13.0828,129.9627,0.5032,-0.0844,-0.86,-120.9919,0.3785,-1.5325,6.8218,-1.2251,46.3736,-0.0204,0.3785,0.5032,-0.0844,-0.86,0.0123,-0.103,0.0108,6.432809334186737,6.991817466867968
