xcoord,ycoord,xvelbed,yvelbed,zvelbed,thickbed,nodearea,load1,load2,load3,normalbed1,normalbed2,normalbed3,normalload,normalstress,xvelsurf,yvelsurf,zvelsurf,thicksurf,projstress,normalstressbis,normalbed1bis,normalbed2bis,normalbed3bis,xgrad,ygrad,zgrad,vel_h_bed,vel_h_surf
2597202.6813,1093514.6773,-9.1321,6.7074,-7.9923,22.8947,362.0864,11.4859,-8.3291,6.364,0.7169,0.1895,-0.671,2.3856,-0.0066,-9.8475,7.4967,-8.2802,22.8947,0.002,-0.0066,0.7169,0.1895,-0.671,0.4651,0.2718,0.2902,11.330686879885084,12.37633900392196
2597530.5445,1093298.7071,-8.0851,12.3621,-8.3794,27.7542,235.66,-1.115,-0.0668,22.5399,0.7322,0.1468,-0.665,-15.8158,0.0671,-6.6776,10.4538,-11.4295,27.7542,-0.0006,0.0671,0.7322,0.1468,-0.665,1.0562,-0.0905,1.1238,14.771268003120111,12.404526439973434
2597676.1675,1092476.1426,3.9817,8.8032,-3.5684,10.0,313.0166,-24.9464,26.9967,55.589,0.6227,-0.5959,-0.5071,-59.8102,0.1911,4.8767,8.7296,-11.5894,10.0,-0.0844,0.1911,0.6227,-0.5959,-0.5071,0.5281,-0.1999,0.3189,9.661794094783847,9.999405934854328
2597010.0093,1092417.9473,-9.7169,-3.4967,-9.1003,21.3704,586.8177,-73.3094,28.0641,105.0952,0.6771,-0.4909,-0.5482,-121.0277,0.2062,-8.2679,-3.5462,-14.6013,21.3704,-0.032,0.2062,0.6771,-0.4909,-0.5482,0.9177,-0.6121,1.2168,10.32690933919728,8.996316182193686
2597067.7809,1093627.541,-10.9419,9.0924,1.5529,11.8647,589.6183,-20.3006,-83.6818,110.3524,0.4559,0.6226,-0.636,-131.5444,0.2231,-11.0812,9.2711,1.3863,11.8647,0.0757,0.2231,0.4558,0.6226,-0.6361,0.0342,-0.0568,0.0044,14.226626914697665,14.448054839666135
2597090.2643,1093608.7304,-11.243,9.3843,-0.3357,17.0796,495.3544,-24.8924,-61.891,68.4279,0.5602,0.6623,-0.4976,-88.9815,0.1796,-10.4778,8.7662,-0.2249,17.0796,-0.0112,0.1796,0.5602,0.6623,-0.4976,0.0796,-0.0516,0.009,14.64479892282581,13.661279415925875
2597112.7477,1093589.9197,-10.7335,9.117,-3.0412,16.1958,491.4986,-0.9358,-27.1534,24.9007,0.6447,0.599,-0.4749,-28.6937,0.0584,-10.6488,8.9093,-2.57,16.1958,-0.0062,0.0584,0.6447,0.5991,-0.4748,0.1257,-0.0889,0.0237,14.082887177351099,13.884256117271821
2597135.2311,1093571.1091,-10.8542,9.1277,-2.3432,11.7944,467.0815,-56.597,-74.3616,98.3652,0.626,0.6178,-0.4759,-128.1791,0.2744,-10.9432,9.1556,-2.1398,11.7944,-0.051,0.2744,0.626,0.6178,-0.4759,0.1526,-0.0793,0.0296,14.181980289437721,14.268098597921167
2597157.7145,1093552.2985,-10.7628,9.1139,-2.2336,18.9072,378.2946,-51.4768,-56.6125,122.842,0.5648,0.5304,-0.6322,-136.7604,0.3615,-10.3537,8.6624,-2.7433,18.9072,-0.1169,0.3615,0.5648,0.5304,-0.6322,0.324,-0.012,0.1051,14.103227894705524,13.49949174783999
2597180.1979,1093533.4879,-10.7426,9.3067,-4.5543,33.2852,301.9279,-20.0979,2.9893,97.047,0.5102,0.2737,-0.8153,-88.5629,0.2933,-9.2331,7.7248,-5.5331,33.2852,-0.017,0.2933,0.5102,0.2737,-0.8153,0.5872,0.1432,0.3653,14.213307836320157,12.038383224087859
