   2637303.4000   1097734.0802         0.0705         0.0209        -0.0281        18.5409       451.6483         9.1910       -12.6015        53.2995         0.0014        -0.3639        -0.9314       -45.0475         0.0997
   2637242.6141   1097432.4753         0.1391         1.0722        -0.5432        17.6543       402.1345        30.8809         4.2135        77.8566         0.1599        -0.4539        -0.8766       -65.2200         0.1622
   2637233.7738   1097293.5906        -0.0202         0.0912        -0.0098        23.8507       343.8806        15.3463        -2.0762        86.2749         0.3383        -0.0647        -0.9388       -75.6686         0.2200
   2637254.9812   1097237.1573        -0.0092        -0.0106         0.0029        18.1570       364.0913         4.0806         1.3350        75.2036         0.5700        -0.1270        -0.8118       -58.8925         0.1618
   2637173.2836   1097062.6896         0.0042         0.0218        -0.0029        17.9697       373.4942        10.0855        -3.3057        83.5098         0.2904        -0.2753        -0.9164       -72.6931         0.1946
   2637108.4956   1096844.6046         0.0188         0.0153        -0.0073        10.0000       189.0125        -3.3446         1.2362        16.0908         0.2709        -0.6650        -0.6960       -12.9269         0.0684
   2637025.4246   1096839.4137         0.0999         0.0165        -0.0503        10.0000       311.5703        -2.8199         2.0768        27.2244        -0.2501        -0.6485        -0.7190       -20.2155         0.0649
   2636836.7221   1096788.3563        -0.4976        -0.6096        -0.0504        21.5695       461.7792         2.6567        -0.3044       127.8562         0.3902        -0.3491        -0.8520      -107.7902         0.2334
   2636825.3149   1096762.0315        -0.6055        -0.7852        -0.1792        28.4583       230.5586         0.7378         0.7944        53.9315         0.5611        -0.4381        -0.7023       -37.8112         0.1640
   2636789.4548   1096749.2220        -0.7784        -0.9096        -0.3721        18.3110       289.9013        -0.3435        -1.7676        50.6542         0.6089        -0.1883        -0.7705       -38.9074         0.1342
   2636781.6964   1096709.6501        -0.3223        -0.5864        -0.4551        14.9602       191.6635         4.1412        -0.4788        16.3112         0.8020        -0.0258        -0.5968        -6.4008         0.0334
   2636757.6092   1096688.1444        -1.2308        -0.4047        -0.2934        23.5301       203.5249         1.3298         7.5677        45.6926         0.4087        -0.4754        -0.7790       -38.6506         0.1899
   2636618.8038   1096636.7363         0.0838         0.1138        -0.0070        31.2281       246.5890       -10.5863        -1.1276        78.7323         0.3149        -0.3391        -0.8865       -72.7455         0.2950
   2636604.8455   1096609.6025        -0.0488        -0.0488         0.0135        20.6351       116.9990        -4.2793         0.7934         8.4161         0.2442        -0.5955        -0.7654        -7.9589         0.0680
   2636575.7495   1096611.7499         1.6779         0.5975        -0.3698        10.0000       293.7137       -10.9158        -5.3995        37.1386         0.0584        -0.4850        -0.8726       -30.4253         0.1036
   2637325.5463   1097742.9444         0.0285         0.0193        -0.0016        10.0000       269.0840        -6.5471        -5.0019        28.9159         0.2230        -0.5772        -0.7856       -21.2892         0.0791
   2637297.8740   1097706.6616         0.0654         0.3296        -0.0943        10.0000       360.9138        -0.6903       -11.7560        32.8341         0.4866        -0.2900        -0.8241       -23.9866         0.0665
   2637292.3480   1097679.2430         0.0893         0.4404        -0.0103        10.0000       305.8129        -5.6283       -16.4949        29.5250         0.5515        -0.1410        -0.8222       -25.0541         0.0819
   2637286.8220   1097651.8243         0.1416         0.6785         0.0317        10.0000       414.7028        -5.9201       -28.0630        58.2746         0.5177        -0.0615        -0.8534       -51.0699         0.1231
   2637281.2960   1097624.4057         0.1849         0.8674        -0.0173        17.6416       317.6161        -1.3562       -19.3100        68.8453         0.4549        -0.1194        -0.8825       -59.0701         0.1860
   2637275.7700   1097596.9871         0.2024         0.9389        -0.2209        22.5944       335.7258         9.2383        -6.3695        80.3708         0.3627        -0.2650        -0.8934       -66.7677         0.1989
   2637270.2440   1097569.5684         0.2227         1.0797        -0.4127        23.0109       409.3101        18.2207         0.3249        90.1719         0.2899        -0.3909        -0.8736       -73.6193         0.1799
   2637264.7181   1097542.1498         0.2613         1.2932        -0.5667        21.7470       442.6867        23.3748         0.8447        91.4677         0.2489        -0.4290        -0.8683       -73.9702         0.1671
   2637259.1921   1097514.7312         0.3004         1.4835        -0.7056        24.8951       451.2782        25.5938         2.3679        92.4443         0.2250        -0.4561        -0.8610       -74.9195         0.1660
   2637253.6661   1097487.3126         0.3175         1.5760        -0.7506        24.2576       436.5751        28.0464         2.2744        91.2237         0.2008        -0.4539        -0.8682       -74.5980         0.1709
   2637248.1401   1097459.8939         0.2857         1.4101        -0.7029        23.9819       388.0323        28.8788         2.8155        80.5749         0.1562        -0.4672        -0.8702       -66.9230         0.1725
   2637240.8460   1097404.6983         0.0406         0.8195        -0.3271        12.8090       534.7729        30.0579        -1.3007        95.1391         0.2429        -0.3795        -0.8927       -77.1378         0.1442
   2637239.0780   1097376.9214         0.0129         0.5279        -0.2169        10.3624       400.8687        20.2674         0.1082        66.7064         0.2537        -0.4058        -0.8781       -53.4761         0.1334
   2637237.3099   1097349.1445         0.0327         0.5339        -0.1749        10.0000       321.6961        10.4378        -1.6796        58.8570         0.3563        -0.3089        -0.8818       -47.6655         0.1482
   2637235.5419   1097321.3675         0.0186         0.3356        -0.0640        11.3140       505.4395        11.1687       -11.3529        94.2606         0.2396        -0.1970        -0.9507       -84.6992         0.1676
   2637244.3775   1097265.3739        -0.0060        -0.0049         0.0019        16.0341       485.5800        10.6122         0.5250       103.4186         0.3489         0.0901        -0.9328       -92.7191         0.1909
   2637243.3101   1097212.2334         0.0105         0.0265        -0.0048        16.4722       484.5473         2.5718        -4.6112        92.5289         0.3378        -0.3294        -0.8817       -79.1921         0.1634
   2637231.6391   1097187.3094         0.0306         0.0621        -0.0102        16.8732       326.7849         0.0823        -4.6891        66.9061         0.3515        -0.3052        -0.8850       -57.7551         0.1767
   2637219.9680   1097162.3854         0.0224         0.0467        -0.0080        17.3760       341.4359         0.5138        -3.9720        70.8032         0.3455        -0.3104        -0.8856       -61.2923         0.1795
   2637208.2969   1097137.4615         0.0199         0.0511        -0.0094        17.9533       376.1487         0.3113        -2.6605        75.5294         0.3388        -0.3329        -0.8800       -65.4749         0.1741
   2637196.6258   1097112.5375         0.0302         0.0588        -0.0100        13.0209       254.3828        -0.5234        -3.2201        51.5961         0.3483        -0.3035        -0.8869       -44.9658         0.1768
   2637184.9547   1097087.6135         0.0313         0.0616        -0.0098        15.3726       268.8010         3.1670        -4.9518        59.9281         0.3184        -0.2829        -0.9048       -51.8119         0.1928
   2637165.1851   1097035.4290        -0.0067         0.0081         0.0013        17.9507       440.0128        13.4763        -0.5167        90.6112         0.2786        -0.2618        -0.9240       -79.8395         0.1814
   2637157.0866   1097008.1683        -0.0072        -0.0025         0.0026        17.3324       330.2822        11.3528         1.3798        66.9072         0.2593        -0.2611        -0.9298       -59.6292         0.1805
   2637148.9881   1096980.9077        -0.0089         0.0003         0.0036        12.4407       375.4342        13.0754         1.2604        66.2719         0.2303        -0.2743        -0.9336       -59.2088         0.1577
   2637140.8896   1096953.6471        -0.0105        -0.0045         0.0056        10.0000       432.8965        12.7789         8.4754        66.9899         0.2149        -0.3716        -0.9032       -60.9064         0.1407
   2637132.7911   1096926.3865        -0.0011         0.0051        -0.0013        10.0000       305.3858         3.2906         8.3385        42.8853         0.2994        -0.4333        -0.8501       -39.0834         0.1280
   2637124.6926   1096899.1259         0.0021         0.0033        -0.0018        10.0000       275.7411        -1.0651         6.8928        30.8372         0.3588        -0.4811        -0.7999       -28.3641         0.1029
   2637116.5941   1096871.8653         0.0035         0.0099        -0.0048        10.0000       309.7108        -1.7613         3.7222        28.3388         0.3743        -0.4850        -0.7904       -24.8630         0.0803
   2637080.8052   1096842.8743         0.0202         0.0011        -0.0063        10.0000       256.9575        -2.8015         2.2849        22.1887        -0.1891        -0.6360        -0.7481       -17.5238         0.0682
   2637053.1149   1096841.1440         0.0662         0.0042        -0.0305        10.0000       396.7095        -3.0620         5.2624        34.8280        -0.3096        -0.5817        -0.7522       -28.3114         0.0714
   2636998.4671   1096832.1198         0.1157         0.0317        -0.0717        10.0000       317.2457        -2.0935         1.3059        26.4825        -0.2546        -0.6705        -0.6968       -18.7964         0.0592
   2636971.5096   1096824.8259         0.1405         0.0384        -0.1029        10.0000       312.5888        -3.3487         1.1780        22.4354        -0.2711        -0.7145        -0.6450       -14.4043         0.0461
   2636944.5521   1096817.5320         0.2610         0.0744        -0.1280        10.0000       490.0249        -4.8407         1.7483        50.5370        -0.1521        -0.6845        -0.7130       -36.4931         0.0745
   2636917.5946   1096810.2381         0.2319         0.0516        -0.1666        33.5770       641.0928        15.4603        -6.9453        77.0896        -0.2836        -0.6158        -0.7351       -56.7736         0.0886
   2636890.6371   1096802.9441         0.1657         0.0594        -0.1775        11.4067       466.4657         3.3148        -2.7695        35.1584        -0.3136        -0.7565        -0.5739       -19.1220         0.0410
   2636863.6796   1096795.6502         0.3449         0.1674        -0.2027        15.5469       346.3307        16.0492         6.9078        57.0622        -0.1143        -0.7495        -0.6521       -44.2228         0.1277
   2636807.3848   1096755.6267        -1.2948        -0.4461        -0.2326        16.0251       202.0903         4.7030         3.2472        47.7300         0.3528        -0.4994        -0.7913       -37.7316         0.1867
   2636785.5756   1096729.4360        -0.2413        -0.6858        -0.3279        10.0000       332.9776        -6.0975        -7.9946        53.0966         0.7862         0.0597        -0.6151       -37.9284         0.1139
   2636769.6528   1096698.8973        -0.1255        -0.1909        -0.0593        23.4068       165.6009         1.4235        -1.3437        29.9577         0.5260        -0.2797        -0.8032       -22.9379         0.1385
   2636729.8481   1096677.8628        -1.7128        -0.5548        -0.5995        22.9948       436.6747         4.3704         1.4674        79.2235         0.4369        -0.4710        -0.7664       -59.4961         0.1362
   2636702.0871   1096667.5812        -0.5471        -0.2562        -0.1418        13.7366       421.6607        13.6597        -5.6569        53.4688         0.3687        -0.4609        -0.8072       -35.5188         0.0842
   2636674.3260   1096657.2996        -0.0297        -0.1307        -0.0053        22.1262       380.6453        -2.0026        -9.5295        79.2184         0.3667        -0.4574        -0.8101       -60.5507         0.1591
   2636646.5649   1096647.0180         0.1377        -0.0607         0.0298        29.7330       322.2236        -9.4014        -3.9290        92.4566         0.2734        -0.4998        -0.8219       -76.5928         0.2377
   2636611.8247   1096623.1694         0.0439         0.1232         0.0011        27.3656       117.2701        -9.2104        -2.0669        31.2867         0.5119        -0.2318        -0.8272       -30.1158         0.2568
   2636147.4155   1097540.4179       -13.8971        54.1040        -5.4467        61.7212       727.5399       -65.2696       -72.1642       401.3646         0.2137        -0.0408        -0.9761      -402.7541         0.5536
   2636706.3396   1097726.3469         1.2180         7.3610        -0.6048        42.9128       940.1183        61.8023       -66.1665       374.1694        -0.1968        -0.0642        -0.9783      -373.9807         0.3978
   2636253.5673   1098000.9430         1.6446        19.5286       -12.7084        55.7924      1118.2009      -187.0281       144.3475       423.3111         0.3773        -0.5287        -0.7603      -468.7383         0.4192
   2636807.6307   1097284.8488         0.9213        15.0261        -4.2196        37.6382       701.5885        11.8031        -8.3586       239.7762        -0.0688        -0.2660        -0.9615      -229.1393         0.3266
   2636482.6649   1097458.4561        -9.4702        33.9911       -12.1225        77.7952       998.5004      -177.6989        30.4669       589.2707         0.3535        -0.2236        -0.9083      -604.8732         0.6058
   2635823.9429   1097620.1627        14.8106        55.3348        -0.9914       100.1480       971.7045        46.1678      -124.5789       896.2019        -0.0858         0.0063        -0.9963      -897.6205         0.9238
   2636959.9130   1097561.1883         1.0146        10.1259        -4.5341        31.1387       979.6111        -2.8349         2.9753       239.7436        -0.0262        -0.4056        -0.9137      -220.1844         0.2248
   2636556.7520   1098000.6726        -1.5700         3.3160        -1.4592        10.0000       908.9649       -10.4794       -49.0480       102.7379         0.4395        -0.1516        -0.8853       -88.1270         0.0970
   2636407.1252   1097746.3788       -10.5633        31.1718        -4.3184        78.7068       953.2407         1.8673       -21.9988       690.1982         0.0487        -0.1225        -0.9913      -681.3906         0.7148
   2636037.5261   1097810.1420         3.9528        26.7717       -17.0227        96.5259       878.6075      -227.0689       293.9845       600.8013         0.3062        -0.5427        -0.7821      -698.9761         0.7955
   2636695.8598   1097030.7030       -16.3221        19.6339        -9.8165        57.9863       736.1140       -61.5653        -7.0347       319.7139         0.3508        -0.1679        -0.9213      -314.9585         0.4279
   2637056.3207   1097796.5641         2.3100         7.5731        -3.7629        40.5986       856.5637       -27.5333        48.4695       266.8838         0.0277        -0.4486        -0.8933      -260.9183         0.3046
   2636927.8276   1097063.1434         1.9095         2.6175        -1.2272        28.9872       696.4952        17.7287       -11.8818       159.5148        -0.3167        -0.2038        -0.9264      -150.9638         0.2167
   2636713.1428   1097493.1291        -4.2199        11.1327        -8.0985        26.5351       789.9262         6.0468        12.7285       156.7143         0.1235        -0.5523        -0.8244      -135.4807         0.1715
   2637021.7039   1097349.7244         1.9192         5.0227        -1.8382        30.0160      1179.9245        18.8149       -13.0927       300.1052        -0.1872        -0.2736        -0.9434      -283.0713         0.2399
   2636590.8158   1097262.3703        -6.0000        10.7077       -13.8756        20.9110       546.4342        20.5173       -35.6670        40.2938         0.7424        -0.1833        -0.6444        -4.1975         0.0077
   2636827.5753   1097908.7367         2.2606         5.7764        -1.1693        51.6402       493.5382        15.2065        -8.4225       223.3884        -0.1396        -0.1423        -0.9799      -219.8289         0.4454
   2636645.5629   1096857.6777       -15.7590        19.1145       -10.1345        62.1763      1132.0597       -96.5637        34.3529       550.7035         0.3077        -0.2296        -0.9234      -546.1067         0.4824
   2636214.1937   1097720.4540       -14.7647        42.9892       -11.1136        69.3111       777.2831       -29.3974         4.2417       459.0169         0.1294        -0.2074        -0.9697      -449.7732         0.5786
   2636369.6803   1097297.8529       -15.1336        48.4196       -27.8132        57.9286       848.5733       -16.0258        77.3206       368.9266         0.1224        -0.4644        -0.8771      -361.4679         0.4260
   2636332.6374   1097570.2273       -15.1436        43.1810       -11.8599        74.1571       925.1929       -28.8160        -0.1858       492.0377         0.1391        -0.2166        -0.9663      -479.4275         0.5182
   2635966.0370   1097976.9145         5.1329        22.9778        -4.2673       173.1743       678.2648      -129.2248       150.3025      1073.1707         0.1011        -0.2030        -0.9739     -1088.7847         1.6053
   2636548.8455   1097626.0744        -4.3242        19.8478        -7.1093        65.5911       600.3656       -30.2556        39.5878       325.8160         0.1348        -0.3076        -0.9419      -323.1465         0.5382
