date,velocity
1979,160.0
1980,165.0
1981,181.0
1982,167.3
1983,170.2
1984,172.0
1985,173.7
1986,164.0
1987,159.6
1988,152.4
1989,149.5
1990,148.0
1991,131.0
1992,119.3
1993,116.6
1994,117.5
1995,114.8
1996,125.7
1997,121.0
1998,121.5
1999,115.9
2000,118.4
2001,116.0
2002,122.9
2003,125.5
2004,114.9
2005,107.8
2006,98.5
2007,93.6
2008,92.2
2009,92.0
2010,84.3
2011,82.5
2012,79.1
2013,74.4
2014,74.2
2015,74.3
2016,72.85
2017,73.3
2018,71.7
2019,69.4
2020,69.5
2021,68.9
2022,75.5
