date,altitude
1966.0,2873.98
1967.0,2873.72
1968.0,2873.72
1969.0,2875.03
1970.0,2876.09
1971.0,2872.93
1972.0,2872.53
1973.0,2875.56
1974.0,2873.98
1975.0,2875.82
1976.0,2872.79
1977.0,2876.61
1978.0,2878.32
1979.0,2876.22
1980.0,2879.25
1981.0,2878.98
1982.0,2878.98
1983.0,2876.88
1984.0,2874.9
1985.0,2875.43
1986.0,2873.19
1987.0,2873.19
1988.0,2875.16
1989.0,2873.45
1990.0,2871.34
1991.0,2871.08
1992.0,2870.03
1993.0,2869.9
1994.0,2869.63
1995.0,2868.97
1996.0,2868.58
1997.0,2868.05
1998.0,2866.87
1999.0,2866.34
2000.0,2865.81
2001.0,2865.16
2002.0,2863.71
2003.0,2863.18
2004.0,2862.52
2005.0,2861.6
2006.0,2859.36
2007.0,2858.84
2008.0,2855.68
2009.0,2853.17
2010.0,2852.12
2011.0,2850.15
2012.0,2846.46
2013.0,2845.54
2014.0,2844.88
2015.0,2842.51
2016.0,2842.38
2017.0,2838.43
2019.0,2838.43
2020.0,2833.56
2021.0,2830.0
