date,altitude
1953,2773.3
1955,2773.0
1958,2772.0
1966,2772.3
1986,2771.7
1993,2762.5
1994,2761.8
1995,2761.4
1996,2760.9
1997,2760.2
1998,2757.4
1999,2756.9
2000,2755.8
2001,2754.95
2002,2753.9
2003,2751.0
2004,2749.7
2005,2747.0
2006,2745.1
2007,2742.7
2008,2741.3
2009,2738.3
2010,2737.1
2011,2734.2
2012,2732.5
2013,2730.6
2014,2729.1
2015,2725.8
2016,2724.0
2017,2721.4
2018,2719.0
2019,2716.7
2020,2715.1
2021,2712.6
2022,2709.4
2023,2705.5
