vel_fit,tau_fit
2.0,0.10386678322292177
4.202020202020202,0.10386215023399957
6.404040404040404,0.10386070350778427
8.606060606060606,0.1038599971543178
10.808080808080808,0.10385957863245115
13.01010101010101,0.10385930178784275
15.212121212121211,0.1038591050939319
17.41414141414141,0.10385895814492914
19.616161616161616,0.10385884418813912
21.818181818181817,0.10385875323409707
24.02020202020202,0.10385867895647405
26.22222222222222,0.10385861715399124
28.424242424242422,0.10385856492727433
30.626262626262626,0.10385852021081521
32.82828282828282,0.10385848149330329
35.03030303030303,0.10385844764343821
37.23232323232323,0.10385841779755473
39.43434343434343,0.10385839128489804
41.63636363636363,0.10385836757661131
43.83838383838384,0.1038583462500972
46.04040404040404,0.103858326963607
48.24242424242424,0.1038583094377887
50.44444444444444,0.10385829344206822
52.64646464646464,0.10385827878444807
54.848484848484844,0.10385826530376388
57.05050505050505,0.10385825286373361
59.25252525252525,0.10385824134833417
61.45454545454545,0.10385823065817172
63.656565656565654,0.10385822070760556
65.85858585858585,0.1038582114224488
68.06060606060606,0.1038582027381155
70.26262626262626,0.10385819459811627
72.46464646464646,0.10385818695282797
74.66666666666667,0.10385817975848136
76.86868686868686,0.10385817297632254
79.07070707070707,0.1038581665719146
81.27272727272727,0.10385816051455284
83.47474747474747,0.10385815477677245
85.67676767676768,0.10385814933393218
87.87878787878788,0.10385814416386065
90.08080808080808,0.10385813924655422
92.28282828282828,0.10385813456391872
94.48484848484848,0.10385813009954671
96.68686868686869,0.1038581258385254
98.88888888888889,0.10385812176727034
101.0909090909091,0.10385811787338071
103.29292929292929,0.10385811414551314
105.4949494949495,0.10385811057327132
107.69696969696969,0.10385810714710927
109.8989898989899,0.10385810385824606
112.1010101010101,0.1038581006985907
114.3030303030303,0.10385809766067566
116.5050505050505,0.10385809473759808
118.7070707070707,0.10385809192296717
120.9090909090909,0.10385808921085778
123.11111111111111,0.10385808659576864
125.31313131313131,0.1038580840725852
127.51515151515152,0.10385808163654617
129.7171717171717,0.10385807928321354
131.91919191919192,0.10385807700844567
134.12121212121212,0.10385807480837288
136.32323232323233,0.10385807267937552
138.5252525252525,0.10385807061806412
140.72727272727272,0.10385806862126135
142.92929292929293,0.10385806668598561
145.13131313131314,0.10385806480943639
147.33333333333334,0.1038580629889805
149.53535353535352,0.10385806122213986
151.73737373737373,0.10385805950658035
153.93939393939394,0.10385805784010121
156.14141414141415,0.10385805622062601
158.34343434343435,0.1038580546461937
160.54545454545453,0.1038580531149509
162.74747474747474,0.1038580516251445
164.94949494949495,0.10385805017511501
167.15151515151516,0.1038580487632904
169.35353535353536,0.10385804738818034
171.55555555555554,0.10385804604837115
173.75757575757575,0.10385804474252065
175.95959595959596,0.10385804346935397
178.16161616161617,0.10385804222765921
180.36363636363637,0.10385804101628367
182.56565656565655,0.10385803983413024
184.76767676767676,0.10385803868015417
186.96969696969697,0.10385803755335986
189.17171717171718,0.10385803645279809
191.37373737373738,0.10385803537756336
193.57575757575756,0.10385803432679129
195.77777777777777,0.10385803329965651
197.97979797979798,0.10385803229537029
200.1818181818182,0.1038580313131786
202.3838383838384,0.10385803035236024
204.58585858585857,0.10385802941222509
206.78787878787878,0.10385802849211238
208.989898989899,0.10385802759138922
211.1919191919192,0.10385802670944913
213.39393939393938,0.10385802584571059
215.59595959595958,0.10385802499961592
217.7979797979798,0.10385802417062995
220.0,0.10385802335823896
