date,thick_elmer,u_bed_elmer,u_surf_elmer,tau_d_elmer,tau_b_elmer,sigma_elmer,u_def_elmer,slope,averaged_slope,slope_dem,gradxmean,gradymean,gradzmean,normalstress,projvector,sigma_plus_tau_b,velocity,altitude,thickness,obs_tau_b,obs_u_def,obs_u_bed
1904.0,175.60224812206573,41.19056837813431,71.61749099157464,0.20041127201239198,0.12813767193961045,0.07074118183422583,30.426922613440333,0.0923520518972029,0.16980070438342465,0.08550033154661349,-0.08519984350547731,0.09380954616588419,-0.016059244285206983,1.554735758998435,0.03332197682219922,0.1988788537738363,,,,,,
1949.0,174.4121309787234,30.42062057313879,53.277599762532816,0.18136237131104385,0.11613322079899943,0.0629471198673099,22.856979189394025,0.08152623343705577,0.13909227134634666,0.08550033154661349,-0.0923764255319149,0.07463497872340426,-0.014103784043096423,1.5502566808510638,0.03472758809492628,0.17908034066630935,,2398.4,289.0799999999999,0.11751983080080038,22.25103332602679,
1952.0,165.78999832000002,30.97782674414604,52.31010144583074,0.19755442430792575,0.11676753134307126,0.08558109280838733,21.3322747016847,0.08442458275439785,0.1766650977311772,0.08550033154661349,-0.14286527999999998,0.025492239999999996,-0.021060342529695995,1.46737368,0.04774432628538584,0.2023486241514586,,2398.4,289.0799999999999,0.11751983080080038,22.25103332602679,
1959.0,,,,,,,,,,,,,,,,,,2398.3,288.98,0.11747421831808867,22.21672649161661,
1969.0,,,,,,,,,,,,,,,,,,2405.1,295.77999999999975,0.12057586714248598,24.631978694529927,
1970.0,,,,,,,,,,,,,,,,,,2405.2,295.87999999999965,0.12062147962519766,24.668764351578336,
1971.0,,,,,,,,,,,,,,,,,,2403.2,293.87999999999965,0.11970922997096313,23.94010791024233,
1972.0,,,,,,,,,,,,,,,,,,2403.3,293.98,0.11975484245367503,23.976189330252055,
1975.0,,,,,,,,,,,,,,,,,,2401.5,292.17999999999984,0.11893381776486385,23.33233590012734,
1976.0,,,,,,,,,,,,,,,,,101.05760112497204,2398.9,289.5799999999999,0.11774789321435901,22.423102310011895,78.63449881496014
1977.0,,,,,,,,,,,,,,,,,108.68668246607106,2400.3,290.98,0.11838646797232323,22.90965935929756,85.7770231067735
1978.0,,,,,,,,,,,,,,,,,104.86667952035798,2401.5,292.17999999999984,0.11893381776486385,23.33233590012734,81.53434362023063
