date,thick_elmer,u_bed_elmer,u_surf_elmer,tau_d_elmer,tau_b_elmer,sigma_elmer,u_def_elmer,slope,averaged_slope,slope_dem,gradxmean,gradymean,gradzmean,normalstress,projvector,sigma_plus_tau_b,velocity,altitude,thickness,obs_tau_b,obs_u_def,obs_u_bed
1934.0,158.09849581151832,14.405945419428734,28.474433308277284,0.09982498586104471,0.09716770042640964,-0.10384936416225952,14.06848788884855,0.04131946510491638,0.07614266453480466,0.12143498306078328,-0.016855497382198954,0.06161361256544503,-0.0040803450453660815,1.401477486910995,-0.07848475744914409,-0.006681663735849885,,,,,,
1967.0,,,,,,,,,,,,,,,,,37.223859489382505,2512.23,187.36000000000013,0.0982666829009095,11.36008419981205,25.863775289570455
1968.0,,,,,,,,,,,,,,,,,38.424970517083125,2512.97,188.0999999999999,0.09864344118092788,11.540561327464975,26.88440918961815
1969.0,,,,,,,,,,,,,,,,,40.22663705863407,2513.72,188.8499999999999,0.09902529078905474,11.72566368998358,28.500973368650488
1970.0,,,,,,,,,,,,,,,,,37.62422983194938,2514.84,189.97000000000025,0.09959551953719102,12.006218845887819,25.61801098606156
1971.0,,,,,,,,,,,,,,,,,36.1228410473236,2513.34,188.47000000000025,0.0988318203209373,11.63160233066052,24.491238716663077
1972.0,,,,,,,,,,,,,,,,,36.82348914681563,2514.09,189.22000000000025,0.09921366992906416,11.817796969042156,25.005692177773476
1973.0,,,,,,,,,,,,,,,,,33.62052640628063,2517.26,192.39000000000033,0.1008276209394137,12.629591658782788,20.990934747497846
1974.0,,,,,,,,,,,,,,,,,34.32117450577267,2514.84,189.97000000000025,0.09959551953719102,12.006218845887819,22.31495565988485
1975.0,,,,,,,,,,,,,,,,,33.4203412349972,2515.4,190.5300000000002,0.09988063391125904,12.148370097286408,21.271971137710793
1976.0,,,,,,,,,,,,,,,,,33.4203412349972,2512.79,187.92000000000007,0.09855179727497752,11.496464923332299,21.923876311664905
1977.0,,,,,,,,,,,,,,,,,32.61960054986345,2513.9,189.0300000000002,0.09911693469500533,11.770417710841041,20.849182839022408
1978.0,,,,,,,,,,,,,,,,,39.92635930170891,2514.09,189.22000000000025,0.09921366992906416,11.817796969042156,28.10856233266675
1979.0,,,,,,,,,,,,,,,,,47.93376615304639,2515.77,190.9000000000001,0.10006901305126824,12.242981702887509,35.69078445015889
1980.0,,,,,,,,,,,,,,,,,50.53617337973107,2520.06,195.19000000000005,0.10225319280975384,13.380803644034225,37.155369735696844
1981.0,,,,,,,,,,,,,,,,,49.33506235203045,2519.68,194.80999999999995,0.10205972234163617,13.276937127570067,36.05812522446038
1982.0,,,,,,,,,,,,,,,,,45.53154409764514,2519.12,194.25,0.10177460796756815,13.124974634335095,32.40656946331004
1983.0,143.54721570680627,16.796879473876743,30.500177137647803,0.1393026524320733,0.10227322345165833,-0.05854283181111314,13.70329766377106,0.0929155373514432,0.11353800853880774,0.12143498306078328,-0.024254973821989528,0.09550366492146596,-0.009709253768537046,1.2731471204188483,-0.04903821554822339,0.043730391640545194,43.62978497045249,2518.75,193.8800000000001,0.10158622882755895,13.025289249050681,30.60449572140181
1984.0,,,,,,,,,,,,,,,,,43.52969238481078,2519.31,194.44000000000005,0.10187134320162698,13.176386284469812,30.353306100340966
1985.0,,,,,,,,,,,,,,,,,39.626081544783744,2521.17,196.30000000000018,0.10281833022978165,13.687696109243591,25.938385435540155
1986.0,,,,,,,,,,,,,,,,,38.825340859650005,2520.06,195.19000000000005,0.10225319280975384,13.380803644034225,25.44453721561578
1987.0,,,,,,,,,,,,,,,,,36.1228410473236,2520.24,195.3699999999999,0.1023448367157042,13.430215779092611,22.692625268230984
1988.0,,,,,,,,,,,,,,,,,36.22293363296532,2518.75,193.8800000000001,0.10158622882755895,13.025289249050681,23.197644383914643
1989.0,,,,,,,,,,,,,,,,,30.217378494462203,2519.87,195.0,0.102156457575695,13.328794483407856,16.88858401105435
1990.0,,,,,,,,,,,,,,,,,29.1163600524033,2520.24,195.3699999999999,0.1023448367157042,13.430215779092611,15.68614427331069
1991.0,,,,,,,,,,,,,,,,,29.21645263804502,2516.89,192.01999999999998,0.10063924179940428,12.532745167018636,16.683707471026384
1993.0,,,,,,,,,,,,,,,,,,2507.57,182.70000000000027,0.0958941240024147,10.271733281483712,
1994.0,,,,,,,,,,,,,,,,,25.41293438365972,,,,,
1996.0,,,,,,,,,,,,,,,,,23.51117525646707,2507.19,182.32000000000016,0.09570065353429705,10.186574039743773,13.324601216723297
1997.0,,,,,,,,,,,,,,,,,22.6103419856916,2508.68,183.80999999999995,0.09645926142244228,10.523548622330773,12.086793363360828
1998.0,126.46419790575916,12.355788626594752,20.673865551568262,0.13168940555287734,0.09234843722938203,-0.031487611085651485,8.31807692497351,0.0899943576541188,0.12249836903198796,0.12143498306078328,-0.03371937172774869,0.10488638743455497,-0.01213815029878567,1.1217848167539266,-0.029849528732267566,0.06086082614373055,20.908768029782387,2503.09,178.22000000000025,0.09361320900987027,9.301054569044537,11.60771346073785
1999.0,,,,,,,,,,,,,,,,,20.608490272857225,2500.67,175.80000000000018,0.09238110760764759,8.806269268735356,11.802221004121868
2000.0,,,,,,,,,,,,,,,,,19.007008902589725,2498.99,174.1199999999999,0.09152576448544328,8.474586182598573,10.532422719991152
2001.0,,,,,,,,,,,,,,,,,18.306360803097697,2496.75,171.8800000000001,0.09038530698917117,8.047030923350642,10.259329879747055
2002.0,,,,,,,,,,,,,,,,,18.106175631814267,2493.96,169.09000000000015,0.08896482644693929,7.537372126072679,10.568803505741588
2003.0,115.74552094240839,10.77661244915718,17.65994669688274,0.1265102354115208,0.08817794500000731,-0.017995106568916206,6.883334247725561,0.0926040065489316,0.1296849067980962,0.12143498306078328,-0.040269633507853404,0.10919109947643979,-0.0135443395877306,1.0286748691099477,-0.018112121651356578,0.0701828384310911,15.503768405129575,2490.04,165.17000000000007,0.08696902582846289,6.862693805799693,8.641074599329883
2004.0,,,,,,,,,,,,,,,,,13.902287034862084,2486.69,161.82000000000016,0.08526343091216297,6.322945189135951,7.579341845726133
2005.0,,,,,,,,,,,,,,,,,11.500064979460843,2484.08,159.21000000000004,0.08393459427588146,5.92501782509181,5.575047154369033
2006.0,,,,,,,,,,,,,,,,,11.199787222535676,2479.42,154.55000000000018,0.08156203537738665,5.261622861118003,5.938164361417673
2007.0,,,,,,,,,,,,,,,,,10.198861366118493,2475.31,150.44000000000005,0.07946949952485143,4.724250632853074,5.474610733265419
2008.0,97.00587015706807,6.968466790310927,11.112541097140559,0.10755904512810498,0.07609295923551751,-0.01786064106351227,4.144074306829632,0.09111547620911149,0.13409796267761848,0.12143498306078328,-0.036889005235602096,0.11166544502617805,-0.013829970320166664,0.8633801047120417,-0.021919439568912548,0.05823231817200524,9.19793550970131,2470.47,145.5999999999999,0.07700529672040604,4.145474846779954,5.052460662921356
2009.0,,,,,,,,,,,,,,,,,7.696546725075535,2466.18,141.30999999999995,0.07482111696192044,3.678504641740342,4.018042083335193
2010.0,,,,,,,,,,,,,,,,,6.895806039941789,2461.52,136.6500000000001,0.07244855806342565,3.21723740327833,3.6785686366634587
2011.0,,,,,,,,,,,,,,,,,5.99497276916631,2455.74,130.8699999999999,0.06950577041679458,2.707088415770692,3.287884353395618
2012.0,,,,,,,,,,,,,,,,,4.994046912749127,2449.96,125.09000000000015,0.06656298277016374,2.2602368511211606,2.7338100616279664
2013.0,,,,,,,,,,,,,,,,,4.493583984540535,2445.86,120.99000000000024,0.06447553824573697,1.9786378632498536,2.5149461212906816
2014.0,,,,,,,,,,,,,,,,,4.493583984540535,2442.5,117.63000000000011,0.0627648520013286,1.7682388792425445,2.7253451052979907
2015.0,,,,,,,,,,,,,,,,,4.293398813257099,2432.25,107.38000000000011,0.05754624069026156,1.229066865266205,3.064331947990894
2016.0,,,,,,,,,,,,,,,,,4.393491398898817,2426.1,101.23000000000002,0.0544150739036213,0.9715797441584034,3.4219116547404136
2017.0,59.587971249999995,1.9979660369059868,2.8983675242175364,0.08408310492358931,0.049095808454160395,-0.007822977067167145,0.9004014873115496,0.14924737225903925,0.18176365131371697,0.12143498306078328,-0.030910625000000004,0.12228187500000001,-0.01590832369140625,0.5289343750000001,-0.027695551886182567,0.04127283138699325,3.993121056331958,2415.1,90.23000000000002,0.04881461298442741,0.61467215993642,3.378448896395538
2018.0,,,,,,,,,,,,,,,,,4.1933062276153805,2408.58,83.71000000000004,0.04549506705777795,0.45634569588703594,3.7369605317283447
2019.0,,,,,,,,,,,,,,,,,3.5927507137650707,2400.0,75.13000000000011,0.04112670754080675,0.2974434642372047,3.295307249527866
