date,thick_elmer,u_bed_elmer,u_surf_elmer,tau_d_elmer,tau_b_elmer,sigma_elmer,u_def_elmer,slope,averaged_slope,slope_dem,gradxmean,gradymean,gradzmean,normalstress,projvector,sigma_plus_tau_b,velocity,altitude,thickness,obs_tau_b,obs_u_def,obs_u_bed,obs_tau_b_reglin,obs_u_def_reglin
1905.0,79.97040375184638,5.592047986162381,8.264590909434185,0.11868873611458064,0.08249273465071076,0.01409199634070208,2.672542923271804,0.12456723030586116,0.2128536898904404,0.1306252769324651,0.03230649926144756,0.13951255539143279,-0.020507463006377513,0.6946897784342688,-0.0011443769328258763,0.09658473099141285,,2851.0,130.51000000000022,0.08249273465071076,2.672542923271804,,0.09200333924955154,3.6720106535174617
1906.0,,,,,,,,,,,,,,,,,,2846.0,125.51000000000022,0.08519712218035709,3.0524991007176063,,0.08999392061212644,3.304125524603492
1907.0,,,,,,,,,,,,,,,,,,2841.0,120.51000000000022,0.08790150971000343,3.4324552781634092,,0.08798450197470134,2.977676384084252
1908.0,79.09134779874213,7.6896190545643766,11.502030510173588,0.1263983848171279,0.09060589723964976,0.015120759205069957,3.8124114556092117,0.1062353817869932,0.2078629730190038,0.1306252769324651,0.10390776729559748,0.1235422327044025,-0.02605950736594478,0.6844690880503145,0.00921798165962018,0.10572665644471972,,2836.0,115.51000000000022,0.09060589723964976,3.8124114556092117,,0.08597508333727624,2.689428438139909
1909.0,,,,,,,,,,,,,,,,,,2835.8,115.3100000000004,0.09028681693980752,3.7655989649273547,,0.08589470659177931,2.678648765615568
1910.0,,,,,,,,,,,,,,,,,,2835.5,115.01000000000022,0.08996773663996527,3.7187864742454977,,0.08577414147353374,2.662584092868536
1911.0,,,,,,,,,,,,,,,,,,2835.3,114.8100000000004,0.08964865634012302,3.6719739835636407,,0.0856937647280368,2.6519439190830445
1912.0,,,,,,,,,,,,,,,,,,2835.1,114.61000000000013,0.08932957604028076,3.6251614928817837,,0.08561338798253969,2.6413592060582722
1913.0,,,,,,,,,,,,,,,,,,2834.9,114.41000000000031,0.08901049574043851,3.5783490021999267,,0.08553301123704275,2.630829760736428
1914.0,,,,,,,,,,,,,,,,,,2834.6,114.11000000000013,0.08869141544059626,3.5315365115180697,,0.08541244611879717,2.615138798210916
1915.0,,,,,,,,,,,,,,,,,,2834.4,113.91000000000031,0.08837233514075402,3.484724020836213,,0.08533206937330025,2.604746679727236
1916.0,,,,,,,,,,,,,,,,,,2834.2,113.71000000000004,0.08805325484091177,3.437911530154356,,0.08525169262780313,2.594409155894738
1917.0,,,,,,,,,,,,,,,,,,2834.0,113.51000000000022,0.08773417454106952,3.391099039472499,,0.0851713158823062,2.5841260351703386
1918.0,,,,,,,,,,,,,,,,,,2833.7,113.21000000000004,0.08741509424122726,3.344286548790642,,0.08505075076406063,2.5688029417391114
1919.0,,,,,,,,,,,,,,,,,,2833.5,113.01000000000022,0.08709601394138501,3.297474058108785,,0.0849703740185637,2.558654992992645
1920.0,,,,,,,,,,,,,,,,,,2833.3,112.8100000000004,0.08677693364154276,3.250661567426928,,0.08488999727306676,2.5485607796040304
1921.0,,,,,,,,,,,,,,,,,,2833.0,112.51000000000022,0.08645785334170052,3.203849076745071,,0.08476943215482119,2.533519797721919
1922.0,,,,,,,,,,,,,,,,,,2832.8,112.3100000000004,0.08613877304185827,3.157036586063214,,0.08468905540932425,2.523559092089892
1923.0,,,,,,,,,,,,,,,,,,2832.6,112.11000000000013,0.08581969274201602,3.1102240953813576,,0.08460867866382714,2.5136514581888405
1924.0,,,,,,,,,,,,,,,,,,2832.4,111.91000000000031,0.08550061244217376,3.0634116046995006,,0.0845283019183302,2.5037967071684903
1925.0,,,,,,,,,,,,,,,,,,2832.1,111.61000000000013,0.08518153214233151,3.0165991140176436,,0.08440773680008462,2.4891133237574987
1926.0,,,,,,,,,,,,,,,,,,2831.9,111.41000000000031,0.08486245184248926,2.9697866233357866,,0.08432736005458769,2.4793899559276484
1927.0,,,,,,,,,,,,,,,,,,2831.7,111.21000000000004,0.08454337154264702,2.9229741326539296,,0.08424698330909058,2.4697188126530767
1928.0,,,,,,,,,,,,,,,,,,2831.5,111.01000000000022,0.08422429124280477,2.8761616419720726,,0.08416660656359365,2.460099706598215
1929.0,,,,,,,,,,,,,,,,,,2831.2,110.71000000000004,0.08390521094296252,2.8293491512902156,,0.08404604144534808,2.445768208334522
1930.0,,,,,,,,,,,,,,,,,,2831.0,110.51000000000022,0.08358613064312026,2.7825366606083586,,0.08396566469985114,2.436278377944528
1931.0,,,,,,,,,,,,,,,,,,2830.8,110.3100000000004,0.08326705034327801,2.7357241699265016,,0.08388528795435421,2.426839931750318
1932.0,,,,,,,,,,,,,,,,,,2830.5,110.01000000000022,0.08294797004343576,2.6889116792446446,,0.08376472283610863,2.4127782014348895
1933.0,,,,,,,,,,,,,,,,,,2830.3,109.8100000000004,0.08262888974359352,2.6420991885627876,,0.0836843460906117,2.4034674034999997
1934.0,,,,,,,,,,,,,,,,,,2830.1,109.61000000000013,0.08230980944375127,2.5952866978809306,,0.08360396934511458,2.394207340860339
1935.0,,,,,,,,,,,,,,,,,,2829.9,109.41000000000031,0.08199072914390902,2.5484742071990736,,0.08352359259961765,2.38499782887315
1936.0,,,,,,,,,,,,,,,,,,2829.6,109.11000000000013,0.08167164884406677,2.5016617165172166,,0.08340302748137207,2.371277940287926
1937.0,,,,,,,,,,,,,,,,,,2829.4,108.91000000000031,0.08135256854422451,2.4548492258353596,,0.08332265073587514,2.362193999328567
1938.0,,,,,,,,,,,,,,,,,,2829.2,108.71000000000004,0.08103348824438227,2.408036735153503,,0.08324227399037804,2.3531599654225794
1939.0,,,,,,,,,,,,,,,,,,2829.0,108.51000000000022,0.08071440794454002,2.361224244471646,,0.0831618972448811,2.344175655441912
1940.0,,,,,,,,,,,,,,,,,,2828.7,108.21000000000004,0.08039532764469777,2.314411753789789,,0.08304133212663552,2.3307920230664827
1941.0,,,,,,,,,,,,,,,,,,2828.5,108.01000000000022,0.08007624734485552,2.267599263107932,,0.0829609553811386,2.321931223922611
1942.0,,,,,,,,,,,,,,,,,,2828.3,107.8100000000004,0.07975716704501326,2.220786772426075,,0.08288057863564166,2.3131195104064544
1943.0,,,,,,,,,,,,,,,,,,2828.0,107.51000000000022,0.07943808674517101,2.1739742817442185,,0.08276001351739608,2.2999935784969257
1944.0,,,,,,,,,,,,,,,,,,2827.8,107.3100000000004,0.07911900644532877,2.1271617910623615,,0.08267963677189916,2.2913037852278144
1945.0,,,,,,,,,,,,,,,,,,2827.6,107.11000000000013,0.07879992614548652,2.0803493003805045,,0.08259926002640203,2.282662443412184
1946.0,,,,,,,,,,,,,,,,,,2827.4,106.91000000000031,0.07848084584564427,2.0335368096986475,,0.0825188832809051,2.274069372614794
1947.0,,,,,,,,,,,,,,,,,,2827.1,106.61000000000013,0.07816176554580202,1.9867243190167903,,0.08239831816265952,2.2612698807040363
1948.0,,,,,,,,,,,,,,,,,,2826.9,106.41000000000031,0.07784268524595978,1.9399118283349335,,0.08231794141716259,2.2527967002568
1949.0,,,,,,,,,,,,,,,,,,2826.7,106.21000000000004,0.07752360494611751,1.8930993376530765,,0.08223756467166549,2.2443711619550255
1950.0,,,,,,,,,,,,,,,,,,2826.5,106.01000000000022,0.07720452464627527,1.8462868469712195,,0.08215718792616855,2.235993086878179
1951.0,,,,,,,,,,,,,,,,,,2826.2,105.71000000000004,0.07688544434643302,1.7994743562893625,,0.08203662280792297,2.223514577249198
1952.0,66.4169406714009,4.3867410707520875,6.139402936359593,0.1052833156262038,0.07656636404659077,0.01609090192517677,1.7526618656075055,0.07089243629525623,0.21599328452477187,0.1306252769324651,0.09745858618463524,0.13025206584893478,-0.026463776679023217,0.5738059715945771,0.011637736068396468,0.09265726597176754,,2826.0,105.51000000000022,0.07656636404659077,1.7526618656075055,,0.08195624606242605,2.2152543796660678
1953.0,,,,,,,,,,,,,,,,,,2826.1,105.61000000000013,0.07743619847740597,1.8419690755428704,,0.0819964344351745,2.2193786123999124
1954.0,,,,,,,,,,,,,,,,,,2826.2,105.71000000000004,0.07830603290822119,1.9312762854782355,,0.08203662280792297,2.223514577249198
1955.0,,,,,,,,,,,,,,,,,,2826.3,105.8100000000004,0.0791758673390364,2.0205834954136006,,0.08207681118067162,2.2276622964422703
1956.0,,,,,,,,,,,,,,,,,,2826.4,105.91000000000031,0.08004570176985161,2.1098907053489655,,0.08211699955342008,2.231821792228457
1957.0,,,,,,,,,,,,,,,,,12.0,2826.5,106.01000000000022,0.08091553620066681,2.1991979152843304,9.80080208471567,0.08215718792616855,2.235993086878179
1958.0,,,,,,,,,,,,,,,,,10.4,2826.6,106.11000000000013,0.08178537063148203,2.2885051252196953,8.111494874780306,0.08219737629891702,2.2401762026828758
1959.0,,,,,,,,,,,,,,,,,,2826.7,106.21000000000004,0.08265520506229723,2.3778123351550606,,0.08223756467166549,2.2443711619550255
1960.0,,,,,,,,,,,,,,,,,10.4,,,0.08352503949311244,2.4671195450904255,7.932880454909575,,
1961.0,,,,,,,,,,,,,,,,,11.0,,,0.08439487392392765,2.5564267550257904,8.44357324497421,,
1962.0,,,,,,,,,,,,,,,,,,2825.1,104.61000000000013,0.08526470835474285,2.6457339649611553,,0.08159455070768948,2.178660572995912
1963.0,,,,,,,,,,,,,,,,,,,,0.08613454278555807,2.73504117489652,,,
1964.0,,,,,,,,,,,,,,,,,,,,0.08700437721637327,2.824348384831885,,,
1965.0,,,,,,,,,,,,,,,,,,,,0.08787421164718848,2.9136555947672504,,,
1966.0,,,,,,,,,,,,,,,,,,2824.5,104.01000000000022,0.0887440460780037,3.0029628047026153,,0.0813534204711985,2.1547836916238747
1967.0,,,,,,,,,,,,,,,,,13.0,2825.1,104.61000000000013,0.0896138805088189,3.0922700146379807,9.90772998536202,0.08159455070768948,2.178660572995912
1968.0,,,,,,,,,,,,,,,,,,2824.2,103.71000000000004,0.09048371493963411,3.1815772245733456,,0.08123285535295294,2.142999167814314
1969.0,,,,,,,,,,,,,,,,,14.8,,,0.09135354937044932,3.2708844345087105,11.52911556549129,,
1970.0,,,,,,,,,,,,,,,,,,,,0.09222338380126452,3.3601916444440754,,,
1971.0,67.58544177254416,8.118931780339983,11.568430634719423,0.12827694775820592,0.09309321823207974,0.02056908391338374,3.4494988543794403,0.16155725169821408,0.24926541132635632,0.1306252769324651,0.09375983885962194,0.15542249767585994,-0.03294706016678496,0.5768023241400682,0.024516227085822507,0.11366230214546347,15.0,2824.4,103.91000000000031,0.09309321823207974,3.4494988543794403,11.55050114562056,0.08131323209845004,2.150844166851278
1972.0,,,,,,,,,,,,,,,,,14.5,2824.8,104.3100000000004,0.09270039176488647,3.3992139045630148,11.100786095436986,0.08147398558944409,2.166670629469545
1973.0,,,,,,,,,,,,,,,,,14.7,2824.7,104.21000000000004,0.09230756529769318,3.348928954746589,11.351071045253411,0.08143379721669544,2.1626969010307544
